scientific name,genus name,family name,chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Salix rorida var. roridiformis,NA,Salicaceae,Î±·ÛÖ¦Áø,NA,NA,NA,NA,WD
Salix rosmarinifolia,Salix,Salicaceae,Ï¸Ò¶ÕÓÁø,5,5,6,6,WD
Salix rosmarinifolia var. brachypoda,NA,Salicaceae,ÕÓÁø,NA,NA,NA,NA,WD
Salix rotundifolia,Salix,Salicaceae,Ô²Ò¶Áø,7.1,7.1,7.15,7.31,WD
Salix sachalinensis,NA,Salicaceae,Áú½­Áø,5,5,6,6,WD
Salix schwerinii,NA,Salicaceae,İïÁø,4,5,5,6,WD
Salix siuzevii,Salix,Salicaceae,¾í±ßÁø,5,5,6,6,WD
Salix skvortzovii,NA,Salicaceae,Ë¾ÊÏÁø,5,5,6,6,WD
Salix sungkianica,Salix,Salicaceae,ËÉ½­Áø,5,5,6,6,WD
Salix taraikensis,Salix,Salicaceae,¹ÈÁø,4.2,4.2,6.1,6.1,WD
Salix viminalis var. angustifolia,NA,Salicaceae,Ï¸Ò¶İïÁø,NA,NA,NA,NA,WD
Salix yanbianica,Salix,Salicaceae,°×ºÓÁø,4,4,6,6,WD
Sambucus sibirica,NA,Caprifoliaceae,Î÷²®ÀûÑÇ½Ó¹ÇÄ¾,NA,NA,7,8,WD
Sanguisorba officinalis,Sanguisorba,Rosaceae,µØÓÜ,6,8,8,9,CB
Sanguisorba stipulata,Sanguisorba,Rosaceae,´ó°×»¨µØÓÜ,7,9,7,9,CB
Sanguisorba tenuifolia,Sanguisorba,Rosaceae,Ï¸Ò¶µØÓÜ,8,9,8,9,CB
Sanguisorba tenuifolia var. alba,NA,Rosaceae,Ğ¡°×»¨µØÓÜ,7,9,7,9,CB
Sanicula chinensis,Sanicula,Apiaceae,±ä¶¹²Ë,6,6,8,9,CB
Sanicula rubriflora,Sanicula,Apiaceae,ºì»¨±ä¶¹²Ë,5,6,6,7,CB
Saposhnikovia divaricata,NA,Apiaceae,·À·ç,8,9,9,10,CB
Saussurea amara,Saussurea,Asteraceae,²İµØ·çÃ«¾Õ,7,9,7,9,CB
Saussurea amurensis,Saussurea,Asteraceae,Áú½­·çÃ«¾Õ,7,9,7,9,CB
Saussurea grandifolia,Saussurea,Asteraceae,´óÒ¶·çÃ«¾Õ,9,10,9,10,CB
Saussurea japonica,NA,Asteraceae,·çÃ«¾Õ,8,10,8,10,CB
Saussurea manshurica,Saussurea,Asteraceae,¶«±±·çÃ«¾Õ,7,9,7,9,CB
Saussurea maximowiczii,Saussurea,Asteraceae,ÓğÒ¶·çÃ«¾Õ,8,9,8,9,CB
Saussurea neoserrata,Saussurea,Asteraceae,³İÒ¶·çÃ«¾Õ,8,10,8,10,CB
Saussurea odontolepis,Saussurea,Asteraceae,³İ°ú·çÃ«¾Õ,8,10,8,10,CB
Saussurea parviflora,Saussurea,Asteraceae,Ğ¡»¨·çÃ«¾Õ,7,9,7,9,CB
Saussurea pectinata,Saussurea,Asteraceae,ó÷°ú·çÃ«¾Õ,8,10,8,10,CB
Saussurea pulchella,Saussurea,Asteraceae,ÃÀ»¨·çÃ«¾Õ,8,10,8,10,CB
Saussurea recurvata,Saussurea,Asteraceae,ÕÛ°ú·çÃ«¾Õ,8,9,8,9,CB
Saussurea runcinata,Saussurea,Asteraceae,µ¹ÓğÒ¶·çÃ«¾Õ,8,9,8,9,CB
Saussurea sinuata,Saussurea,Asteraceae,ÁÖ·çÃ«¾Õ,7,9,7,9,CB
Saussurea subtriangulata,Saussurea,Asteraceae,¼ªÁÖ·çÃ«¾Õ,7,9,7,9,CB
Saussurea tenerifolia,Saussurea,Asteraceae,³¤°×É½·çÃ«¾Õ,7,9,7,9,CB
Saussurea tomentosa,Saussurea,Asteraceae,¸ßÁë·çÃ«¾Õ,7,9,7,9,CB
Saussurea umbrosa,Saussurea,Asteraceae,ÊªµØ·çÃ«¾Õ,7,8,7,8,CB
Saussurea ussuriensis,Saussurea,Asteraceae,ÎÚËÕÀï·çÃ«¾Õ,7,9,7,9,CB
Saxifraga cernua,Saxifraga,Saxifragaceae,ÁãÓà»¢¶ú²İ,6,7,6,9,CB
Saxifraga fortunei var. koraiensis,NA,Saxifragaceae,¾µÒ¶»¢¶ú²İ,NA,NA,NA,NA,CB
Saxifraga laciniata,Saxifraga,Saxifragaceae,³¤°×»¢¶ú²İ,7,8,7,8,CB
Saxifraga manchuriensis,NA,Saxifragaceae,ÏÙÃ«»¢¶ú²İ,7,8,9,9,CB
Scabiosa comosa,Scabiosa,Dipsacaceae,»ª±±À¶Åè»¨,7,8,8,9,CB
Scheuchzeria palustris,NA,Scheuchzeriaceae,±ùÕÓ²İ,6,7,7,8,CB
Schisandra chinensis,NA,Schisandraceae,ÎåÎ¶×Ó,5,7,7,9,WD
Schizachne purpurascens subsp. callosa,NA,Poaceae,ÁÑïûÃ©,6,7,6,7,CB
Schizopepon bryoniifolius,NA,Cucurbitaceae,ÁÑ¹Ï,6,11,6,11,CB
Schoenoplectus komarovii,Schoenoplectus,Cyperaceae,¼ªÁÖË®´Ğ,6,10,6,10,CB
Schoenoplectus tabernaemontani,Schoenoplectus,Cyperaceae,Ë®´Ğ,6,9,6,9,CB
Schoenoplectus trapezoideus,NA,Cyperaceae,ÎåÀâË®´Ğ,8,10,8,10,CB
Schoenoplectus triqueter,NA,Cyperaceae,ÈıÀâË®´Ğ,6,10,6,10,CB
Scirpus lushanensis,Scirpus,Cyperaceae,Â®É½Ë‘²İ,6,7,8,9,CB
Scirpus maximowiczii,Scirpus,Cyperaceae,·ğÑæ°úË‘²İ,8,8,8,8,CB
Scirpus orientalis,NA,Cyperaceae,¶«·½Ë‘²İ,6,7,8,8,CB
Scirpus radicans,Scirpus,Cyperaceae,µ¥ËëË‘²İ,6,7,8,8,CB
Scorzonera albicaulis,Scorzonera,Asteraceae,»ª±±Ñ»´Ğ,5,9,5,9,CB
Scorzonera austriaca,Scorzonera,Asteraceae,Ñ»´Ğ,4,6,4,6,CB
Scorzonera radiata,Scorzonera,Asteraceae,Ã«¹£Ñ»´Ğ,5,7,5,7,CB
Scrophularia buergeriana,NA,Scrophulariaceae,±±Ğş²Î,7,8,8,9,CB
Scutellaria baicalensis,NA,Lamiaceae,»ÆÜË,7,8,8,9,CB
Scutellaria dependens,NA,Lamiaceae,ÏËÈõ»ÆÜË,7,8,6,9,CB
Scutellaria moniliorrhiza,NA,Lamiaceae,ÄîÖé¸ù¾¥»ÆÜË,7,8,8,9,CB
Scutellaria pekinensis,NA,Lamiaceae,¾©»ÆÜË,6,7,6,8,CB
Scutellaria pekinensis var. ussuriensis,NA,Lamiaceae,¾©»ÆÜËºÚÁú½­±äÖÖ,NA,NA,NA,NA,CB
Scutellaria regeliana,NA,Lamiaceae,ÏÁÒ¶»ÆÜË,6,8,8,9,CB
Scutellaria regeliana var. ikonnikovii,NA,Lamiaceae,ÏÁÒ¶»ÆÜËËşÍ·±äÖÖ,NA,NA,NA,NA,CB
Scutellaria scordifolia,NA,Lamiaceae,²¢Í·»ÆÜË,6,7,8,8,CB
Scutellaria tuminensis,NA,Lamiaceae,Í¼ÃÇ»ÆÜË,NA,NA,NA,NA,CB
Sedum polytrichoides,Sedum,Crassulaceae,Şº×´¾°Ìì,7,8,8,9,CB
Senecio ambraceus,Senecio,Asteraceae,çúçêÇ§Àï¹â,8,10,8,10,CB
Senecio argunensis,Senecio,Asteraceae,¶îÈ÷Ç§Àï¹â,8,10,8,10,CB
Senecio cannabifolius,NA,Asteraceae,ÂéÒ¶Ç§Àï¹â,7,9,7,9,CB
Senecio cannabifolius var. integrifolius,NA,Asteraceae,È«Ò¶Ç§Àï¹â,NA,NA,NA,NA,CB
Senecio nemorensis,Senecio,Asteraceae,ÁÖÒñÇ§Àï¹â,7,10,7,10,CB
Senna nomame,NA,Fabaceae,¶¹²è¾öÃ÷,NA,NA,NA,NA,CB
Serratula centauroides,NA,Asteraceae,Âé»¨Í·,7,9,7,9,CB
Serratula coronata,Serratula,Asteraceae,Î±Äàºú²Ë,8,10,8,10,CB
Serratula cupuliformis,NA,Asteraceae,ÖÓ°úÂé»¨Í·,6,7,6,7,CB
Serratula polycephala,Serratula,Asteraceae,¶à»¨Âé»¨Í·,7,9,7,9,CB
Sibbaldia procumbens,Sibbaldia,Rosaceae,É½İ®²İ,7,8,7,8,CB
Siegesbeckia glabrescens,Siegesbeckia,Asteraceae,Ã«¹£Øgİ²,6,10,6,10,CB
Siegesbeckia pubescens,Siegesbeckia,Asteraceae,ÏÙ¹£Øgİ²,6,10,6,10,CB
Silene aprica,Silene,Caryophyllaceae,Å®Â¦²Ë,5,6,6,7,CB
Silene baccifera,Silene,Caryophyllaceae,¹·ÅÌÂû,6,8,7,10,CB
Silene firma,Silene,Caryophyllaceae,ÊèÃ«Å®Â¦²Ë,6,7,7,8,CB
Silene foliosa,Silene,Caryophyllaceae,Ê¯·ìÓ¬×Ó²İ,7,8,8,8,CB
Silene jenisseensis,Silene,Caryophyllaceae,É½ÂìòÆ²İ,7,8,8,9,CB
Silene koreana,Silene,Caryophyllaceae,³¯ÏÊÓ¬×Ó²İ,7,8,8,9,CB
Silene macrostyla,Silene,Caryophyllaceae,³¤ÖùÓ¬×Ó²İ,7,8,8,9,CB
Silene repens,Silene,Caryophyllaceae,Âû¾¥Ó¬×Ó²İ,6,9,7,9,CB
Silene songarica,Silene,Caryophyllaceae,×¼¸Á¶ûÓ¬×Ó²İ,6,7,7,8,CB
Sinosenecio koreanus,Sinosenecio,Asteraceae,³¯ÏÊÆÑ¶ù¸ù,6,8,6,8,CB
Siphonostegia chinensis,NA,Scrophulariaceae,ÒõĞĞ²İ,7,8,8,8,CB
Sium suave,Sium,Apiaceae,ÔóÇÛ,7,8,9,10,CB
Smilax nipponica,Smilax,Liliaceae,°×±³Å£Î²²Ë,5,5,8,9,CB
Smilax riparia,Smilax,Liliaceae,Å£Î²²Ë,5,6,8,9,CB
Solanum septemlobum,NA,Solanaceae,Çàè½,6,7,8,9,CB
Solidago decurrens,Solidago,Asteraceae,Ò»Ö¦»Æ»¨,4,11,4,11,CB
Solidago pacifica,NA,Asteraceae,¶Û°úÒ»Ö¦»Æ»¨,NA,NA,NA,NA,CB
Solidago virgaurea,Solidago,Asteraceae,Ã«¹ûÒ»Ö¦»Æ»¨,8,10,8,10,CB
Solidago virgaurea var. dahurica,NA,Asteraceae,Ã«¹ûÒ»Ö¦»Æ»¨¹ÑÃ«±äÖÖ,8,10,8,10,CB
Sophora flavescens,Sophora,Fabaceae,¿à²Î,6,8,7,10,CB
Sorbaria sorbifolia,NA,Rosaceae,ÕäÖéÃ·,7,8,9,9,WD
Sorbaria sorbifolia var. stellipila,NA,Rosaceae,ĞÇÃ«ÕäÖéÃ·,NA,NA,NA,NA,WD
Sorbus alnifolia,NA,Rosaceae,Ë®ÓÜ»¨é±,4,5,8,9,WD
Sorbus pohuashanensis,Sorbus,Rosaceae,»¨é±Ê÷,6,6,9,10,WD
Sparganium angustifolium,NA,Sparganiaceae,ÏßÒ¶ºÚÈıÀâ,6,7,8,10,CB
Sparganium glomeratum,NA,Sparganiaceae,¶ÌĞòºÚÈıÀâ,7,7,8,8,CB
Sparganium simplex,NA,Sparganiaceae,Ğ¡ºÚÈıÀâ,NA,NA,NA,NA,CB
Sparganium stenophyllum,NA,Sparganiaceae,ÏÁÒ¶ºÚÈıÀâ,7,7,8,8,CB
Sparganium stoloniferum,NA,Sparganiaceae,ºÚÈıÀâ,5,10,5,10,CB
Speranskia tuberculata,Speranskia,Euphorbiaceae,µØ¹¹Ò¶,6,6,6,7,CB
Spergularia marina,Spergularia,Caryophyllaceae,ÄâÆá¹Ã,5,7,6,9,CB
Sphallerocarpus gracilis,Sphallerocarpus,Apiaceae,ÃÔ¹ûÇÛ,7,10,7,10,CB
Spiraea chamaedryfolia,Spiraea,Rosaceae,Ê¯²ÏÒ¶ĞåÏß¾Õ,5,6,7,9,WD
Spiraea elegans,Spiraea,Rosaceae,ÃÀÀöĞåÏß¾Õ,6,6,8,8,WD
Spiraea flexuosa,NA,Rosaceae,ÇúİàĞåÏß¾Õ,5,6,8,9,WD
Spiraea flexuosa var. pubescens,NA,Rosaceae,ÈáÃ«ÇúİàĞåÏß¾Õ,NA,NA,NA,NA,WD
Spiraea media,Spiraea,Rosaceae,Å·ÑÇĞåÏß¾Õ,5,6,6,8,WD
Spiraea pubescens,Spiraea,Rosaceae,ÍÁ×¯ĞåÏß¾Õ,5,6,7,8,WD
Spiraea salicifolia,NA,Rosaceae,ĞåÏß¾Õ,6,8,8,9,WD
Spiraea salicifolia var. grosserrata,NA,Rosaceae,¾Ş³İĞåÏß¾Õ,NA,NA,NA,NA,WD
Spiraea sericea,Spiraea,Rosaceae,¾îÃ«ĞåÏß¾Õ,6,6,7,8,WD
Spiraea trichocarpa,NA,Rosaceae,Ã«¹ûĞåÏß¾Õ,5,6,7,9,WD
Spiranthes sinensis,Spiranthes,Orchidaceae,ç·²İ,6,8,8,9,CB
Spodiopogon sibiricus,Spodiopogon,Poaceae,´óÓÍÃ¢,6,11,6,11,CB
Stachys baicalensis,NA,Lamiaceae,Ã«Ë®ËÕ,7,7,8,8,CB
Stachys baicalensis var. hispidula,NA,Lamiaceae,Ã«Ë®ËÕĞ¡¸ÕÃ«±äÖÖ,NA,NA,NA,NA,CB
Stachys chinensis,Stachys,Lamiaceae,»ªË®ËÕ,6,7,7,8,CB
Stachys japonica,NA,Lamiaceae,Ë®ËÕ,NA,NA,NA,NA,CB
Staphylea bumalda,NA,Staphyleaceae,Ê¡¹ÁÓÍ,4,5,8,9,WD
Stellaria bungeana var. stubendorfii,NA,Caryophyllaceae,ÁÖ·±ÂÆ,4,6,7,8,CB
Stellaria discolor,Stellaria,Caryophyllaceae,·­°×·±ÂÆ,6,9,7,9,CB
Stellaria filicaulis,Stellaria,Caryophyllaceae,Ï¸Ò¶·±ÂÆ,5,7,6,8,CB
Stellaria longifolia,Stellaria,Caryophyllaceae,³¤Ò¶·±ÂÆ,6,7,7,8,CB
Stellaria radians,Stellaria,Caryophyllaceae,ÀZ°ê·±ÂÆ,6,9,7,9,CB
Stellera chamaejasme,Stellera,Thymelaeaceae,ÀÇ¶¾,4,6,7,9,CB
Stemmacantha uniflora,NA,Asteraceae,Â©Â«,5,8,5,8,CB
Stenosolenium saxatile,NA,Boraginaceae,×ÏÍ²²İ,6,7,7,8,CB
Stipa baicalensis,Stipa,Poaceae,ÀÇÕë²İ,5,8,5,8,CB
Stipa grandis,Stipa,Poaceae,´óÕëÃ©,5,7,5,7,CB
Streptolirion volubile,Streptolirion,Commelinaceae,ÖñÒ¶×Ó,8,9,9,10,CB
Streptopus koreanus,Streptopus,Liliaceae,Ë¿¹£Å¤±ú»¨,5,5,7,8,CB
Streptopus ovalis,Streptopus,Liliaceae,ÂÑÒ¶Å¤±ú»¨,5,5,8,8,CB
Styrax obassis,NA,Styracaceae,ÓñÁå»¨,4,7,8,11,WD
Suaeda corniculata,Suaeda,Chenopodiaceae,½Ç¹û¼îÅî,8,9,9,10,CB
Suaeda glauca,Suaeda,Chenopodiaceae,¼îÅî,7,8,9,9,CB
Suaeda salsa,NA,Chenopodiaceae,ÑÎµØ¼îÅî,8,9,9,10,CB
Swertia diluta,Swertia,Gentianaceae,±±·½â¯ÑÀ²Ë,8,9,9,10,CB
Swertia perennis,Swertia,Gentianaceae,±±ÎÂ´øâ¯ÑÀ²Ë,9,9,9,9,CB
Swertia pseudochinensis,Swertia,Gentianaceae,ÁöÃ«â¯ÑÀ²Ë,9,10,10,10,CB
Swertia tetrapetala,Swertia,Gentianaceae,ÂÑÒ¶â¯ÑÀ²Ë,8,9,NA,NA,CB
Swertia veratroides,Swertia,Gentianaceae,Ş¼Â«â¯ÑÀ²Ë,8,9,9,10,CB
Symplocarpus foetidus,Symplocarpus,Araceae,³ôİ¿,5,5,NA,NA,CB
Symplocos paniculata,Symplocos,Symplocaceae,°×Ì´,4,5,8,9,WD
Syneilesis aconitifolia,Syneilesis,Asteraceae,ÍÃ¶ùÉ¡,7,9,7,9,CB
Synurus deltoides,Synurus,Asteraceae,É½Å£İò,6,10,6,10,CB
Syringa oblata subsp. dilatata,NA,Oleaceae,³¯Ñô¶¡Ïã,3,6,9,9,WD
Syringa pubescens subsp. patula,NA,Oleaceae,¹Ø¶«ÇÉÁá»¨,5,7,8,10,WD
Syringa reticulata subsp. amurensis,NA,Oleaceae,±©Âí¶¡Ïã,6,7,8,10,WD
Syringa villosa,NA,Oleaceae,ºì¶¡Ïã,5,6,9,9,WD
Syringa wolfii,Syringa,Oleaceae,ÁÉ¶«¶¡Ïã,6,6,8,8,WD
Taraxacum asiaticum,Taraxacum,Asteraceae,ÑÇÖŞÆÑ¹«Ó¢,5,7,5,7,CB
Taraxacum borealisinense,Taraxacum,Asteraceae,»ªÆÑ¹«Ó¢,5,7,7,9,CB
Taraxacum brassicaefolium,Taraxacum,Asteraceae,½æÒ¶ÆÑ¹«Ó¢,5,7,5,7,CB
Taraxacum coreanum,Taraxacum,Asteraceae,³¯ÏÊÆÑ¹«Ó¢,5,6,5,6,CB
Taraxacum heterolepis,Taraxacum,Asteraceae,Òì°úÆÑ¹«Ó¢,4,6,4,6,CB
Taraxacum lamprolepis,Taraxacum,Asteraceae,¹â°úÆÑ¹«Ó¢,4,5,4,5,CB
Taraxacum mongolicum,NA,Asteraceae,ÆÑ¹«Ó¢,5,7,5,7,CB
Taraxacum ohwianum,Taraxacum,Asteraceae,¶«±±ÆÑ¹«Ó¢,4,5,4,5,CB
Taraxacum platypecidum,Taraxacum,Asteraceae,°×ÔµÆÑ¹«Ó¢,5,6,5,6,CB
Taraxacum variegatum,Taraxacum,Asteraceae,°ßÒ¶ÆÑ¹«Ó¢,5,6,5,6,CB
Tephroseris flammea,Tephroseris,Asteraceae,ºìÂÖ¹·Éà²İ,6,9,6,9,CB
Tephroseris kirilowii,Tephroseris,Asteraceae,¹·Éà²İ,2,8,NA,NA,CB
Tephroseris phaeantha,NA,Asteraceae,³¤°×¹·Éà²İ,NA,NA,NA,NA,CB
Tephroseris subdentata,Tephroseris,Asteraceae,¼â³İ¹·Éà²İ,5,8,5,8,CB
Thalictrum aquilegiifolium var. sibiricum,NA,Ranunculaceae,ÌÆËÉ²İ,7,7,NA,NA,CB
Thalictrum baicalense,Thalictrum,Ranunculaceae,±´¼Ó¶ûÌÆËÉ²İ,6,6,7,7,CB
Thalictrum filamentosum,Thalictrum,Ranunculaceae,»¨ÌÆËÉ²İ,5,5,NA,NA,CB
Thalictrum minus,Thalictrum,Ranunculaceae,ÑÇÅ·ÌÆËÉ²İ,6,7,NA,NA,CB
Thalictrum minus var. hypoleucum,NA,Ranunculaceae,¶«ÑÇÌÆËÉ²İ,6,7,NA,NA,CB
Thalictrum petaloideum,Thalictrum,Ranunculaceae,°êÈïÌÆËÉ²İ,6,7,NA,NA,CB
Thalictrum petaloideum var. supradecompositum,NA,Ranunculaceae,ÏÁÁÑ°êÈïÌÆËÉ²İ,6,7,NA,NA,CB
Thalictrum simplex,Thalictrum,Ranunculaceae,¼ıÍ·ÌÆËÉ²İ,7,8,9,9,CB
Thalictrum simplex var. affine,NA,Ranunculaceae,ÈñÁÑ¼ıÍ·ÌÆËÉ²İ,NA,NA,NA,NA,CB
Thalictrum simplex var. brevipes,NA,Ranunculaceae,¶Ì¹£¼ıÍ·ÌÆËÉ²İ,NA,NA,NA,NA,CB
Thalictrum sparsiflorum,NA,Ranunculaceae,É¢»¨ÌÆËÉ²İ,6,6,NA,NA,CB
Thalictrum squarrosum,NA,Ranunculaceae,Õ¹Ö¦ÌÆËÉ²İ,7,8,8,9,CB
Thalictrum tuberiferum,Thalictrum,Ranunculaceae,ÉîÉ½ÌÆËÉ²İ,6,7,7,8,CB
Thermopsis lanceolata,Thermopsis,Fabaceae,ÅûÕëÒ¶»Æ»¨,5,7,6,10,CB
Thermopsis lupinoides,Thermopsis,Fabaceae,Ò°¾öÃ÷,5,8,NA,NA,CB
Thesium chinense,Thesium,Santalaceae,°ÙÈï²İ,4,5,6,7,CB
Thesium chinense var. longipedunculatum,NA,Santalaceae,³¤¹£°ÙÈï²İ,NA,NA,NA,NA,CB
Thesium refractum,NA,Santalaceae,¼±ÕÛ°ÙÈï²İ,7,7,8,8,CB
Thladiantha dubia,Thladiantha,Cucurbitaceae,³à,7,8,9,9,CB
Thymus quinquecostatus var. przewalskii,NA,Lamiaceae,µØ½·Õ¹Ã«±äÖÖ,NA,NA,NA,NA,WD
Tilia amurensis,Tilia,Tiliaceae,×Ïé²,7,7,NA,NA,WD
Tilia amurensis var. araneosa,NA,Tiliaceae,Ã«×Ïé²,NA,NA,NA,NA,WD
Tilia amurensis var. taquetii,NA,Tiliaceae,Ğ¡Ò¶×Ïé²,NA,NA,NA,NA,WD
Tilia mandshurica,Tilia,Tiliaceae,¿·é²,7,7,9,9,WD
Tilia mandshurica var. ovalis,NA,Tiliaceae,ÂÑ¹û¿·é²,NA,NA,NA,NA,WD
Tilia mongolica,NA,Tiliaceae,ÃÉé²,7,7,NA,NA,WD
Tofieldia coccinea,Tofieldia,Liliaceae,³¤°×ÑÒİÅÆÑ,7,8,8,9,CB
Tofieldia coccinea f. fusca,NA,Liliaceae,ºì±»ÑÒİÅÆÑ,NA,NA,NA,NA,CB
Torilis japonica,Torilis,Apiaceae,Ğ¡ÇÔÒÂ,4,10,4,10,CB
Tournefortia sibirica var. angustior,NA,Boraginaceae,Ï¸Ò¶Î÷²®ÀûÑÇ×Ïµ¤,NA,NA,NA,NA,CB
Toxicodendron vernicifluum,NA,Anacardiaceae,Æá,5,6,7,10,WD
Trapa incisa,NA,Trapaceae,Ï¸¹ûÒ°Áâ,5,10,7,11,CB
Trapa natans,NA,Trapaceae,Å·Áâ,5,10,7,11,CB
Tribulus terrestris,NA,Zygophyllaceae,İğŞ¼,5,8,6,9,CB
Trichophorum alpinum,NA,Cyperaceae,ÁÛ°úÕëİş,6,8,6,8,CB
Trientalis europaea,Trientalis,Primulaceae,Æß°êÁ«,5,6,7,7,CB
Trifolium gordejevii,NA,Fabaceae,ËŞ°êºúÂ¬°Í,NA,NA,NA,NA,CB
Trifolium lupinaster,Trifolium,Fabaceae,Ò°»ğÇò,6,11,6,11,CB
Triglochin palustre,NA,Potamogetonaceae,Ë®Âó¶¬,6,6,8,9,CB
Trigonotis myosotidea,Trigonotis,Boraginaceae,Ë®µé¸½µØ²İ,5,7,5,7,CB
Trigonotis peduncularis,NA,Boraginaceae,¸½µØ²Ë,5,7,5,7,CB
Trigonotis radicans,Trigonotis,Boraginaceae,±±¸½µØ²Ë,5,5,7,9,CB
Trillium kamtschaticum,NA,Liliaceae,¼ªÁÖÑÓÁä²İ,NA,NA,NA,NA,CB
Triosteum sinuatum,NA,Caprifoliaceae,Ò¸»¨Üğ×ÓË‘,5,6,8,10,CB
Tripleurospermum limosum,Tripleurospermum,Asteraceae,ÈıÀß¹û,6,9,6,9,CB
Tripleurospermum tetragonospermum,NA,Asteraceae,¶«±±ÈıÀß¹û,6,9,6,9,CB
Tripolium vulgare,Tripolium,Asteraceae,¼îİÒ,8,10,8,10,CB
Tripterygium wilfordii,Tripterygium,Celastraceae,À×¹«ÌÙ,5,10,8,11,WD
Trisetum sibiricum,Trisetum,Poaceae,Î÷²®ÀûÑÇÈıÃ«²İ,6,8,6,8,CB
Trisetum spicatum,Trisetum,Poaceae,ËëÈıÃ«,6,8,6,8,CB
Trisetum umbratile,NA,Poaceae,ÂÌËëÈıÃ«²İ,7,9,7,9,CB
Trollius chinensis,Trollius,Ranunculaceae,½ğÁ«»¨,6,7,8,9,CB
Trollius japonicus,NA,Ranunculaceae,³¤°×½ğÁ«»¨,7,8,9,9,CB
Trollius macropetalus,NA,Ranunculaceae,³¤°ê½ğÁ«»¨,7,9,7,7,CB
Tulipa edulis,NA,Liliaceae,ÀÏÑ»°ê,4,5,4,5,CB
Tulotis fuscescens,NA,Orchidaceae,òßòÑÀ¼,6,7,8,9,CB
Tulotis ussuriensis,NA,Orchidaceae,Ğ¡»¨òßòÑÀ¼,6,7,NA,NA,CB
Turczaninovia fastigiata,NA,Asteraceae,Å®İÒ,NA,NA,NA,NA,CB
Turritis glabra,Turritis,Brassicaceae,Æì¸Ë½æ,4,5,5,8,CB
Tussilago farfara,NA,Asteraceae,¿î¶¬,NA,NA,NA,NA,CB
Typha angustifolia,NA,Typhaceae,Ë®Öò,6,6,7,8,CB
Typha davidiana,NA,Typhaceae,´ïÏãÆÑ,5,8,5,8,CB
Typha latifolia,NA,Typhaceae,¿íÒ¶ÏãÆÑ,5,6,8,9,CB
Typha laxmannii,NA,Typhaceae,ÎŞ°úÏãÆÑ,6,9,6,9,CB
Typha orientalis,NA,Typhaceae,ÏãÆÑ,7,7,8,9,CB
Typha przewalskii,NA,Typhaceae,ÆÕÏãÆÑ,6,9,6,9,CB
Ulmus davidiana,Ulmus,Ulmaceae,ºÚÓÜ,4,5,4,5,WD
Ulmus davidiana var. japonica,NA,Ulmaceae,´ºÓÜ,2,5,2,5,WD
Ulmus laciniata,NA,Ulmaceae,ÁÑÒ¶ÓÜ,4,5,4,5,WD
Ulmus macrocarpa,Ulmus,Ulmaceae,´ó¹ûÓÜ,4,5,4,5,WD
Ulmus pumila,NA,Ulmaceae,ÓÜÊ÷,3,5,3,5,WD
Urtica angustifolia,Urtica,Urticaceae,ÏÁÒ¶İ¡Âé,7,8,8,9,CB
Urtica cannabina,Urtica,Urticaceae,ÂéÒ¶İ¡Âé,7,8,8,10,CB
Urtica laetevirens,Urtica,Urticaceae,¿íÒ¶İ¡Âé,7,8,8,9,CB
Urtica laetevirens subsp. cyanescens,NA,Urticaceae,ÎÚËÕÀïİ¡Âé,7,8,8,9,CB
Utricularia vulgaris,NA,Lentibulariaceae,ÀêÔå,6,9,7,9,CB
Utricularia vulgaris subsp. macrorhiza,NA,Lentibulariaceae,Íä¾àÀêÔå,NA,NA,NA,NA,CB
Vaccinium koreanum,NA,Ericaceae,ºì¹ûÔ½½Û,5,5,9,9,WD
Vaccinium microcarpum,Vaccinium,Ericaceae,Ğ¡¹ûºìİ®Ì¦×Ó,6,7,7,8,WD
Vaccinium oxycoccos,Vaccinium,Ericaceae,ºìİ®Ì¦×Ó,6,7,7,8,WD
Vaccinium uliginosum,Vaccinium,Ericaceae,óÆË¹Ô½½Û,6,6,7,8,WD
Vaccinium vitis-idaea,Vaccinium,Ericaceae,Ô½½Û,6,7,8,9,WD
Valeriana amurensis,Valeriana,Valerianaceae,ºÚË®çÓ²İ,7,7,7,8,CB
Veratrum dahuricum,Veratrum,Liliaceae,ĞË°²Ş¼Â«,6,7,8,9,CB
Veratrum maackii,Veratrum,Liliaceae,Ã«ËëŞ¼Â«,6,7,8,9,CB
Veratrum nigrum,Veratrum,Liliaceae,Ş¼Â«,7,8,8,9,CB
Veratrum oxysepalum,Veratrum,Liliaceae,¼â±»Ş¼Â«,7,8,NA,NA,CB
Veronica anagallis-aquatica,NA,Scrophulariaceae,±±Ë®¿àİ¤,5,9,5,9,CB
Veronica anagalloides,NA,Scrophulariaceae,³¤¹ûË®¿àİ¤,6,7,8,10,CB
Veronica chamaedrys,Veronica,Scrophulariaceae,Ê¯²ÏÒ¶ÆÅÆÅÄÉ,5,5,NA,NA,CB
Veronica stelleri var. longistyla,NA,Scrophulariaceae,³¤°×ÆÅÆÅÄÉ,7,8,NA,NA,CB
Veronicastrum sibiricum,Veronicastrum,Scrophulariaceae,²İ±¾ÍşÁéÏÉ,7,7,8,9,CB
Viburnum burejaeticum,Viburnum,Caprifoliaceae,ĞŞÖ¦¼ÔÉo,5,6,8,9,WD
