Chinese name,scientific name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,scientific name,Genus name,woodiness
Ğ¡Ò¶Èıµã½ğ,Desmodium microphyllum,5,9,9,11,Fabaceae,Codariocalyx microphyllus,Codariocalyx,WD
»ÆÉ½äÑÊè,Deutzia glauca,5,6,8,9,Saxifragaceae,Deutzia glauca,Deutzia,WD
Äş²¨äÑÊè,Deutzia ningpoensis,5,7,9,10,Saxifragaceae,Deutzia ningpoensis,Deutzia,WD
³¤½­äÑÊè,Deutzia schneideriana,5,6,8,10,Saxifragaceae,Deutzia schneideriana,Deutzia,WD
ÊèËëÒ°ÇàÃ©,Deyeuxia effusiflora,7,10,7,10,Poaceae,Deyeuxia effusiflora,Deyeuxia,CB
Ïä¸ùÒ°ÇàÃ©,Deyeuxia hakonensis,7,8,NA,NA,Poaceae,Deyeuxia hakonensis,Deyeuxia,CB
Ò°ÇàÃ©,Deyeuxia pyramidalis,NA,NA,NA,NA,Poaceae,Deyeuxia pyramidalis,Deyeuxia,CB
Ê¯Öñ,Dianthus chinensis,5,6,7,9,Caryophyllaceae,Dianthus chinensis,Dianthus,CB
³¤İàöÄÂó,Dianthus longicalyx,6,8,8,9,Caryophyllaceae,Dianthus longicalyx,Dianthus,CB
öÄÂó,Dianthus superbus,6,9,8,10,Caryophyllaceae,Dianthus superbus,Dianthus,CB
²İÈğÏã,Diarthron linifolium,5,7,6,8,Thymelaeaceae,Diarthron linifolium,Diarthron,CB
Ş§Ò¶ÈË×Ö¹û,Dichocarpum dalzielii,4,5,5,6,Ranunculaceae,Dichocarpum dalzielii,Dichocarpum,CB
×İÀßÈË×Ö¹û,Dichocarpum fargesii,5,6,7,7,Ranunculaceae,Dichocarpum fargesii,Dichocarpum,CB
³£É½,Dichroa febrifuga,2,4,5,8,Saxifragaceae,Dichroa febrifuga,Dichroa,WD
¹·¸Î²Ë,Dicliptera chinensis,NA,NA,NA,NA,Acanthaceae,Dicliptera chinensis,Dicliptera,CB
°×ÏÊ,Dictamnus dasycarpus,5,5,8,9,Rutaceae,Dictamnus dasycarpus,Dictamnus,CB
Ãö¸Ó³¤İôÜÄÌ¦,Didymocarpus heucherifolius,5,5,NA,NA,Gesneriaceae,Didymocarpus heucherifolius,Didymocarpus,CB
ÏËÃ«ÂíÌÆ,Digitaria ciliaris,5,10,5,10,Poaceae,Digitaria ciliaris,Digitaria,CB
Ã«ÂíÌÆ,Digitaria ciliaris var. chrysoblephara,6,10,6,10,Poaceae,Digitaria ciliaris var. chrysoblephara,Digitaria,CB
Ö¹ÑªÂíÌÆ,Digitaria ischaemum,6,11,6,11,Poaceae,Digitaria ischaemum,Digitaria,CB
ÈŞÂíÌÆ,Digitaria mollicoma,NA,NA,10,10,Poaceae,Digitaria mollicoma,Digitaria,CB
ÂíÌÆ,Digitaria sanguinalis,6,9,6,9,Poaceae,Digitaria sanguinalis,Digitaria,CB
×ÏÂíÌÆ,Digitaria violascens,7,11,7,11,Poaceae,Digitaria violascens,Digitaria,CB
Ó„Ã©,Dimeria ornithopoda,10,11,9,11,Poaceae,Dimeria ornithopoda,Dimeria,CB
¾ß¼¹Ó„Ã©,Dimeria ornithopoda subsp. subrobusta,9,10,9,10,Poaceae,Dimeria ornithopoda subsp. subrobusta,Dimeria,CB
»ªÓ„Ã©,Dimeria sinensis,NA,NA,NA,NA,Poaceae,Dimeria sinensis,Dimeria,CB
·É¶êÌÙ,Dinetus racemosus,NA,NA,NA,NA,Convolvulaceae,Dinetus racemosus,Dinetus,WD
»Æ¶À,Dioscorea bulbifera,7,10,8,11,Dioscoreaceae,Dioscorea bulbifera,Dioscorea,CB
²æÈïÊíİ÷,Dioscorea collettii,5,8,6,10,Dioscoreaceae,Dioscorea collettii,Dioscorea,CB
·Û±±Êíİ÷,Dioscorea collettii var. hypoglauca,NA,NA,NA,NA,Dioscoreaceae,Dioscorea collettii var. hypoglauca,Dioscorea,CB
ÏËÏ¸Êíİ÷,Dioscorea gracillima,5,8,6,10,Dioscoreaceae,Dioscorea gracillima,Dioscorea,CB
ÈÕ±¾Êíİ÷,Dioscorea japonica,5,10,7,11,Dioscoreaceae,Dioscorea japonica,Dioscorea,CB
Ã«ÌÙÈÕ±¾Êíİ÷,Dioscorea japonica var. pilifera,8,9,NA,NA,Dioscoreaceae,Dioscorea japonica var. pilifera,Dioscorea,CB
´©ÁúÊíİ÷,Dioscorea nipponica,6,8,8,10,Dioscoreaceae,Dioscorea nipponica,Dioscorea,CB
ºÖ°úÊíİ÷,Dioscorea persimilis,7,1,9,1,Dioscoreaceae,Dioscorea persimilis,Dioscorea,CB
Êíİ÷,Dioscorea polystachya,6,9,7,11,Dioscoreaceae,Dioscorea polystachya,Dioscorea,CB
Ï¸±úÊíİ÷,Dioscorea tenuipes,NA,NA,NA,NA,Dioscoreaceae,Dioscorea tenuipes,Dioscorea,CB
É½İÉËZ,Dioscorea tokoro,6,8,8,10,Dioscoreaceae,Dioscorea tokoro,Dioscorea,CB
¶ÜÒ¶Êíİ÷,Dioscorea zingiberensis,5,8,9,10,Dioscoreaceae,Dioscorea zingiberensis,Dioscorea,CB
É½ÊÁ,Diospyros japonica,4,5,9,10,Ebenaceae,Diospyros japonica,Diospyros,WD
ÊÁ,Diospyros kaki,5,6,9,10,Ebenaceae,Diospyros kaki,Diospyros,WD
Ò°ÊÁ,Diospyros kaki var. silvestris,NA,NA,NA,NA,Ebenaceae,Diospyros kaki var. silvestris,Diospyros,WD
¾ıÇ¨×Ó,Diospyros lotus,5,6,10,11,Ebenaceae,Diospyros lotus,Diospyros,WD
ÓÍÊÁ,Diospyros oleifera,4,5,8,10,Ebenaceae,Diospyros oleifera,Diospyros,WD
ÀÏÑ»ÊÁ,Diospyros rhombifolia,4,5,9,10,Ebenaceae,Diospyros rhombifolia,Diospyros,WD
³Ó¹³·ç,Diploclisia affinis,4,5,7,9,Menispermaceae,Diploclisia affinis,Diploclisia,WD
¹·¹Ç²ñ,Diplospora dubia,4,8,5,2,Rubiaceae,Diplospora dubia,Diplospora,WD
´¨Ğø¶Ï,Dipsacus asper,NA,NA,NA,NA,Dipsacaceae,Dipsacus asper,Dipsacus,CB
ÈÕ±¾Ğø¶Ï,Dipsacus japonicus,8,9,9,11,Dipsacaceae,Dipsacus japonicus,Dipsacus,CB
Ã«µ¤Âé¸Ë,Discocleidion rufescens,4,8,8,10,Euphorbiaceae,Discocleidion rufescens,Discocleidion,WD
ÍòÊÙÖñ,Disporum cantoniense,5,7,8,10,Liliaceae,Disporum cantoniense,Disporum,CB
±¦îì²İ,Disporum sessile,3,6,6,11,Liliaceae,Disporum sessile,Disporum,CB
É½¶«ÍòÊÙÖñ,Disporum smilacinum,4,5,9,10,Liliaceae,Disporum smilacinum,Disporum,CB
ÉÙ»¨ÍòÊÙÖñ,Disporum uniflorum,3,6,6,11,Liliaceae,Disporum uniflorum,Disporum,CB
Ğ¡Ò¶ÎÃÄ¸Ê÷,Distylium buxifolium,NA,NA,NA,NA,Hamamelidaceae,Distylium buxifolium,Distylium,WD
ÑîÃ·ÎÃÄ¸Ê÷,Distylium myricoides,NA,NA,NA,NA,Hamamelidaceae,Distylium myricoides,Distylium,WD
ÎÃÄ¸Ê÷,Distylium racemosum,NA,NA,NA,NA,Hamamelidaceae,Distylium racemosum,Distylium,WD
¶Ì¹Ú¶«·ç²Ë,Doellingeria marchandii,8,9,0,10,Asteraceae,Doellingeria marchandii,Doellingeria,CB
¶«·ç²Ë,Doellingeria scabra,6,10,8,10,Asteraceae,Doellingeria scabra,Doellingeria,CB
»¨Æì¸Ë,Dontostemon dentatus,5,7,7,8,Brassicaceae,Dontostemon dentatus,Dontostemon,CB
İãÜÂ,Draba nemorosa,3,4,5,6,Brassicaceae,Draba nemorosa,Draba,CB
Ã©¸à²Ë,Drosera peltata,6,9,6,9,Droseraceae,Drosera peltata,Drosera,CB
Éßİ®,Duchesnea indica,6,8,8,10,Rosaceae,Duchesnea indica,Duchesnea,CB
Ğ¡¼¦ÌÙ,Dumasia forrestii,8,9,10,11,Fabaceae,Dumasia forrestii,Dumasia,CB
É½ºÚ¶¹,Dumasia truncata,8,9,10,11,Fabaceae,Dumasia truncata,Dumasia,CB
Ò°±â¶¹,Dunbaria villosa,7,9,NA,NA,Fabaceae,Dunbaria villosa,Dunbaria,CB
Ë®»¢Î²,Dysophylla stellata,NA,NA,NA,NA,Lamiaceae,Dysophylla stellata,Dysophylla,CB
Ë®À¯Öò,Dysophylla yatabeana,8,10,NA,NA,Lamiaceae,Dysophylla yatabeana,Dysophylla,CB
Áù½ÇÁ«,Dysosma pleiantha,3,6,7,9,Berberidaceae,Dysosma pleiantha,Dysosma,CB
°Ë½ÇÁ«,Dysosma versipellis,3,6,5,9,Berberidaceae,Dysosma versipellis,Dysosma,CB
³¤Ã¢°Ş,Echinochloa caudata,NA,NA,NA,NA,Poaceae,Echinochloa caudata,Echinochloa,CB
¹âÍ·°Ş,Echinochloa colona,NA,NA,NA,NA,Poaceae,Echinochloa colona,Echinochloa,CB
ÎŞÃ¢°Ş,Echinochloa crusgalli var. mitis,NA,NA,NA,NA,Poaceae,Echinochloa crusgalli var. mitis,Echinochloa,CB
Ï¸Ò¶ºµ°Ş,Echinochloa crusgalli var. praticola,NA,NA,NA,NA,Poaceae,Echinochloa crusgalli var. praticola,Echinochloa,CB
Î÷À´°Ş,Echinochloa crusgalli var. zelayensis,NA,NA,NA,NA,Poaceae,Echinochloa crusgalli var. zelayensis,Echinochloa,CB
¿×È¸°Ş,Echinochloa cruspavonis,NA,NA,NA,NA,Poaceae,Echinochloa cruspavonis,Echinochloa,CB
Ó²ïû°Ş,Echinochloa glabrescens,NA,NA,NA,NA,Poaceae,Echinochloa glabrescens,Echinochloa,CB
Ë®Ìï°Ş,Echinochloa oryzoides,7,10,7,10,Poaceae,Echinochloa oryzoides,Echinochloa,CB
»ª¶«À¶´ÌÍ·,Echinops grijsii,7,10,7,10,Asteraceae,Echinops grijsii,Echinops,CB
÷¯³¦,Eclipta prostrata,6,9,NA,NA,Asteraceae,Eclipta prostrata,Eclipta,CB
½áÏã,Edgeworthia chrysantha,NA,NA,NA,NA,Thymelaeaceae,Edgeworthia chrysantha,Edgeworthia,WD
ºñ¿ÇÊ÷,Ehretia acuminata,NA,NA,NA,NA,Boraginaceae,Ehretia acuminata,Ehretia,WD
²ÚÃ«ºñ¿ÇÊ÷,Ehretia dicksonii,NA,NA,NA,NA,Boraginaceae,Ehretia dicksonii,Ehretia,WD
´Ö¿·Ê÷,Ehretia macrophylla,3,5,6,7,Boraginaceae,NA,NA,NA
É³Ôæ,Elaeagnus angustifolia,5,6,9,9,Elaeagnaceae,Elaeagnus angustifolia,Elaeagnus,WD
ÙÜÉ½ÑòÄÌ×Ó,Elaeagnus argyi,1,3,4,5,Elaeagnaceae,Elaeagnus argyi,Elaeagnus,WD
Ã«Ä¾°ëÏÄ,Elaeagnus courtoisii,NA,NA,NA,NA,Elaeagnaceae,Elaeagnus courtoisii,Elaeagnus,WD
°Í¶«ºúÍÇ×Ó,Elaeagnus difficilis,11,3,4,5,Elaeagnaceae,Elaeagnus difficilis,Elaeagnus,WD
ÂûºúÍÇ×Ó,Elaeagnus glabra,9,11,4,5,Elaeagnaceae,Elaeagnus glabra,Elaeagnus,WD
ÒË²ıºúÍÇ×Ó,Elaeagnus henryi,10,11,4,4,Elaeagnaceae,Elaeagnus henryi,Elaeagnus,WD
ÅûÕëÒ¶ºúÍÇ×Ó,Elaeagnus lanceolata,8,10,4,5,Elaeagnaceae,Elaeagnus lanceolata,Elaeagnus,WD
Ä¾°ëÏÄ,Elaeagnus multiflora,5,5,6,7,Elaeagnaceae,Elaeagnus multiflora,Elaeagnus,WD
µ¹¹ûÄ¾°ëÏÄ,Elaeagnus multiflora var. obovoidea,NA,NA,NA,NA,Elaeagnaceae,Elaeagnus multiflora var. obovoidea,Elaeagnus,WD
ºúÍÇ×Ó,Elaeagnus pungens,9,12,4,6,Elaeagnaceae,Elaeagnus pungens,Elaeagnus,WD
Å£ÄÌ×Ó,Elaeagnus umbellata,4,5,7,8,Elaeagnaceae,Elaeagnus umbellata,Elaeagnus,WD
¶ÅÓ¢,Elaeocarpus decipiens,6,7,NA,NA,Elaeocarpaceae,Elaeocarpus decipiens,Elaeocarpus,WD
Íº°ê¶ÅÓ¢,Elaeocarpus glabripetalus,7,7,NA,NA,Elaeocarpaceae,Elaeocarpus glabripetalus,Elaeocarpus,WD
ÈÕ±¾¶ÅÓ¢,Elaeocarpus japonicus,4,5,NA,NA,Elaeocarpaceae,Elaeocarpus japonicus,Elaeocarpus,WD
É½¶ÅÓ¢,Elaeocarpus sylvestris,4,5,NA,NA,Elaeocarpaceae,Elaeocarpus sylvestris,Elaeocarpus,WD
Èñ³İÂ¥Ìİ²İ,Elatostema cyrtandrifolium,4,9,NA,NA,Urticaceae,Elatostema cyrtandrifolium,Elatostema,CB
Â¥Ìİ²İ,Elatostema involucratum,5,10,NA,NA,Urticaceae,Elatostema involucratum,Elatostema,CB
¶ÔÒ¶Â¥Ìİ²İ,Elatostema sinense,6,9,NA,NA,Urticaceae,Elatostema sinense,Elatostema,CB
Â®É½Â¥Ìİ²İ,Elatostema stewardii,7,9,NA,NA,Urticaceae,Elatostema stewardii,Elatostema,CB
×Ï¹ûİş,Eleocharis atropurpurea,NA,NA,NA,NA,Cyperaceae,Eleocharis atropurpurea,Eleocharis,CB
½¥¼âËëİ©Üù,Eleocharis attenuata,NA,NA,NA,NA,Cyperaceae,Eleocharis attenuata,Eleocharis,CB
ÃÜ»¨İ©Üù,Eleocharis congesta,NA,NA,NA,NA,Cyperaceae,Eleocharis congesta,Eleocharis,CB
İ©Üù,Eleocharis dulcis,5,10,5,10,Cyperaceae,Eleocharis dulcis,Eleocharis,CB
½­ÄÏİ©Üù,Eleocharis migoana,NA,NA,NA,NA,Cyperaceae,Eleocharis migoana,Eleocharis,CB
ÕÓÔóİ©Üù,Eleocharis palustris,NA,NA,NA,NA,Cyperaceae,Eleocharis palustris,Eleocharis,CB
Í¸Ã÷ÁÛİ©Üù,Eleocharis pellucida,NA,NA,NA,NA,Cyperaceae,Eleocharis pellucida,Eleocharis,CB
ÁúÊ¦²İ,Eleocharis tetraquetra,NA,NA,NA,NA,Cyperaceae,Eleocharis tetraquetra,Eleocharis,CB
¾ß²Û¸Ñİ©Üù,Eleocharis valleculosa,NA,NA,NA,NA,Cyperaceae,NA,NA,NA
ÓğÃ«İ©Üù,Eleocharis wichurai,NA,NA,NA,NA,Cyperaceae,Eleocharis wichurai,Eleocharis,CB
·_,Eleusine coracana,5,9,5,9,Poaceae,Eleusine coracana,Eleusine,CB
Å£½î²İ,Eleusine indica,6,10,6,10,Poaceae,Eleusine indica,Eleusine,CB
²ÚÒ¶Îå¼Ó,Eleutherococcus henryi,7,9,9,10,Araliaceae,Eleutherococcus henryi,Eleutherococcus,WD
Ã«¹£²ÚÒ¶Îå¼Ó,Eleutherococcus henryi var. faberi,NA,NA,NA,NA,Araliaceae,Eleutherococcus henryi var. faberi,Eleutherococcus,WD
ÌÙÎå¼Ó,Eleutherococcus leucorrhizus,6,8,8,10,Araliaceae,Eleutherococcus leucorrhizus,Eleutherococcus,WD
²ÚÒ¶ÌÙÎå¼Ó,Eleutherococcus leucorrhizus var. fulvescens,NA,NA,NA,NA,Araliaceae,Eleutherococcus leucorrhizus var. fulvescens,Eleutherococcus,WD
ÏÁÒ¶ÌÙÎå¼Ó,Eleutherococcus leucorrhizus var. scaberulus,NA,NA,NA,NA,Araliaceae,Eleutherococcus leucorrhizus var. scaberulus,Eleutherococcus,WD
Ï¸ÖùÎå¼Ó,Eleutherococcus nodiflorus,4,8,6,10,Araliaceae,Eleutherococcus nodiflorus,Eleutherococcus,WD
ÙéÙëÎå¼Ó,Eleutherococcus scandens,6,7,9,10,Araliaceae,Eleutherococcus scandens,Eleutherococcus,WD
´ÌÎå¼Ó,Eleutherococcus senticosus,6,7,8,10,Araliaceae,Eleutherococcus senticosus,Eleutherococcus,WD
Ï¸´ÌÎå¼Ó,Eleutherococcus setulosus,7,7,9,9,Araliaceae,Eleutherococcus setulosus,Eleutherococcus,WD
¸ÕÃ«°×º{,Eleutherococcus trifoliatus,NA,NA,NA,NA,Araliaceae,Eleutherococcus trifoliatus,Eleutherococcus,WD
×Ï»¨ÏãŞ¸,Elsholtzia argyi,9,11,9,11,Lamiaceae,Elsholtzia argyi,Elsholtzia,CB
Ò°²İÏã,Elsholtzia cyprianii,NA,NA,NA,NA,Lamiaceae,Elsholtzia cyprianii,Elsholtzia,CB
º£ÖŞÏãŞ¸,Elsholtzia splendens,NA,NA,NA,NA,Lamiaceae,Elsholtzia splendens,Elsholtzia,CB
Ëë×´ÏãŞ¸,Elsholtzia stachyodes,NA,NA,NA,NA,Lamiaceae,Elsholtzia stachyodes,Elsholtzia,CB
ÏËÃ«Åû¼î²İ,Elymus ciliaris,NA,NA,NA,NA,Poaceae,Elymus ciliaris,Elymus,CB
ÈÕ±¾ÏËÃ«²İ,Elymus ciliaris var. hackelianus,NA,NA,NA,NA,Poaceae,Elymus ciliaris var. hackelianus,Elymus,CB
¶ÌÃ¢ÏËÃ«²İ,Elymus ciliaris var. submuticus,NA,NA,NA,NA,Poaceae,Elymus ciliaris var. submuticus,Elymus,CB
ÔÓ½»Åû¼î²İ,Elymus hybridus,NA,NA,NA,NA,Poaceae,Elymus hybridus,Elymus,CB
¿ÂÃÏÅû¼î²İ,Elymus kamoji,NA,NA,NA,NA,Poaceae,Elymus kamoji,Elymus,CB
É½¶«Åû¼î²İ,Elymus shandongensis,NA,NA,NA,NA,Poaceae,Elymus shandongensis,Elymus,CB
Ïã¹ûÊ÷,Emmenopterys henryi,6,8,8,11,Rubiaceae,Emmenopterys henryi,Emmenopterys,WD
µÆÁıµõÖÓ»¨,Enkianthus chinensis,5,5,6,10,Ericaceae,Enkianthus chinensis,Enkianthus,WD
ÑªË®²İ,Eomecon chionantha,3,6,6,10,Papaveraceae,Eomecon chionantha,Eomecon,CB
µ¥Ò¶ºñ´½À¼,Epigeneium fargesii,4,5,NA,NA,Orchidaceae,Epigeneium fargesii,Epigeneium,CB
Ã«ÂöÁøÒ¶²Ë,Epilobium amurense,7,8,8,10,Onagraceae,Epilobium amurense,Epilobium,CB
¹â»¬ÁøÒ¶²Ë,Epilobium amurense subsp. cephalostigma,6,8,8,9,Onagraceae,Epilobium amurense subsp. cephalostigma,Epilobium,CB
ÏÙ¾¥ÁøÒ¶²Ë,Epilobium brevifolium subsp. trichoneurum,7,9,9,10,Onagraceae,Epilobium brevifolium subsp. trichoneurum,Epilobium,CB
ÁøÒ¶²Ë,Epilobium hirsutum,6,8,7,9,Onagraceae,Epilobium hirsutum,Epilobium,CB
Ğ¡»¨ÁøÒ¶²Ë,Epilobium parviflorum,6,9,7,10,Onagraceae,Epilobium parviflorum,Epilobium,CB
³¤×ÑÁøÒ¶²Ë,Epilobium pyrricholophum,7,9,8,11,Onagraceae,Epilobium pyrricholophum,Epilobium,CB
ÈáÃ«ÒùÑòŞ½,Epimedium pubescens,4,5,5,7,Berberidaceae,Epimedium pubescens,Epimedium,CB
ÈıÖ¦¾ÅÒ¶²İ,Epimedium sagittatum,4,5,5,7,Berberidaceae,Epimedium sagittatum,Epimedium,CB
»ğÉÕÀ¼,Epipactis helleborine,7,7,9,9,Orchidaceae,Epipactis helleborine,Epipactis,CB
Çï»­Ã¼²İ,Eragrostis autumnalis,7,11,7,11,Poaceae,Eragrostis autumnalis,Eragrostis,CB
³¤»­Ã¼²İ,Eragrostis brownii,NA,NA,NA,NA,Poaceae,Eragrostis brownii,Eragrostis,CB
´ó»­Ã¼²İ,Eragrostis cilianensis,7,10,7,10,Poaceae,Eragrostis cilianensis,Eragrostis,CB
ÖéÑ¿»­Ã¼²İ,Eragrostis cumingii,9,10,9,10,Poaceae,Eragrostis cumingii,Eragrostis,CB
Ë«Ò©»­Ã¼²İ,Eragrostis elongata,NA,NA,NA,NA,Poaceae,Eragrostis elongata,Eragrostis,CB
Öª·ç²İ,Eragrostis ferruginea,8,12,8,12,Poaceae,Eragrostis ferruginea,Eragrostis,CB
ÂÒ²İ,Eragrostis japonica,6,11,6,11,Poaceae,Eragrostis japonica,Eragrostis,CB
Ğ¡»­Ã¼²İ,Eragrostis minor,6,9,6,9,Poaceae,Eragrostis minor,Eragrostis,CB
¶à¸Ñ»­Ã¼²İ,Eragrostis multicaulis,NA,NA,NA,NA,Poaceae,Eragrostis multicaulis,Eragrostis,CB
ËŞ¸ù»­Ã¼²İ,Eragrostis perennans,NA,NA,NA,NA,Poaceae,Eragrostis perennans,Eragrostis,CB
ÊèËë»­Ã¼²İ,Eragrostis perlaxa,8,8,NA,NA,Poaceae,Eragrostis perlaxa,Eragrostis,CB
»­Ã¼²İ,Eragrostis pilosa,8,11,8,11,Poaceae,Eragrostis pilosa,Eragrostis,CB
öêÓã²İ,Eragrostis tenella,4,8,4,8,Poaceae,Eragrostis tenella,Eragrostis,CB
¼Ù¼ó²İ,Eremochloa ophiuroides,NA,NA,NA,NA,Poaceae,Eremochloa ophiuroides,Eremochloa,CB
¸ßÉ½Ã«À¼,Eria reptans,NA,NA,NA,NA,Orchidaceae,Eria reptans,Eria,CB
·ÉÅî,Erigeron acer,7,9,NA,NA,Asteraceae,Erigeron acer,Erigeron,CB
èÁèË,Eriobotrya japonica,10,12,5,6,Rosaceae,Eriobotrya japonica,Eriobotrya,WD
¹È¾«²İ,Eriocaulon buergerianum,7,12,7,12,Eriocaulaceae,Eriocaulon buergerianum,Eriocaulon,CB
°×Ò©¹È¾«²İ,Eriocaulon cinereum,6,8,9,10,Eriocaulaceae,Eriocaulon cinereum,Eriocaulon,CB
Ò°Êò,Eriochloa villosa,7,10,7,10,Poaceae,Eriochloa villosa,Eriochloa,CB
ÇÛÒ¶ ½Å£¶ùÃç,Erodium cicutarium,6,7,7,10,Geraniaceae,Erodium cicutarium,Erodium,CB
 ½Å£¶ùÃç,Erodium stephanianum,6,8,8,9,Geraniaceae,Erodium stephanianum,Erodium,CB
Ğ¡»¨ÌÇ½æ,Erysimum cheiranthoides,5,5,6,6,Brassicaceae,Erysimum cheiranthoides,Erysimum,CB
²¨³İÌÇ½æ,Erysimum macilentum,3,7,3,7,Brassicaceae,Erysimum macilentum,Erysimum,CB
¶ÅÖÙ,Eucommia ulmoides,NA,NA,NA,NA,Eucommiaceae,Eucommia ulmoides,Eucommia,WD
ËÄÂö½ğÃ©,Eulalia quadrinervis,9,11,9,11,Poaceae,Eulalia quadrinervis,Eulalia,CB
½ğÃ©,Eulalia speciosa,8,11,8,11,Poaceae,Eulalia speciosa,Eulalia,CB
³¤¾àÃÀ¹ÚÀ¼,Eulophia dabia,4,5,5,6,Orchidaceae,Eulophia dabia,Eulophia,CB
³¤¾àÃÀ¹ÚÀ¼,Eulophia dabia,4,5,5,6,Orchidaceae,Eulophia faberi,Eulophia,CB
³¤¾àÃÀ¹ÚÀ¼,Eulophia faberi,4,5,5,6,Orchidaceae,Eulophia dabia,Eulophia,CB
³¤¾àÃÀ¹ÚÀ¼,Eulophia faberi,4,5,5,6,Orchidaceae,Eulophia faberi,Eulophia,CB
´Ì¹ûÎÀÃ¬,Euonymus acanthocarpus,5,8,8,11,Celastraceae,Euonymus acanthocarpus,Euonymus,WD
ÎÀÃ¬,Euonymus alatus,5,6,7,10,Celastraceae,Euonymus alatus,Euonymus,WD
Èâ»¨ÎÀÃ¬,Euonymus carnosus,NA,NA,NA,NA,Celastraceae,Euonymus carnosus,Euonymus,WD
°Ù³İÎÀÃ¬,Euonymus centidens,6,6,9,10,Celastraceae,Euonymus centidens,Euonymus,WD
³ÂÄ±ÎÀÃ¬,Euonymus chenmoui,NA,NA,NA,NA,Celastraceae,Euonymus chenmoui,Euonymus,WD
ÁÑ¹ûÎÀÃ¬,Euonymus dielsianus,6,7,10,11,Celastraceae,Euonymus dielsianus,Euonymus,WD
¼¬´ÌÎÀÃ¬,Euonymus echinatus,4,7,9,1,Celastraceae,Euonymus echinatus,Euonymus,WD
Ñ»´»ÎÀÃ¬,Euonymus euscaphis,NA,NA,NA,NA,Celastraceae,Euonymus euscaphis,Euonymus,WD
·ö·¼ÌÙ,Euonymus fortunei,6,6,10,10,Celastraceae,Euonymus fortunei,Euonymus,WD
ÏË³İÎÀÃ¬,Euonymus giraldii,5,9,8,11,Celastraceae,Euonymus giraldii,Euonymus,WD
´ó»¨ÎÀÃ¬,Euonymus grandiflorus,6,7,9,10,Celastraceae,Euonymus grandiflorus,Euonymus,WD
Î÷ÄÏÎÀÃ¬,Euonymus hamiltonianus,4,7,8,11,Celastraceae,Euonymus hamiltonianus,Euonymus,WD
Êè»¨ÎÀÃ¬,Euonymus laxiflorus,3,6,7,11,Celastraceae,Euonymus laxiflorus,Euonymus,WD
°×¶Å,Euonymus maackii,3,6,9,9,Celastraceae,Euonymus maackii,Euonymus,WD
´ó¹ûÎÀÃ¬,Euonymus myrianthus,NA,NA,NA,NA,Celastraceae,Euonymus myrianthus,Euonymus,WD
ÖĞ»ªÎÀÃ¬,Euonymus nitidus,3,5,6,10,Celastraceae,Euonymus nitidus,Euonymus,WD
´¹Ë¿ÎÀÃ¬,Euonymus oxyphyllus,4,6,8,11,Celastraceae,Euonymus oxyphyllus,Euonymus,WD
ğàµãÎÀÃ¬,Euonymus verrucosoides,6,7,8,9,Celastraceae,Euonymus verrucosoides,Euonymus,WD
ÅåÀ¼,Eupatorium fortunei,7,11,7,11,Asteraceae,Eupatorium fortunei,Eupatorium,CB
°×Í·ÆÅ,Eupatorium japonicum,6,11,6,11,Asteraceae,Eupatorium japonicum,Eupatorium,CB
°×Í·ÆÅÈıÁÑÒ¶±äÖÖ,Eupatorium japonicum var. tripartitum,NA,NA,NA,NA,Asteraceae,Eupatorium japonicum var. tripartitum,Eupatorium,CB
ÁÖÔóÀ¼,Eupatorium lindleyanum,5,12,5,12,Asteraceae,Eupatorium lindleyanum,Eupatorium,CB
ÔóÆá,Euphorbia helioscopia,4,10,4,10,Euphorbiaceae,Euphorbia helioscopia,Euphorbia,CB
µØ½õ,Euphorbia humifusa,5,8,9,10,Euphorbiaceae,Euphorbia humifusa,Euphorbia,CB
µØ½õ,Euphorbia humifusa,5,8,9,10,Euphorbiaceae,Parthenocissus tricuspidata,Parthenocissus,WD
ºş±±´óêª,Euphorbia hylonoma,4,7,6,9,Euphorbiaceae,Euphorbia hylonoma,Euphorbia,CB
´óêª,Euphorbia pekinensis,5,8,6,9,Euphorbiaceae,Euphorbia pekinensis,Euphorbia,CB
¹³ÏÙ´óêª,Euphorbia sieboldiana,4,9,4,9,Euphorbiaceae,Euphorbia sieboldiana,Euphorbia,CB
Áì´ºÄ¾,Euptelea pleiosperma,4,5,7,8,Eupteleaceae,Euptelea pleiosperma,Euptelea,WD
³áèÚ,Eurya alata,10,11,6,8,Theaceae,Eurya alata,Eurya,WD
¶ÌÖùèÚ,Eurya brevistyla,10,11,6,8,Theaceae,Eurya brevistyla,Eurya,WD
±õèÚ,Eurya emarginata,10,11,6,8,Theaceae,Eurya emarginata,Eurya,WD
Î¢Ã«èÚ,Eurya hebeclados,12,1,8,10,Theaceae,Eurya hebeclados,Eurya,WD
èÚÄ¾,Eurya japonica,2,3,9,10,Theaceae,Eurya japonica,Eurya,WD
Ï¸Ö¦èÚ,Eurya loquaiana,10,12,7,9,Theaceae,Eurya loquaiana,Eurya,WD
´Ô»¯èÚ,Eurya metcalfiana,11,12,7,9,Theaceae,Eurya metcalfiana,Eurya,WD
¸ñÒ©èÚ,Eurya muricata,9,11,6,8,Theaceae,Eurya muricata,Eurya,WD
