scientific name,Chinese name,genus name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Pulsatilla dahurica,ĞË°²°×Í·ÎÌ,Pulsatilla,Ranunculaceae,5,6,NA,NA,CB
Pulsatilla turczaninovii,Ï¸Ò¶°×Í·ÎÌ,Pulsatilla,Ranunculaceae,5,5,6,7,CB
Pycreus flavidus,ÇòËë±âÉ¯,Pycreus,Cyperaceae,6,11,6,11,CB
Pycreus flavidus var. nilagiricus,Ğ¡ÇòËë±âÉ¯,NA,Cyperaceae,7,9,7,9,CB
Pycreus polystachyus,¶àÖ¦±âÉ¯,Pycreus,Cyperaceae,5,10,5,10,CB
Pycreus setiformis,¶«±±±âÉ¯,NA,Cyperaceae,5,10,5,10,CB
Pyrola asarifolia subsp. incarnata,ºì»¨Â¹Ìã²İ,NA,Ericaceae,6,6,7,10,WD
Pyrola dahurica,ĞË°²Â¹Ìã²İ,Pyrola,Ericaceae,7,7,8,8,WD
Pyrola japonica,ÈÕ±¾Â¹Ìã²İ,Pyrola,Ericaceae,7,7,8,8,WD
Pyrola renifolia,ÉöÒ¶Â¹Ìã²İ,Pyrola,Ericaceae,6,7,8,8,WD
Pyrola rotundifolia,Ô²Ò¶Â¹Ìã²İ,Pyrola,Ericaceae,7,7,8,9,WD
Pyrus betulifolia,¶ÅÀæ,NA,Rosaceae,4,4,8,9,WD
Pyrus bretschneideri,°×Àæ,NA,Rosaceae,4,4,8,9,WD
Pyrus hopeiensis,ºÓ±±Àæ,NA,Rosaceae,4,4,8,9,WD
Pyrus pyrifolia,É³Àæ,NA,Rosaceae,4,5,8,8,WD
Pyrus ussuriensis,Çï×ÓÀæ,NA,Rosaceae,5,5,8,10,WD
Quercus aliena,éÎèİ,NA,Fagaceae,4,5,9,10,WD
Quercus aliena var. acutiserrata,Èñ³İéÎèİ,NA,Fagaceae,NA,NA,NA,NA,WD
Quercus aliena var. pekingensis,±±¾©éÎèİ,NA,Fagaceae,NA,NA,NA,NA,WD
Quercus dentata,éÎÊ÷,Quercus,Fagaceae,5,6,9,10,WD
Quercus fenchengensis,·ï³Çèİ,NA,Fagaceae,NA,NA,NA,NA,WD
Quercus mongolica,ÃÉ¹Åèİ,Quercus,Fagaceae,4,6,9,10,WD
Quercus serrata,–¢èİ,NA,Fagaceae,3,4,9,10,WD
Quercus variabilis,Ë¨Æ¤èİ,Quercus,Fagaceae,5,5,10,10,WD
Quercus wutaishanica,ÁÉ¶«èİ,Quercus,Fagaceae,4,5,9,9,WD
Quercus yunnanensis,ÔÆÄÏ²¨ÂŞèİ,NA,Fagaceae,3,4,9,10,WD
Ranunculus chinensis,ÜîÜîËâ,Ranunculus,Ranunculaceae,5,6,6,9,CB
Ranunculus cuneifolius,Ğ¨Ò¶Ã«İ¢,Ranunculus,Ranunculaceae,7,7,8,9,CB
Ranunculus cuneifolius var. latisectus,¿íĞ¨Ò¶Ã«İ¢,NA,Ranunculaceae,NA,NA,NA,NA,CB
Ranunculus ficariifolius,Î÷ÄÏÃ«İ¢,Ranunculus,Ranunculaceae,4,9,4,9,CB
Ranunculus franchetii,ÉîÉ½Ã«İ¢,NA,Ranunculaceae,4,5,NA,NA,CB
Ranunculus grandis var. manshuricus,Ã±¶ùÉ½Ã«İ¢,NA,Ranunculaceae,NA,NA,NA,NA,CB
Ranunculus japonicus var. propinquus,·üÃ«Ã«İ¢,NA,Ranunculaceae,5,9,NA,NA,CB
Ranunculus natans,¸¡Ã«İ¢,NA,Ranunculaceae,6,6,6,7,CB
Ranunculus repens,ÙëÖ¦Ã«İ¢,Ranunculus,Ranunculaceae,5,8,5,8,CB
Ranunculus tachiroei,³¤×ìÃ«İ¢,Ranunculus,Ranunculaceae,6,8,6,8,CB
Rehmannia glutinosa,µØ»Æ,NA,Scrophulariaceae,5,6,7,7,CB
Rhamnus arguta,Èñ³İÊóÀî,Rhamnus,Rhamnaceae,4,5,6,9,WD
Rhamnus diamantiaca,½ğ¸ÕÊóÀî,NA,Rhamnaceae,4,6,7,9,WD
Rhamnus parvifolia,Ğ¡Ò¶ÊóÀî,NA,Rhamnaceae,4,5,6,9,WD
Rhamnus schneideri var. manshurica,¶«±±ÊóÀî,NA,Rhamnaceae,NA,NA,NA,NA,WD
Rhamnus ussuriensis,ÎÚËÕÀïÊóÀî,NA,Rhamnaceae,4,5,7,9,WD
Rhamnus yoshinoi,¶«±±ÊóÀî,NA,Rhamnaceae,NA,NA,NA,NA,WD
Rhododendron aureum,Å£Æ¤¶Å¾é,NA,Ericaceae,5,6,7,8,WD
Rhododendron dauricum,ĞË°²¶Å¾é,Rhododendron,Ericaceae,5,6,7,7,WD
Rhododendron lapponicum,¸ßÉ½¶Å¾é,Rhododendron,Ericaceae,5,7,9,10,WD
Rhododendron liaoxigense,ÁÉÎ÷¶Å¾é,NA,Ericaceae,6,6,7,8,WD
Rhododendron micranthum,ÕÕÉ½°×,NA,Ericaceae,6,8,9,9,WD
Rhododendron mucronatum,°×»¨¶Å¾é,NA,Ericaceae,4,5,6,7,WD
Rhododendron mucronulatum,Ó­ºì¶Å¾é,NA,Ericaceae,4,5,6,7,WD
Rhododendron redowskianum,Ò¶×´°ú¶Å¾é,NA,Ericaceae,7,7,8,8,WD
Rhododendron schlippenbachii,´ó×Ö¶Å¾é,NA,Ericaceae,5,6,7,7,WD
Rhodotypos scandens,¼¦Âé,NA,Rosaceae,5,5,7,7,WD
Rhus chinensis,ÑÎ·ôÄ¾,NA,Anacardiaceae,8,9,10,10,WD
Ribes burejense,´Ì¹û²èË‘×Ó,Ribes,Saxifragaceae,5,5,7,8,WD
Ribes fasciculatum var. chinense,»ªÂû²èË‘×Ó,NA,Saxifragaceae,NA,NA,NA,NA,WD
Ribes giraldii,ÉÂÎ÷²èË‘×Ó,NA,Saxifragaceae,5,5,8,9,WD
Ribes giraldii var. polyanthum,ÂÃË³²èË‘×Ó,NA,Saxifragaceae,NA,NA,NA,NA,WD
Ribes komarovii,³¤°×²èË‘×Ó,Ribes,Saxifragaceae,5,6,8,9,WD
Ribes komarovii var. cuneifolium,Ğ¨Ò¶³¤°×²èË‘×Ó,NA,Saxifragaceae,NA,NA,NA,NA,WD
Ribes mandshuricum,¶«±±²èË‘×Ó,NA,Saxifragaceae,5,6,7,10,WD
Ribes mandshuricum var. subglabrum,¹âÒ¶¶«±±²èË‘×Ó,NA,Saxifragaceae,NA,NA,NA,NA,WD
Ribes maximowiczianum,¼âÒ¶²èË‘×Ó,Ribes,Saxifragaceae,5,6,8,9,WD
Ribes pulchellum,ÃÀÀö²èË‘×Ó,Ribes,Saxifragaceae,5,6,8,9,WD
Ribes triste,°«²èË‘×Ó,NA,Saxifragaceae,5,6,6,8,WD
Rorippa globosa,·ç»¨²Ë,Rorippa,Brassicaceae,6,6,7,7,CB
Rorippa indica,ÊG²Ë,Rorippa,Brassicaceae,5,6,1,12,CB
Rorippa palustris,É¬ÉúÊG²Ë,NA,Brassicaceae,3,10,3,10,CB
Rorippa sylvestris,Å·ÑÇÊG²Ë,Rorippa,Brassicaceae,5,9,5,9,CB
Rosa acicularis,´ÌÇ¾Ş±,Rosa,Rosaceae,6,7,9,9,WD
Rosa baiyushanensis,°×ÓñÉ½Ç¾Ş±,NA,Rosaceae,6,6,9,9,WD
Rosa bella,ÃÀÇ¾Ş±,Rosa,Rosaceae,5,7,8,10,WD
Rosa chinensis,ÔÂ¼¾»¨,NA,Rosaceae,5,9,6,11,WD
Rosa chinensis var. semperflorens,×ÏÔÂ¼¾»¨,NA,Rosaceae,NA,NA,NA,NA,WD
Rosa davurica,É½´ÌÃµ,Rosa,Rosaceae,6,7,8,9,WD
Rosa davurica var. glabra,¹âÒ¶É½´ÌÃµ,NA,Rosaceae,NA,NA,NA,NA,WD
Rosa davurica var. setacea,¶à´ÌÉ½´ÌÃµ,NA,Rosaceae,NA,NA,NA,NA,WD
Rosa maximowicziana,É¡»¨Ç¾Ş±,NA,Rosaceae,6,6,9,10,WD
Rosa multiflora var. alboplena,°×ÓñÌÃ,NA,Rosaceae,NA,NA,NA,NA,WD
Rosa rugosa,Ãµ¹å,NA,Rosaceae,6,6,8,9,WD
Rosa xanthina,»Æ´ÌÃµ,NA,Rosaceae,5,6,7,8,WD
Rubia chinensis,ÖĞ¹úÜç²İ,Rubia,Rubiaceae,6,7,8,9,CB
Rubia chinensis var. glabrescens,ÎŞÃ«´óÕè²İ,NA,Rubiaceae,NA,NA,NA,NA,CB
Rubia cordifolia,Üç²İ,Rubia,Rubiaceae,6,8,8,9,CB
Rubia sylvatica,ÁÖÉúÜç²İ,NA,Rubiaceae,7,8,8,9,CB
Rubus crataegifolius,Å£µş¶Ç,NA,Rosaceae,6,6,8,9,WD
Rubus idaeus var. borealisinensis,»ª±±¸´Åè×Ó,NA,Rosaceae,NA,NA,NA,NA,WD
Rubus parvifolius,Ã©İ®,NA,Rosaceae,5,6,7,8,WD
Rubus sachalinensis,¿âÒ³Ğü¹³×Ó,NA,Rosaceae,6,7,8,9,WD
Rumex amurensis,ºÚÁú½­ËáÄ£,Rumex,Polygonaceae,6,7,6,7,CB
Rumex crispus,ÖåÒ¶ËáÄ£,NA,Polygonaceae,6,7,6,7,CB
Rumex dentatus,³İ¹ûËáÄ£,Rumex,Polygonaceae,5,6,6,7,CB
Rumex gmelinii,Ã«ÂöËáÄ£,Rumex,Polygonaceae,5,6,6,7,CB
Rumex maritimus,´ÌËáÄ£,Rumex,Polygonaceae,6,9,6,9,CB
Rumex patientia,°ÍÌìËáÄ£,Rumex,Polygonaceae,5,6,6,7,CB
Ruppia maritima,´¨ÂûÔå,NA,Potamogetonaceae,4,6,4,6,CB
Sagina maxima,¸ùÒ¶Æá¹Ã²İ,Sagina,Caryophyllaceae,6,8,7,9,CB
Sagina saginoides,ÎŞÃ«Æá¹Ã²İ,Sagina,Caryophyllaceae,5,7,7,8,CB
Sagittaria natans,¸¡Ò¶´È¹Ã,NA,Alismataceae,7,8,8,9,CB
Salicornia europaea,ÑÎ½Ç²İ,Salicornia,Chenopodiaceae,6,9,6,9,CB
Salix babylonica,´¹Áø,NA,Salicaceae,4,4,5,5,WD
Salix capitata,Ô²Í·Áø,NA,Salicaceae,4,4,6,6,WD
Salix caprea,»Æ»¨Áø,Salix,Salicaceae,4,5,5,6,WD
Salix caspica,ÓÍ²ñÁø,Salix,Salicaceae,4,5,6,6,WD
Salix chaenomeloides,ÏÙÁø,Salix,Salicaceae,4,4,5,5,WD
Salix characta,ÃÜ³İÁø,Salix,Salicaceae,5,5,6,7,WD
Salix cheilophila,ÎÚÁø,Salix,Salicaceae,4,5,5,5,WD
Salix dasyclados,Ã«Ö¦Áø,Salix,Salicaceae,4,4,5,5,WD
Salix donggouxianica,¶«¹µÁø,NA,Salicaceae,4,4,5,5,WD
Salix eriocarpa,³¤ÖùÁø,Salix,Salicaceae,5,5,6,6,WD
Salix floderusii,ÑÂÁø,Salix,Salicaceae,5,5,6,6,WD
Salix gordejevii,»ÆÁø,NA,Salicaceae,4,4,5,5,WD
Salix gracilior,Ï¸Ö¦Áø,Salix,Salicaceae,5,5,5,6,WD
Salix gracilistyla,Ï¸ÖùÁø,NA,Salicaceae,4,4,5,5,WD
Salix integra,è½Áø,NA,Salicaceae,5,5,6,6,WD
Salix kangensis,½­½çÁø,NA,Salicaceae,4,5,6,6,WD
Salix kangensis var. leiocarpa,¹â¹û½­½çÁø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix koreensis,³¯ÏÊÁø,NA,Salicaceae,5,5,6,6,WD
Salix koreensis var. brevistyla,¶ÌÖù³¯ÏÊÁø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix koriyanagi,¼âÒ¶×ÏÁø,Salix,Salicaceae,5,5,6,6,WD
Salix linearistipularis,¿ğÁø,Salix,Salicaceae,4,5,5,5,WD
Salix matsudana,ºµÁø,NA,Salicaceae,4,4,4,4,WD
Salix matsudana f. pendula,ÌĞÁø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix matsudana f. rubriflora,ºì»¨ÁúĞëÁø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix matsudana var. anshanensis,ºµ¿ìÁø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix matsudana var. pseudomatsudana,ºµ´¹Áø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix maximowiczii,´ó°×Áø,Salix,Salicaceae,5,6,6,7,WD
Salix microstachya,Ğ¡ËëÁø,Salix,Salicaceae,5,5,6,7,WD
Salix microstachya var. bordensis,Ğ¡ºìÁø,NA,Salicaceae,5,5,6,6,WD
Salix nipponica,ÈıÈïÁø,NA,Salicaceae,4,4,5,5,WD
Salix pentandra,ÎåÈïÁø,Salix,Salicaceae,6,6,8,9,WD
Salix pierotii,°×Æ¤Áø,Salix,Salicaceae,4,4,5,5,WD
Salix pseudolasiogyne,³¯ÏÊ´¹Áø,NA,Salicaceae,4,4,5,5,WD
Salix raddeana,´ó»ÆÁø,NA,Salicaceae,4,4,5,5,WD
Salix rorida,·ÛÖ¦Áø,Salix,Salicaceae,5,5,6,6,WD
Salix rorida var. roridiformis,Î±·ÛÖ¦Áø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix rotundifolia,Ô²Ò¶Áø,Salix,Salicaceae,6,7,7,8,WD
Salix sachalinensis,Áú½­Áø,NA,Salicaceae,5,5,6,6,WD
Salix schwerinii,İïÁø,NA,Salicaceae,4,5,5,6,WD
Salix sinica,ÖĞ¹ú»Æ»¨Áø,NA,Salicaceae,4,4,5,5,WD
Salix siuzevii,¾í±ßÁø,Salix,Salicaceae,5,5,5,5,WD
Salix skvortzovii,Ë¾ÊÏÁø,NA,Salicaceae,5,5,6,6,WD
Salix taishanensis var. hebeinica,ºÓ±±Áø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix taraikensis,¹ÈÁø,Salix,Salicaceae,4,4,5,6,WD
Salix taraikensis var. oblanceolata,µ¹ÅûÕë¹ÈÁø,NA,Salicaceae,NA,NA,NA,NA,WD
Salix viminalis var. angustifolia,Ï¸Ò¶İïÁø,NA,Salicaceae,4,4,5,5,WD
Salix wallichiana,ÔíÁø,Salix,Salicaceae,4,5,5,5,WD
Salix yanbianica,°×ºÓÁø,Salix,Salicaceae,4,4,6,6,WD
Salsola komarovii,ÎŞ³áÖíÃ«²Ë,Salsola,Chenopodiaceae,7,8,8,9,CB
Salvia miltiorrhiza,µ¤²Î,NA,Lamiaceae,5,7,7,8,CB
Salvia plebeia,ÀóÖ¦²İ,NA,Lamiaceae,4,5,6,7,CB
Sambucus sibirica,Î÷²®ÀûÑÇ½Ó¹ÇÄ¾,NA,Caprifoliaceae,NA,NA,7,8,WD
Sanguisorba officinalis,µØÓÜ,Sanguisorba,Rosaceae,6,8,8,9,CB
Sanguisorba officinalis var. carnea,·Û»¨µØÓÜ,NA,Rosaceae,NA,NA,NA,NA,CB
Sanguisorba officinalis var. longifolia,³¤Ò¶µØÓÜ,NA,Rosaceae,8,11,8,11,CB
Sanguisorba stipulata,´ó°×»¨µØÓÜ,Sanguisorba,Rosaceae,7,9,7,9,CB
Sanguisorba tenuifolia,Ï¸Ò¶µØÓÜ,Sanguisorba,Rosaceae,7,8,8,9,CB
Sanguisorba tenuifolia var. alba,Ğ¡°×»¨µØÓÜ,NA,Rosaceae,7,9,7,9,CB
Sanicula chinensis,±ä¶¹²Ë,Sanicula,Apiaceae,7,7,8,9,CB
Sanicula rubriflora,ºì»¨±ä¶¹²Ë,Sanicula,Apiaceae,5,6,6,7,CB
Saposhnikovia divaricata,·À·ç,NA,Apiaceae,8,9,9,10,CB
Saussurea amara,²İµØ·çÃ«¾Õ,Saussurea,Asteraceae,7,8,9,9,CB
Saussurea amurensis,Áú½­·çÃ«¾Õ,Saussurea,Asteraceae,8,9,8,9,CB
Saussurea chinnampoensis,¾©·çÃ«¾Õ,Saussurea,Asteraceae,7,9,7,9,CB
Saussurea grandifolia,´óÒ¶·çÃ«¾Õ,Saussurea,Asteraceae,8,9,8,9,CB
Saussurea japonica,·çÃ«¾Õ,NA,Asteraceae,8,9,9,10,CB
Saussurea manshurica,¶«±±·çÃ«¾Õ,Saussurea,Asteraceae,7,8,8,9,CB
Saussurea maximowiczii,ÓğÒ¶·çÃ«¾Õ,Saussurea,Asteraceae,8,10,8,10,CB
Saussurea mongolica,ÃÉ¹Å·çÃ«¾Õ,Saussurea,Asteraceae,7,10,7,10,CB
Saussurea nivea,Òø±³·çÃ«¾Õ,NA,Asteraceae,NA,NA,NA,NA,CB
Saussurea odontolepis,³İ°ú·çÃ«¾Õ,Saussurea,Asteraceae,8,9,9,10,CB
Saussurea pectinata,ó÷°ú·çÃ«¾Õ,Saussurea,Asteraceae,8,9,9,10,CB
Saussurea pulchella,ÃÀ»¨·çÃ«¾Õ,Saussurea,Asteraceae,8,9,9,10,CB
Saussurea recurvata,ÕÛ°ú·çÃ«¾Õ,Saussurea,Asteraceae,7,9,7,9,CB
Saussurea sclerolepis,¾í°ú·çÃ«¾Õ,Saussurea,Asteraceae,7,8,8,9,CB
Saussurea ussuriensis,ÎÚËÕÀï·çÃ«¾Õ,Saussurea,Asteraceae,7,9,7,9,CB
Saxifraga fortunei var. koraiensis,¾µÒ¶»¢¶ú²İ,NA,Saxifragaceae,NA,NA,NA,NA,CB
Saxifraga laciniata,³¤°×»¢¶ú²İ,Saxifraga,Saxifragaceae,7,8,7,8,CB
Scabiosa comosa,»ª±±À¶Åè»¨,Scabiosa,Dipsacaceae,7,8,9,9,CB
Schisandra chinensis,ÎåÎ¶×Ó,NA,Schisandraceae,5,5,8,9,WD
Schizachne purpurascens subsp. callosa,ÁÑïûÃ©,NA,Poaceae,6,7,6,7,CB
Schizopepon bryoniifolius,ÁÑ¹Ï,NA,Cucurbitaceae,6,11,6,11,CB
Schoenoplectus tabernaemontani,Ë®´Ğ,Schoenoplectus,Cyperaceae,6,9,6,9,CB
Schoenoplectus triqueter,ÈıÀâË®´Ğ,NA,Cyperaceae,6,10,6,10,CB
Scirpus karuizawensis,»ª¶«Ë‘²İ,NA,Cyperaceae,NA,NA,NA,NA,CB
Scirpus lushanensis,Â®É½Ë‘²İ,Scirpus,Cyperaceae,6,7,8,9,CB
Scirpus orientalis,¶«·½Ë‘²İ,NA,Cyperaceae,6,8,6,8,CB
Scirpus radicans,µ¥ËëË‘²İ,Scirpus,Cyperaceae,6,7,8,8,CB
Scolochloa festucacea,Ë®Ã©,Scolochloa,Poaceae,6,8,NA,NA,CB
Scorzonera albicaulis,»ª±±Ñ»´Ğ,Scorzonera,Asteraceae,5,7,6,9,CB
Scorzonera austriaca,Ñ»´Ğ,Scorzonera,Asteraceae,4,7,4,7,CB
Scorzonera ikonnikovii,Ã«¹ûÑ»´Ğ,NA,Asteraceae,NA,NA,NA,NA,CB
Scorzonera manshurica,¶«±±Ñ»´Ğ,Scorzonera,Asteraceae,5,6,4,5,CB
Scorzonera mongolica,ÃÉ¹ÅÑ»´Ğ,Scorzonera,Asteraceae,5,6,6,7,CB
Scorzonera radiata,Ã«¹£Ñ»´Ğ,Scorzonera,Asteraceae,5,7,5,7,CB
Scorzonera sinensis,ÌÒÒ¶Ñ»´Ğ,Scorzonera,Asteraceae,4,7,4,7,CB
Scrophularia buergeriana,±±Ğş²Î,NA,Scrophulariaceae,7,8,8,9,CB
Scrophularia kakudensis,µ¤¶«Ğş²Î,Scrophularia,Scrophulariaceae,7,8,9,10,CB
Scrophularia ningpoensis,Ğş²Î,NA,Scrophulariaceae,7,9,9,10,CB
Scutellaria baicalensis,»ÆÜË,NA,Lamiaceae,7,8,8,9,CB
Scutellaria dependens,ÏËÈõ»ÆÜË,NA,Lamiaceae,7,8,7,8,CB
Scutellaria moniliorrhiza,ÄîÖé¸ù¾¥»ÆÜË,NA,Lamiaceae,7,8,8,9,CB
Scutellaria pekinensis,¾©»ÆÜË,NA,Lamiaceae,6,7,7,8,CB
Scutellaria pekinensis var. ussuriensis,¾©»ÆÜËºÚÁú½­±äÖÖ,NA,Lamiaceae,NA,NA,NA,NA,CB
Scutellaria regeliana,ÏÁÒ¶»ÆÜË,NA,Lamiaceae,6,7,7,9,CB
Scutellaria scordifolia,²¢Í·»ÆÜË,NA,Lamiaceae,6,7,8,8,CB
Scutellaria scordifolia var. ammophila,²¢Í·»ÆÜËÏ²É³±äÖÖ,NA,Lamiaceae,NA,NA,NA,NA,CB
Scutellaria scordifolia var. wulingshanensis,²¢Í·»ÆÜËÎíÁéÉ½±äÖÖ,NA,Lamiaceae,NA,NA,NA,NA,CB
Scutellaria strigillosa,É³Ì²»ÆÜË,NA,Lamiaceae,7,7,8,8,CB
Sedum polytrichoides,Şº×´¾°Ìì,Sedum,Crassulaceae,7,8,8,9,CB
Sedum sarmentosum,´¹Åè²İ,NA,Crassulaceae,5,7,8,8,CB
Sedum stellariifolium,»ğÑæ²İ,NA,Crassulaceae,6,8,8,9,CB
Senecio ambraceus,çúçêÇ§Àï¹â,Senecio,Asteraceae,8,9,9,10,CB
Senecio argunensis,¶îÈ÷Ç§Àï¹â,Senecio,Asteraceae,8,9,9,10,CB
Senecio nemorensis,ÁÖÒñÇ§Àï¹â,Senecio,Asteraceae,6,12,NA,NA,CB
Senna nomame,¶¹²è¾öÃ÷,NA,Fabaceae,NA,NA,NA,NA,CB
Serratula centauroides,Âé»¨Í·,NA,Asteraceae,NA,NA,NA,NA,CB
Serratula coronata,Î±Äàºú²Ë,Serratula,Asteraceae,8,9,9,10,CB
Serratula cupuliformis,ÖÓ°úÂé»¨Í·,NA,Asteraceae,NA,NA,NA,NA,CB
Serratula marginata,±¡Ò¶Âé»¨Í·,Serratula,Asteraceae,6,6,NA,NA,CB
Serratula polycephala,¶à»¨Âé»¨Í·,Serratula,Asteraceae,7,9,7,9,CB
Setaria arenaria,¶ÏËë¹·Î²²İ,NA,Poaceae,7,9,7,9,CB
Setaria faberi,´ó¹·Î²²İ,NA,Poaceae,7,10,7,10,CB
Setaria viridis,¹·Î²²İ,Setaria,Poaceae,6,11,6,11,CB
Siegesbeckia glabrescens,Ã«¹£Øgİ²,Siegesbeckia,Asteraceae,4,9,6,11,CB
Siegesbeckia pubescens,ÏÙ¹£Øgİ²,Siegesbeckia,Asteraceae,6,8,8,10,CB
Silene aprica,Å®Â¦²Ë,Silene,Caryophyllaceae,5,6,6,7,CB
Silene baccifera,¹·ÅÌÂû,Silene,Caryophyllaceae,6,8,7,10,CB
Silene firma,ÊèÃ«Å®Â¦²Ë,Silene,Caryophyllaceae,6,7,8,9,CB
Silene foliosa,Ê¯·ìÓ¬×Ó²İ,Silene,Caryophyllaceae,7,9,9,10,CB
Silene jenisseensis,É½ÂìòÆ²İ,Silene,Caryophyllaceae,7,9,8,9,CB
Silene latifolia subsp. alba,°×»¨Ó¬×Ó²İ,NA,Caryophyllaceae,NA,NA,NA,NA,CB
Silene macrostyla,³¤ÖùÓ¬×Ó²İ,Silene,Caryophyllaceae,7,8,8,9,CB
Silene repens,Âû¾¥Ó¬×Ó²İ,Silene,Caryophyllaceae,6,9,7,9,CB
Silene seoulensis var. angustata,ÏÁÒ¶ºº³ÇÓ¬×Ó²İ,NA,Caryophyllaceae,NA,NA,NA,NA,CB
Silene tatarinowii,Ê¯ÉúÓ¬×Ó²İ,Silene,Caryophyllaceae,8,9,9,10,CB
Sinosenecio koreanus,³¯ÏÊÆÑ¶ù¸ù,Sinosenecio,Asteraceae,6,6,NA,NA,CB
Siphonostegia chinensis,ÒõĞĞ²İ,NA,Scrophulariaceae,7,8,8,9,CB
Sisymbrium altissimum,´óËâ½æ,Sisymbrium,Brassicaceae,4,5,5,8,CB
Sisymbrium heteromallum,´¹¹û´óËâ½æ,NA,Brassicaceae,5,6,6,7,CB
Sisymbrium luteum,È«Ò¶´óËâ½æ,Sisymbrium,Brassicaceae,7,9,7,8,CB
Sisymbrium officinale,×ê¹û´óËâ½æ,Sisymbrium,Brassicaceae,5,6,4,9,CB
Sium suave,ÔóÇÛ,Sium,Apiaceae,7,8,9,10,CB
Smilax china,İÃİÖ,NA,Liliaceae,5,5,9,10,WD
Smilax nipponica,°×±³Å£Î²²Ë,Smilax,Liliaceae,5,5,8,9,CB
Smilax riparia,Å£Î²²Ë,Smilax,Liliaceae,5,6,8,9,CB
Smilax sieboldii,»ª¶«İÃİÖ,Smilax,Liliaceae,5,6,9,10,WD
Solanum kitagawae,¹â°×Ó¢,NA,Solanaceae,6,8,8,10,WD
Solanum septemlobum,Çàè½,NA,Solanaceae,6,7,8,9,CB
Solidago pacifica,¶Û°úÒ»Ö¦»Æ»¨,NA,Asteraceae,NA,NA,NA,NA,CB
Solidago virgaurea var. dahurica,Ã«¹ûÒ»Ö¦»Æ»¨¹ÑÃ«±äÖÖ,NA,Asteraceae,8,9,9,10,CB
Sophora flavescens,¿à²Î,Sophora,Fabaceae,6,8,8,9,CB
Sorbaria sorbifolia,ÕäÖéÃ·,NA,Rosaceae,7,9,9,10,WD
Sorbaria sorbifolia var. stellipila,ĞÇÃ«ÕäÖéÃ·,NA,Rosaceae,NA,NA,NA,NA,WD
Sorbus alnifolia,Ë®ÓÜ»¨é±,NA,Rosaceae,5,5,8,9,WD
Sorbus alnifolia var. lobulata,ÁÑÒ¶Ë®ÓÜ»¨é±,NA,Rosaceae,NA,NA,NA,NA,WD
Sorbus pohuashanensis,»¨é±Ê÷,Sorbus,Rosaceae,6,6,9,10,WD
Sorghum bicolor,¸ßÁ»,NA,Poaceae,NA,NA,NA,NA,CB
Sparganium stenophyllum,ÏÁÒ¶ºÚÈıÀâ,NA,Sparganiaceae,7,7,8,8,CB
Sparganium stoloniferum,ºÚÈıÀâ,NA,Sparganiaceae,7,7,8,9,CB
Speranskia tuberculata,µØ¹¹Ò¶,Speranskia,Euphorbiaceae,6,6,6,7,CB
Spergularia marina,ÄâÆá¹Ã,Spergularia,Caryophyllaceae,5,7,6,9,CB
Sphaerophysa salsula,¿àÂí¶¹,Sphaerophysa,Fabaceae,6,7,7,8,CB
Sphallerocarpus gracilis,ÃÔ¹ûÇÛ,Sphallerocarpus,Apiaceae,7,8,8,9,CB
Spiraea blumei,ĞåÇòĞåÏß¾Õ,NA,Rosaceae,4,6,8,10,WD
Spiraea chamaedryfolia,Ê¯²ÏÒ¶ĞåÏß¾Õ,Spiraea,Rosaceae,5,6,7,9,WD
Spiraea dahurica,Õ­Ò¶ĞåÏß¾Õ,Spiraea,Rosaceae,6,6,7,8,WD
Spiraea dasyantha,Ã«»¨ĞåÏß¾Õ,Spiraea,Rosaceae,5,6,7,8,WD
Spiraea elegans,ÃÀÀöĞåÏß¾Õ,Spiraea,Rosaceae,6,6,8,8,WD
Spiraea flexuosa,ÇúİàĞåÏß¾Õ,NA,Rosaceae,5,6,8,9,WD
Spiraea fritschiana,»ª±±ĞåÏß¾Õ,NA,Rosaceae,6,6,7,8,WD
Spiraea fritschiana var. angulata,´óÒ¶»ª±±ĞåÏß¾Õ,NA,Rosaceae,NA,NA,NA,NA,WD
Spiraea fritschiana var. parvifolia,Ğ¡Ò¶»ª±±ĞåÏß¾Õ,NA,Rosaceae,NA,NA,NA,NA,WD
Spiraea japonica,ĞåÏß¾Õ,NA,Rosaceae,6,7,8,9,WD
Spiraea media,Å·ÑÇĞåÏß¾Õ,Spiraea,Rosaceae,5,6,6,8,WD
Spiraea nishimurae,½ğÖİĞåÏß¾Õ,NA,Rosaceae,5,6,8,8,WD
Spiraea pubescens,ÍÁ×¯ĞåÏß¾Õ,Spiraea,Rosaceae,5,6,7,8,WD
Spiraea salicifolia,ĞåÏß¾Õ,NA,Rosaceae,6,8,8,9,WD
Spiraea sericea,¾îÃ«ĞåÏß¾Õ,Spiraea,Rosaceae,6,6,8,9,WD
