scientific name,Chinese name,family name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Elaeocarpus japonicus,ÈÕ±¾¶ÅÓ¢,Elaeocarpaceae,6,8,NA,NA,WD
Elaeocarpus limitaneus,»ÒÃ«¶ÅÓ¢,Elaeocarpaceae,6,6,NA,NA,WD
Elaeocarpus nitentifolius,¾îÃ«¶ÅÓ¢,Elaeocarpaceae,4,5,NA,NA,WD
Elaeocarpus petiolatus,³¤±ú¶ÅÓ¢,Elaeocarpaceae,8,9,NA,NA,WD
Elaeocarpus poilanei,µáÔ½¶ÅÓ¢,Elaeocarpaceae,5,6,NA,NA,WD
Elaeocarpus rugosus,Ã«¹û¶ÅÓ¢,Elaeocarpaceae,NA,NA,NA,NA,WD
Elaeocarpus sylvestris,É½¶ÅÓ¢,Elaeocarpaceae,4,5,NA,NA,WD
Elatostema acuminatum,½¥¼âÂ¥Ìİ²İ,Urticaceae,12,5,NA,NA,WD
Elatostema ficoides,ÀæĞòÂ¥Ìİ²İ,Urticaceae,3,4,NA,NA,CB
Elatostema integrifolium,È«ÔµÂ¥Ìİ²İ,Urticaceae,3,5,NA,NA,CB
Elatostema laevissimum,¹âÒ¶Â¥Ìİ²İ,Urticaceae,9,5,NA,NA,WD
Elatostema lineolatum,ÏÁÒ¶Â¥Ìİ²İ,Urticaceae,1,5,NA,NA,WD
Elatostema nasutum,ÍĞÒ¶Â¥Ìİ²İ,Urticaceae,7,10,NA,NA,CB
Elatostema parvum,Ğ¡Ò¶Â¥Ìİ²İ,Urticaceae,6,8,NA,NA,CB
Elatostema platyphyllum,¿íÒ¶Â¥Ìİ²İ,Urticaceae,3,4,NA,NA,CB
Eleocharis acutangula,ÈñÀâİ©Üù,Cyperaceae,6,9,6,9,CB
Eleocharis atropurpurea,×Ï¹ûİş,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis dulcis,İ©Üù,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis equisetina,Ä¾Ôô×´İ©Üù,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis geniculata,ºÚ×Ñİ©Üù,Cyperaceae,1,4,1,4,CB
Eleocharis ochrostachys,¼ÙÂíÌã,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis pellucida var. japonica,µ¾Ìïİ©Üù,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis plantagineiformis,Ò°İ©Üù,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis retroflexa,±´¿ÇÒ¶İ©Üù,Cyperaceae,11,11,11,11,CB
Eleocharis spiralis,ÂİĞıÁÛİ©Üù,Cyperaceae,NA,NA,NA,NA,CB
Eleocharis tetraquetra,ÁúÊ¦²İ,Cyperaceae,NA,NA,NA,NA,CB
Elettariopsis monophylla,µ¥Ò¶Äâ¶¹Ş¢,Zingiberaceae,NA,NA,NA,NA,CB
Eleusine coracana,·_,Poaceae,5,9,5,9,CB
Eleusine indica,Å£½î²İ,Poaceae,6,10,6,10,CB
Eleutherococcus trifoliatus,¸ÕÃ«°×º{,Araliaceae,8,11,9,12,WD
Ellipanthus glabrifolius,µ¥Ò¶¶¹,Connaraceae,3,5,7,11,WD
Elsholtzia argyi,×Ï»¨ÏãŞ¸,Lamiaceae,9,11,9,11,CB
Elytrophorus spicatus,×Ü°ú²İ,Poaceae,5,12,5,12,CB
Embelia laeta,ËáÌÙ×Ó,Myrsinaceae,12,1,12,4,WD
Embelia parviflora,µ±¹éÌÙ,Myrsinaceae,12,3,9,11,WD
Embelia ribes,°×»¨ËáÌÙ×Ó,Myrsinaceae,4,5,6,7,WD
Embelia scandens,ÁöÆ¤¿×ËáÌÙ×Ó,Myrsinaceae,11,12,6,11,WD
Embelia undulata,Æ½Ò¶ËáÌÙ×Ó,Myrsinaceae,4,6,9,11,WD
Embelia vestita,ÃÜ³İËáÌÙ×Ó,Myrsinaceae,10,11,10,2,WD
Emilia sonchifolia,Ò»µãºì,Asteraceae,1,12,NA,NA,CB
Endiandra hainanensis,ÍÁéª,Lauraceae,6,6,9,9,WD
Endospermum chinense,»ÆÍ©,Euphorbiaceae,5,7,5,7,WD
Engelhardtia roxburghiana,»Æè½,Juglandaceae,5,6,8,9,WD
Engelhardtia spicata,ÔÆÄÏ»Æè½,Juglandaceae,11,11,1,2,WD
Engelhardtia spicata var. colebrookeana,Ã«Ò¶»Æè½,Juglandaceae,NA,NA,NA,NA,WD
Enkianthus quinqueflorus,µõÖÓ»¨,Ericaceae,3,5,5,7,WD
Entada phaseoloides,˜}ÌÙ×Ó,Fabaceae,3,6,8,11,WD
Entada pursaetha,Ñ¼ëìÌÙ,Fabaceae,NA,NA,NA,NA,WD
Entada pursaetha subsp. sinohimalensis,ÔÆÄÏ˜}ÌÙ×Ó,Fabaceae,NA,NA,NA,NA,WD
Entada rheedei,¹ı½­Áú,Fabaceae,NA,NA,NA,NA,WD
Enteropogon dolichostachyus,³¦Ğë²İ,Poaceae,8,10,8,10,CB
Enydra fluctuans,ÕÓ¾Õ,Asteraceae,11,4,NA,NA,CB
Epaltes australis,Çò¾Õ,Asteraceae,3,6,NA,NA,CB
Epaltes divaricata,³á±úÇò¾Õ,Asteraceae,12,2,NA,NA,CB
Epigeneium clemensiae,ºñ´½À¼,Orchidaceae,10,11,NA,NA,CB
Epipogium roseum,»¢ÉàÀ¼,Orchidaceae,4,6,4,6,CB
Epipremnum pinnatum,÷è÷ëÒ¶,Araceae,4,5,NA,NA,WD
Epiprinus siletianus,·çÂÖÍ©,Euphorbiaceae,2,6,NA,NA,WD
Epirixanthes elongata,¼ÄÉúÁÛÒ¶²İ,Polygalaceae,7,10,7,10,CB
Eragrostis alta,¸ß»­Ã¼²İ,Poaceae,NA,NA,NA,NA,CB
Eragrostis atrovirens,Êó¸¾²İ,Poaceae,NA,NA,NA,NA,CB
Eragrostis brownii,³¤»­Ã¼²İ,Poaceae,NA,NA,NA,NA,CB
Eragrostis cilianensis,´ó»­Ã¼²İ,Poaceae,7,10,7,10,CB
Eragrostis ciliaris,Ã«»­Ã¼²İ,Poaceae,NA,NA,NA,NA,CB
Eragrostis ciliata,ÏËÃ«»­Ã¼²İ,Poaceae,NA,NA,12,2,CB
Eragrostis cumingii,ÖéÑ¿»­Ã¼²İ,Poaceae,7,9,7,9,CB
Eragrostis cylindrica,¶ÌËë»­Ã¼²İ,Poaceae,4,10,4,10,CB
Eragrostis elongata,Ë«Ò©»­Ã¼²İ,Poaceae,NA,NA,NA,NA,CB
Eragrostis hainanensis,º£ÄÏ»­Ã¼²İ,Poaceae,NA,NA,9,11,CB
Eragrostis nevinii,»ªÄÏ»­Ã¼²İ,Poaceae,4,10,4,10,CB
Eragrostis nutans,Ï¸Ò¶»­Ã¼²İ,Poaceae,5,5,NA,NA,CB
Eragrostis perennans,ËŞ¸ù»­Ã¼²İ,Poaceae,6,11,6,11,CB
Eragrostis perlaxa,ÊèËë»­Ã¼²İ,Poaceae,NA,NA,8,8,CB
Eragrostis pilosa,»­Ã¼²İ,Poaceae,8,11,8,11,CB
Eragrostis pilosissima,¶àÃ«Öª·ç²İ,Poaceae,8,8,8,8,CB
Eragrostis rufinerva,Ï¸Âö»­Ã¼²İ,Poaceae,NA,NA,12,2,CB
Eragrostis tenella,öêÓã²İ,Poaceae,4,8,4,8,CB
Eragrostis unioloides,Å£Ê­²İ,Poaceae,8,10,8,10,CB
Erechtites valerianaefolia,°Ü½´Ò¶¾ÕÇÛ,Asteraceae,NA,NA,NA,NA,CB
Eremochloa ciliaris,òÚò¼²İ,Poaceae,6,11,6,11,CB
Eremochloa ophiuroides,¼Ù¼ó²İ,Poaceae,6,11,6,11,CB
Eria corneri,°ëÖùÃ«À¼,Orchidaceae,8,9,10,12,CB
Eria coronaria,×ã¾¥Ã«À¼,Orchidaceae,12,2,NA,NA,CB
Eria gagnepainii,Ïã¸ÛÃ«À¼,Orchidaceae,2,4,NA,NA,CB
Eria lasiopetala,°×ÃàÃ«À¼,Orchidaceae,1,4,8,8,CB
Eria microphylla,Ğ¡Ò¶Ã«À¼,Orchidaceae,4,6,11,11,CB
Eria obvia,³¤°úÃ«À¼,Orchidaceae,4,5,9,10,CB
Eria pannea,Ö¸Ò¶Ã«À¼,Orchidaceae,4,5,NA,NA,CB
Eria quinquelamellosa,Îå¼¹Ã«À¼,Orchidaceae,NA,NA,NA,NA,CB
Eria rhomboidalis,Áâ´½Ã«À¼,Orchidaceae,4,5,NA,NA,CB
Eria rosea,Ãµ¹åÃ«À¼,Orchidaceae,1,2,3,4,CB
Eria sinica,Ğ¡Ã«À¼,Orchidaceae,10,11,NA,NA,CB
Eria thao,Ê¯¶¹Ã«À¼,Orchidaceae,8,10,12,2,CB
Eria tomentosa,»ÆÈŞÃ«À¼,Orchidaceae,4,5,8,9,CB
Eriachne pallescens,ğÑğ³²İ,Poaceae,5,10,5,10,CB
Eriobotrya deflexa,Ì¨ÍåèÁèË,Rosaceae,5,6,6,8,WD
Eriobotrya japonica,èÁèË,Rosaceae,10,12,5,6,WD
Eriocaulon angustulum,ÏÁÒ¶¹È¾«²İ,Eriocaulaceae,8,12,8,12,CB
Eriocaulon australe,Ã«¹È¾«²İ,Eriocaulaceae,6,11,6,11,CB
Eriocaulon buergerianum,¹È¾«²İ,Eriocaulaceae,7,12,7,12,CB
Eriocaulon cinereum,°×Ò©¹È¾«²İ,Eriocaulaceae,6,8,9,10,CB
Eriocaulon luzulifolium,Ğ¡¹È¾«²İ,Eriocaulaceae,NA,NA,NA,NA,CB
Eriocaulon nantoense,ÄÏÍ¶¹È¾«²İ,Eriocaulaceae,9,11,9,11,CB
Eriocaulon nepalense,Äá²´¶û¹È¾«²İ,Eriocaulaceae,NA,NA,NA,NA,CB
Eriocaulon sclerophyllum,Ó²Ò¶¹È¾«²İ,Eriocaulaceae,NA,NA,NA,NA,CB
Eriocaulon setaceum,Ë¿Ò¶¹È¾«²İ,Eriocaulaceae,8,10,8,10,CB
Eriocaulon sexangulare,»ªÄÏ¹È¾«²İ,Eriocaulaceae,6,2,6,2,CB
Eriocaulon truncatum,·ÆÂÉ±ö¹È¾«²İ,Eriocaulaceae,NA,NA,NA,NA,CB
Eriocaulon zollingerianum,³á¹È¾«²İ,Eriocaulaceae,NA,NA,NA,NA,CB
Eriochloa procera,¸ßÒ°Êò,Poaceae,NA,NA,NA,NA,CB
Eriosema chinense,¼¦Í·Êí,Fabaceae,5,5,NA,NA,CB
Erismanthus sinensis,Öá»¨Ä¾,Euphorbiaceae,1,12,1,12,WD
Erycibe elliptilimba,¾ÅÀ´Áú,Convolvulaceae,8,10,1,4,WD
Erycibe hainanensis,Ã«Ò¶¶¡¹«ÌÙ,Convolvulaceae,5,8,10,12,WD
Erycibe myriantha,¶à»¨¶¡¹«ÌÙ,Convolvulaceae,7,12,3,4,WD
Erycibe obtusifolia,¶¡¹«ÌÙ,Convolvulaceae,NA,NA,NA,NA,WD
Erycibe oligantha,Êè»¨¶¡¹«ÌÙ,Convolvulaceae,4,7,NA,NA,WD
Erycibe schmidtii,¹âÒ¶¶¡¹«ÌÙ,Convolvulaceae,NA,NA,NA,NA,WD
Erythrina arborescens,ğĞ¸ç»¨,Fabaceae,NA,NA,NA,NA,WD
Erythropalum scandens,³à²ÔÌÙ,Olacaceae,4,5,5,7,WD
Erythrophleum fordii,¸ñÄ¾,Fabaceae,5,6,8,10,WD
Erythrorchis altissima,µ¹µõÀ¼,Orchidaceae,4,5,8,8,CB
Erythroxylum sinense,¶«·½¹Å¿Â,Erythroxylaceae,5,6,5,11,WD
Eschenbachia leucantha,Õ³Ã«°×¾Æ²İ,Asteraceae,9,12,NA,NA,CB
Esmeralda clarkei,»¨Ö©ÖëÀ¼,Orchidaceae,10,10,11,12,CB
Etlingera littoralis,ºìÜîÉ°,Zingiberaceae,4,5,NA,NA,CB
Eulalia phaeothrix,×ØÃ©,Poaceae,8,11,8,11,CB
Eulalia speciosa,½ğÃ©,Poaceae,8,11,8,11,CB
Eulophia bicallosa,Ì¨ÍåÃÀ¹ÚÀ¼,Orchidaceae,6,6,NA,NA,CB
Eulophia dabia,³¤¾àÃÀ¹ÚÀ¼,Orchidaceae,4,5,5,6,CB
Eulophia graminea,ÃÀ¹ÚÀ¼,Orchidaceae,4,5,5,6,CB
Eulophia spectabilis,×Ï»¨ÃÀ¹ÚÀ¼,Orchidaceae,4,6,NA,NA,CB
Euonymus fortunei,·ö·¼ÌÙ,Celastraceae,6,6,10,10,WD
Euonymus gibber,Á÷ËÕÎÀÃ¬,Celastraceae,3,3,6,8,WD
Euonymus gracillimus,ÏËÏ¸ÎÀÃ¬,Celastraceae,NA,NA,11,11,WD
Euonymus hainanensis,º£ÄÏÎÀÃ¬,Celastraceae,6,6,10,12,WD
Euonymus laxiflorus,Êè»¨ÎÀÃ¬,Celastraceae,3,6,7,11,WD
Euonymus nitidus,ÖĞ»ªÎÀÃ¬,Celastraceae,3,5,6,10,WD
Euonymus potingensis,±£Í¤ÎÀÃ¬,Celastraceae,NA,NA,NA,NA,WD
Euonymus tsoi,³¤Ò¶ÎÀÃ¬,Celastraceae,NA,NA,NA,NA,WD
Eupatorium fortunei,ÅåÀ¼,Asteraceae,7,11,7,11,CB
Eupatorium japonicum,°×Í·ÆÅ,Asteraceae,6,11,6,11,CB
Eupatorium lindleyanum,ÁÖÔóÀ¼,Asteraceae,5,12,5,12,CB
Euphorbia atoto,º£±õ´óêª,Euphorbiaceae,6,11,6,11,CB
Euphorbia bifida,Ï¸³İ´óêª,Euphorbiaceae,4,10,4,10,CB
Euphorbia cyathophora,ĞÉĞÉ²İ,Euphorbiaceae,5,11,5,11,CB
Euphorbia hainanensis,º£ÄÏ´óêª,Euphorbiaceae,6,6,6,6,WD
Euphorbia thymifolia,Ç§¸ù²İ,Euphorbiaceae,6,11,6,11,CB
Eurya ciliata,»ªÄÏÃ«èÚ,Theaceae,10,11,4,5,WD
Eurya cuneata,Ğ¨Ò¶èÚ,Theaceae,11,12,6,7,WD
Eurya cuneata,Ğ¨Ò¶èÚ,Theaceae,11,12,7,8,WD
Eurya cuneata var. glabra,¹âÖ¦Ğ¨Ò¶èÚ,Theaceae,NA,NA,NA,NA,WD
Eurya groffii,¸ÚèÚ,Theaceae,11,12,7,8,WD
Eurya hainanensis,º£ÄÏèÚ,Theaceae,11,12,7,8,WD
Eurya loquaiana,Ï¸Ö¦èÚ,Theaceae,11,12,5,6,WD
Eurya macartneyi,ºÚèÚ,Theaceae,11,12,9,10,WD
Eurya ovatifolia,ÂÑÒ¶èÚ,Theaceae,11,12,6,7,WD
Eurya patentipila,³¤Ã«èÚ,Theaceae,10,12,6,7,WD
Eurya pentagyna,ÎåÖùèÚ,Theaceae,11,12,7,8,WD
Eurya stenophylla,Õ­Ò¶èÚ,Theaceae,10,12,7,8,WD
Eurya trichocarpa,Ã«¹ûèÚ,Theaceae,10,11,7,8,WD
Euryale ferox,ÜÍÊµ,Nymphaeaceae,7,8,8,9,CB
Euryodendron excelsum,ÖíÑªÄ¾,Theaceae,5,8,10,11,WD
Euscaphis japonica,Ò°Ñ»´»,Staphyleaceae,5,6,8,9,WD
Eustachys tenera,ÕæËë²İ,Poaceae,NA,NA,NA,NA,CB
Eustigma oblongifolium,ĞãÖù»¨,Hamamelidaceae,3,4,11,12,WD
Evodia lepta,Èıèâ¿à,Rutaceae,4,6,7,10,WD
Evolvulus alsinoides,ÍÁ¶¡¹ğ,Convolvulaceae,5,9,NA,NA,CB
Evolvulus alsinoides var. decumbens,ÒøË¿²İ,Convolvulaceae,NA,NA,NA,NA,CB
Exbucklandia populnea,ÂíÌãºÉ,Hamamelidaceae,NA,NA,NA,NA,WD
Exbucklandia tonkinensis,´ó¹ûÂíÌãºÉ,Hamamelidaceae,1,12,1,12,WD
Excentrodendron tonkinense,ò¹Ä¾,Tiliaceae,NA,NA,NA,NA,WD
Excoecaria agallocha,º£Æá,Euphorbiaceae,1,9,1,9,WD
Excoecaria cochinchinensis var. viridis,ÂÌ±³¹ğ»¨,Euphorbiaceae,4,5,NA,NA,WD
Fagerlindia depauperata,¶à´ÌÉ½»ÆÆ¤,Rubiaceae,4,4,5,1,WD
Fagerlindia scandens,Å¨×ÓÜÔÀò,Rubiaceae,3,5,5,12,WD
Fagraea ceilanica,»ÒÀò,Loganiaceae,4,8,7,3,WD
Fargesia hainanensis,º£ÄÏ¼ıÖñ,Poaceae,7,8,8,8,WD
Fatoua villosa,Ë®ÉßÂé,Moraceae,5,9,NA,NA,CB
Fibraurea recisa,ÌìÏÉÌÙ,Menispermaceae,NA,NA,NA,NA,WD
Ficus abelii,Ê¯éÅÊ÷,Moraceae,5,7,NA,NA,WD
Ficus altissima,¸ßÉ½éÅ,Moraceae,3,4,5,7,WD
Ficus auriculata,´ó¹ûéÅ,Moraceae,8,3,5,8,WD
Ficus benjamina,´¹Ò¶éÅ,Moraceae,8,11,NA,NA,WD
Ficus concinna,ÑÅéÅ,Moraceae,3,6,3,6,WD
Ficus dinganensis,¶¨°²éÅ,Moraceae,4,8,4,8,WD
Ficus drupacea,Õí¹ûéÅ,Moraceae,6,7,NA,NA,WD
Ficus elastica,Ó¡¶ÈéÅ,Moraceae,12,2,NA,NA,WD
Ficus esquiroliana,»ÆÃ«éÅ,Moraceae,5,7,7,7,WD
Ficus fistulosa,Ë®Í¬Ä¾,Moraceae,6,7,NA,NA,WD
Ficus formosana,Ì¨ÍåéÅ,Moraceae,4,7,NA,NA,WD
Ficus formosana,Ì¨ÍåéÅ,Moraceae,4,7,NA,NA,WD
Ficus fulva,½ğÃ«éÅ,Moraceae,NA,NA,NA,NA,WD
Ficus geniculata,ÇúÖ¦éÅ,Moraceae,4,5,6,7,WD
Ficus glaberrima,´óÒ¶Ë®éÅ,Moraceae,5,9,5,9,WD
Ficus hederacea,ÌÙéÅ,Moraceae,5,7,NA,NA,WD
Ficus heteromorpha,ÒìÒ¶éÅ,Moraceae,4,5,5,7,WD
Ficus heterophylla,É½éÅ,Moraceae,7,11,NA,NA,WD
Ficus heteropleura,Î²Ò¶éÅ,Moraceae,1,8,NA,NA,WD
Ficus hirta,´ÖÒ¶éÅ,Moraceae,NA,NA,NA,NA,WD
Ficus hispida,¶ÔÒ¶éÅ,Moraceae,6,7,6,7,WD
Ficus langkokensis,ÇàÌÙ¹«,Moraceae,NA,NA,NA,NA,WD
Ficus microcarpa,éÅÊ÷,Moraceae,5,6,NA,NA,WD
Ficus nervosa,¾Å¶¡éÅ,Moraceae,1,8,NA,NA,WD
Ficus oligodon,Æ»¹ûéÅ,Moraceae,9,4,5,6,WD
Ficus pandurata,ÇÙÒ¶éÅ,Moraceae,6,7,NA,NA,WD
Ficus pubigera,ºÖÒ¶éÅ,Moraceae,10,12,NA,NA,WD
Ficus pumila,ŞµÜÂ,Moraceae,5,8,5,8,WD
Ficus pyriformis,´¬ÀæéÅ,Moraceae,11,4,NA,NA,WD
Ficus sagittata,ÑòÈééÅ,Moraceae,12,3,NA,NA,WD
Ficus sarmentosa,ÆÏ¾¥éÅ,Moraceae,5,7,NA,NA,WD
Ficus sarmentosa var. impressa,ÅÀÌÙéÅ,Moraceae,4,5,6,7,WD
Ficus simplicissima,¼«¼òéÅ,Moraceae,4,8,4,8,WD
Ficus stenophylla,ÖñÒ¶éÅ,Moraceae,5,7,5,7,WD
Ficus stricta,¾¢Ö±éÅ,Moraceae,5,8,5,8,WD
Ficus subpisocarpa,±Ê¹ÜéÅ,Moraceae,4,6,NA,NA,WD
Ficus subulata,¼ÙĞ±Ò¶éÅ,Moraceae,NA,NA,5,8,WD
Ficus tinctoria,Ğ±Ò¶éÅ,Moraceae,12,6,12,6,WD
Ficus tinctoria subsp. gibbosa,Ğ±Ò¶éÅ,Moraceae,6,7,6,7,WD
Ficus tuphapensis,Æ½ÌÁéÅ,Moraceae,3,4,5,5,WD
Ficus variegata,ÔÓÉ«éÅ,Moraceae,12,2,NA,NA,WD
Ficus variolosa,±äÒ¶éÅ,Moraceae,6,7,NA,NA,WD
Ficus vasculosa,°×ÈâéÅ,Moraceae,5,7,5,7,WD
Ficus virens,»Æ¸ğÊ÷,Moraceae,5,8,NA,NA,WD
Fimbristylis acuminata,ÅûÕëËëÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis aestivalis,ÏÄÆ®·÷²İ,Cyperaceae,5,8,NA,NA,CB
Fimbristylis aphylla,ÎŞÒ¶Æ®·÷²İ,Cyperaceae,9,10,9,10,CB
Fimbristylis chingmaiensis,³ÎÂõÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis cinnamometorum,ÏÙÁÛÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis complanata,±âÇÊÆ®·÷²İ,Cyperaceae,7,10,7,10,CB
Fimbristylis cymosa,ºÚ¹ûÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis dichotoma,Á½ÆçÆ®·÷²İ,Cyperaceae,7,10,7,10,CB
Fimbristylis dichotoma f. annua,ÏßÒ¶Á½ÆçÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis dipsacea,ÆğÈŞÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis dura,Àà±âÇÊÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis eragrostis,Öª·çÆ®·÷²İ,Cyperaceae,6,9,6,9,CB
Fimbristylis ferrugineae,ĞâÁÛÆ®·÷²İ,Cyperaceae,6,8,6,8,CB
Fimbristylis fusca,°µºÖÆ®·÷²İ,Cyperaceae,6,9,6,9,CB
Fimbristylis globulosa,ÇòËëÆ®·÷²İ,Cyperaceae,8,10,8,10,CB
Fimbristylis insignis,Ó²ËëÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis longistipitata,³¤±ú¹ûÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis miliacea,Ë®Ê­²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis nigrobrunnea,ºÖÁÛÆ®·÷²İ,Cyperaceae,4,7,4,7,CB
Fimbristylis nutans,´¹ËëÆ®·÷²İ,Cyperaceae,7,8,7,8,CB
Fimbristylis ovata,¶ÀËëÆ®·÷²İ,Cyperaceae,6,9,6,9,CB
Fimbristylis pauciflora,º£ÄÏÆ®·÷²İ,Cyperaceae,8,9,8,9,CB
Fimbristylis polytrichoides,Ï¸Ò¶Æ®·÷²İ,Cyperaceae,3,9,3,9,CB
Fimbristylis quinquangularis,Îå¶ ¸ÑÆ®·÷²İ,Cyperaceae,8,10,8,10,CB
Fimbristylis schoenoides,ÉÙËëÆ®·÷²İ,Cyperaceae,8,9,10,11,CB
Fimbristylis sericea,¾îÃ«Æ®·÷²İ,Cyperaceae,8,10,8,10,CB
Fimbristylis spathacea,·ğÑæ°úÆ®·÷²İ,Cyperaceae,7,10,7,10,CB
Fimbristylis squarrosa,ÆèÅÏÆ®·÷²İ,Cyperaceae,9,9,NA,NA,CB
Fimbristylis squarrosa var. esquarrosa,¶Ì¼âÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis subbispicata,Ë«ËëÆ®·÷²İ,Cyperaceae,6,8,9,10,CB
Fimbristylis tetragona,ËÄ¶ Æ®·÷²İ,Cyperaceae,9,10,9,10,CB
Fimbristylis thomsonii,Î÷ÄÏÆ®·÷²İ,Cyperaceae,5,6,5,6,CB
Fimbristylis tomentosa,ÈŞÃ«Æ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis tristachya,ÈıËëÆ®·÷²İ,Cyperaceae,NA,NA,NA,NA,CB
Fimbristylis umbellaris,É¡ĞÎÆ®·÷²İ,Cyperaceae,8,10,8,10,CB
Firmiana hainanensis,º£ÄÏÎàÍ©,Sterculiaceae,4,4,NA,NA,WD
Firmiana pulcherrima,ÃÀÀö»ğÍ©,Sterculiaceae,4,5,NA,NA,WD
Firmiana simplex,ÎàÍ©,Sterculiaceae,6,6,NA,NA,WD
Fissistigma glaucescens,°×Ò¶¹Ïğ¥Ä¾,Annonaceae,1,9,1,12,WD
Fissistigma oldhamii,¹Ïğ¥Ä¾,Annonaceae,4,9,7,2,WD
Fissistigma polyanthum,ºÚ·çÌÙ,Annonaceae,1,12,3,10,WD
Fissistigma retusum,°¼Ò¶¹Ïğ¥Ä¾,Annonaceae,5,11,8,3,WD
Fissistigma tientangense,ÌìÌÃ¹Ïğ¥Ä¾,Annonaceae,11,5,12,7,WD
Fissistigma tungfangense,¶«·½¹Ïğ¥Ä¾,Annonaceae,10,10,NA,NA,WD
Fissistigma uonicum,Ïã¸Û¹Ïğ¥Ä¾,Annonaceae,3,6,6,12,WD
Flacourtia indica,´ÌÀéÄ¾,Flacourtiaceae,3,5,6,11,WD
Flacourtia jangomas,ÔÆÄÏ´ÌÀéÄ¾,Flacourtiaceae,4,5,5,10,WD
Flacourtia rukam,´óÒ¶´ÌÀéÄ¾,Flacourtiaceae,6,8,6,10,WD
Flagellaria indica,ĞëÒ¶ÌÙ,Flagellariaceae,4,7,9,11,WD
Flemingia ferruginea,ĞâÃ«Ç§½ï°Î,Fabaceae,NA,NA,NA,NA,WD
Flemingia latifolia var. hainanensis,º£ÄÏÇ§½ï°Î,Fabaceae,NA,NA,NA,NA,WD
Flemingia macrophylla,´óÒ¶Ç§½ï°Î,Fabaceae,6,9,10,12,WD
Flemingia prostrata,Ç§½ï°Î,Fabaceae,6,11,6,11,WD
Flemingia strobilifera,ÇòËëÇ§½ï°Î,Fabaceae,3,8,9,2,WD
Flickingeria angustifolia,ÏÁÒ¶½ğÊ¯õú,Orchidaceae,6,7,NA,NA,CB
Flickingeria fimbriata,Á÷ËÕ½ğÊ¯õú,Orchidaceae,4,6,NA,NA,CB
Floscopa scandens,¾Û»¨²İ,Commelinaceae,7,11,7,11,CB
Flueggea suffruticosa,Ò»Ò¶Èc,Euphorbiaceae,3,8,6,11,WD
Flueggea virosa,°×·¹Ê÷,Euphorbiaceae,3,8,7,12,WD
Fortunella bawangica,°ÔÍõ½ğéÙ,Rutaceae,NA,NA,NA,NA,WD
Fortunella hindsii,É½éÙ,Rutaceae,4,7,11,12,WD
Fortunella japonica,½ğ¸Ì,Rutaceae,4,5,11,2,WD
Fortunella margarita,½ğéÙ,Rutaceae,3,5,10,12,WD
Fraxinus chinensis,°×À¯Ê÷,Oleaceae,4,5,7,9,WD
Fraxinus griffithii,¹âÀ¯Ê÷,Oleaceae,5,7,7,8,WD
Fuirena ciliaris,Ã«Ü½À¼²İ,Cyperaceae,7,12,7,12,CB
Fuirena umbellata,Ü½À¼²İ,Cyperaceae,6,11,6,11,CB
Gahnia baniensis,É¢ËëºÚÉ¯²İ,Cyperaceae,NA,NA,NA,NA,CB
Gahnia tristis,ºÚÉ¯²İ,Cyperaceae,3,12,3,12,CB
Galactia formosana,Ì¨ÍåÈé¶¹,Fabaceae,7,9,11,12,CB
Galactia tashiroi,ÁğÇòÈé¶¹,Fabaceae,NA,NA,8,9,CB
Galactia tenuiflora,Èé¶¹,Fabaceae,8,9,NA,NA,CB
Galeola nudifolia,ÂûÉúÉ½Éºº÷,Orchidaceae,4,6,NA,NA,CB
Garcinia multiflora,Ä¾Öñ×Ó,Clusiaceae,6,8,12,12,WD
Garcinia oblongifolia,ÁëÄÏÉ½Öñ×Ó,Clusiaceae,6,8,2,3,WD
Garcinia oligantha,µ¥»¨É½Öñ×Ó,Clusiaceae,5,6,12,12,WD
Garcinia xanthochymus,´óÒ¶ÌÙ»Æ,Clusiaceae,3,5,8,11,WD
Gardenia angkorensis,³×Ò¶èÙ×Ó,Rubiaceae,NA,NA,8,11,WD
