scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,family name,genus name,woodinese
Dimeria sinensis,»ªÓ„Ã©,8,9,8,9,Poaceae,Dimeria,CB
Dinetus racemosus,·É¶êÌÙ,6,11,9,2,Convolvulaceae,Dinetus,WD
Dioscorea benthamii,´óÇàÊí,5,7,7,9,Dioscoreaceae,Dioscorea,CB
Dioscorea bulbifera,»Æ¶À,7,10,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea cirrhosa,Êíİ¹,4,6,6,11,Dioscoreaceae,Dioscorea,CB
Dioscorea collettii,²æÈïÊíİ÷,5,9,5,9,Dioscoreaceae,Dioscorea,CB
Dioscorea collettii var. hypoglauca,·Û±±Êíİ÷,5,8,6,10,Dioscoreaceae,Dioscorea,CB
Dioscorea fordii,É½Êí,6,8,9,12,Dioscoreaceae,Dioscorea,CB
Dioscorea futschauensis,¸£ÖİÊíİ÷,6,9,7,10,Dioscoreaceae,Dioscorea,CB
Dioscorea glabra,¹âÒ¶Êíİ÷,9,12,12,1,Dioscoreaceae,Dioscorea,CB
Dioscorea gracillima,ÏËÏ¸Êíİ÷,6,8,7,10,Dioscoreaceae,Dioscorea,CB
Dioscorea hispida,°×Êíİ¹,4,5,7,9,Dioscoreaceae,Dioscorea,CB
Dioscorea japonica,ÈÕ±¾Êíİ÷,5,8,6,9,Dioscoreaceae,Dioscorea,CB
Dioscorea japonica var. pilifera,Ã«ÌÙÈÕ±¾Êíİ÷,8,9,NA,NA,Dioscoreaceae,Dioscorea,CB
Dioscorea kamoonensis,Ã«ÓóÍ·Êíİ÷,7,9,9,11,Dioscoreaceae,Dioscorea,CB
Dioscorea linearicordata,ÁøÒ¶Êíİ÷,6,6,7,7,Dioscoreaceae,Dioscorea,CB
Dioscorea pentaphylla,ÎåÒ¶Êíİ÷,10,11,11,2,Dioscoreaceae,Dioscorea,CB
Dioscorea persimilis,ºÖ°úÊíİ÷,5,9,9,1,Dioscoreaceae,Dioscorea,CB
Dioscorea polystachya,Êíİ÷,6,9,7,11,Dioscoreaceae,Dioscorea,CB
Dioscorea tenuipes,Ï¸±úÊíİ÷,7,9,9,10,Dioscoreaceae,Dioscorea,CB
Dioscorea tokoro,É½İÉËZ,6,8,8,10,Dioscoreaceae,Dioscorea,CB
Diospyros cathayensis,ÎÚÊÁ,5,6,7,7,Ebenaceae,Diospyros,WD
Diospyros eriantha,ÎÚ²Ä,7,8,10,2,Ebenaceae,Diospyros,WD
Diospyros japonica,É½ÊÁ,7,8,10,1,Ebenaceae,Diospyros,WD
Diospyros kaki,ÊÁ,4,6,7,11,Ebenaceae,Diospyros,WD
Diospyros kaki var. silvestris,Ò°ÊÁ,NA,NA,NA,NA,Ebenaceae,Diospyros,WD
Diospyros lotus,¾ıÇ¨×Ó,4,5,5,10,Ebenaceae,Diospyros,WD
Diospyros morrisiana,ÂŞ¸¡ÊÁ,5,6,11,11,Ebenaceae,Diospyros,WD
Diospyros oleifera,ÓÍÊÁ,4,4,10,10,Ebenaceae,Diospyros,WD
Diospyros rhombifolia,ÀÏÑ»ÊÁ,4,4,8,8,Ebenaceae,Diospyros,WD
Diospyros tsangii,ÑÓÆ½ÊÁ,2,5,8,8,Ebenaceae,Diospyros,WD
Diplacrum caricinum,ÁÑÓ±Ã©,9,10,9,10,Cyperaceae,Diplacrum,CB
Diploclisia affinis,³Ó¹³·ç,5,6,7,9,Menispermaceae,Diploclisia,WD
Diploprora championii,ÉßÉàÀ¼,6,8,3,9,Orchidaceae,Diploprora,CB
Diplospora dubia,¹·¹Ç²ñ,4,8,5,2,Rubiaceae,Diplospora,WD
Dipteracanthus repens,éª²İ,NA,NA,NA,NA,Acanthaceae,Dipteracanthus,CB
Dischidia nummularia,Ô°Ò¶ÑÛÊ÷Á«,3,6,6,9,Asclepiadaceae,Dischidia,CB
Discocleidion ulmifolium,µ¤Âé¸Ë,5,9,7,10,Euphorbiaceae,Discocleidion,WD
Disporopsis fuscopicta,Öñ¸ùÆß,4,5,10,10,Liliaceae,Disporopsis,CB
Disporum cantoniense,ÍòÊÙÖñ,5,7,6,8,Liliaceae,Disporum,CB
Disporum sessile,±¦îì²İ,3,6,6,8,Liliaceae,Disporum,CB
Disporum uniflorum,ÉÙ»¨ÍòÊÙÖñ,3,6,7,11,Liliaceae,Disporum,CB
Distyliopsis dunnii,¼âÒ¶¼ÙÎÃÄ¸Ê÷,3,4,7,8,Hamamelidaceae,Distyliopsis,WD
Distyliopsis tutcheri,¶ÛÒ¶¼ÙÎÃÄ¸Ê÷,3,4,7,8,Hamamelidaceae,Distyliopsis,WD
Distylium buxifolium,Ğ¡Ò¶ÎÃÄ¸Ê÷,4,7,8,10,Hamamelidaceae,Distylium,WD
Distylium chungii,ÃöÔÁÎÃÄ¸Ê÷,NA,NA,8,8,Hamamelidaceae,Distylium,WD
Distylium myricoides,ÑîÃ·ÎÃÄ¸Ê÷,4,5,8,10,Hamamelidaceae,Distylium,WD
Distylium racemosum,ÎÃÄ¸Ê÷,3,4,7,8,Hamamelidaceae,Distylium,WD
Dodonaea viscosa,³µÉ£×Ó,11,11,11,3,Sapindaceae,Dodonaea,WD
Doellingeria marchandii,¶Ì¹Ú¶«·ç²Ë,8,11,8,11,Asteraceae,Doellingeria,CB
Doellingeria scabra,¶«·ç²Ë,6,11,6,11,Asteraceae,Doellingeria,CB
Dracontomelon duperreanum,ÈËÃæ×Ó,4,5,6,11,Anacardiaceae,Dracontomelon,WD
Drosera burmanni,½õµØÂŞ,3,8,5,10,Droseraceae,NA,NA
Drosera burmannii,½õµØÂŞ,3,8,5,10,Droseraceae,Drosera,CB
Drosera indica,³¤Ò¶Ã©¸à²Ë,3,8,5,10,Droseraceae,Drosera,CB
Drosera peltata,Ã©¸à²Ë,3,6,5,8,Droseraceae,Drosera,CB
Drosera rotundifolia,Ô²Ò¶Ã©¸à²Ë,6,7,8,10,Droseraceae,Drosera,CB
Drosera spathulata,³×Ò¶Ã©¸à²Ë,3,8,5,10,Droseraceae,Drosera,CB
Drymaria cordata,ºÉÁ«¶¹²İ,NA,NA,NA,NA,Caryophyllaceae,Drymaria,CB
Duchesnea chrysantha,Öå¹ûÉßİ®,5,7,6,9,Rosaceae,Duchesnea,CB
Duchesnea indica,Éßİ®,4,5,5,6,Rosaceae,Duchesnea,CB
Dumasia truncata,É½ºÚ¶¹,8,9,10,11,Fabaceae,Dumasia,CB
Dunbaria podocarpa,³¤±úÒ°±â¶¹,6,11,6,11,Fabaceae,Dunbaria,CB
Dunbaria rotundifolia,Ô²Ò¶Ò°±â¶¹,9,10,10,11,Fabaceae,Dunbaria,CB
Dunbaria villosa,Ò°±â¶¹,6,9,6,9,Fabaceae,Dunbaria,CB
Dysolobium pilosum,Ã«ôø¶¹,9,10,10,11,Fabaceae,Dysolobium,CB
Dysophylla stellata,Ë®»¢Î²,10,11,10,11,Lamiaceae,Dysophylla,CB
Dysophylla yatabeana,Ë®À¯Öò,8,10,8,10,Lamiaceae,Dysophylla,CB
Dysosma pleiantha,Áù½ÇÁ«,3,5,6,8,Berberidaceae,Dysosma,CB
Dysosma versipellis,°Ë½ÇÁ«,4,4,9,10,Berberidaceae,Dysosma,CB
Echinochloa caudata,³¤Ã¢°Ş,6,11,6,11,Poaceae,Echinochloa,CB
Echinochloa colona,¹âÍ·°Ş,6,11,6,11,Poaceae,Echinochloa,CB
Echinochloa crusgalli var. mitis,ÎŞÃ¢°Ş,NA,NA,NA,NA,Poaceae,Echinochloa,CB
Echinochloa crusgalli var. zelayensis,Î÷À´°Ş,NA,NA,NA,NA,Poaceae,Echinochloa,CB
Echinochloa glabrescens,Ó²ïû°Ş,6,11,6,11,Poaceae,Echinochloa,CB
Echinochloa oryzoides,Ë®Ìï°Ş,7,10,7,10,Poaceae,Echinochloa,CB
Echinops grijsii,»ª¶«À¶´ÌÍ·,3,10,3,10,Asteraceae,Echinops,CB
Eclipta prostrata,÷¯³¦,7,8,9,11,Asteraceae,Eclipta,CB
Edgeworthia chrysantha,½áÏã,3,4,7,8,Thymelaeaceae,Edgeworthia,WD
Ehretia acuminata,ºñ¿ÇÊ÷,NA,NA,NA,NA,Boraginaceae,Ehretia,WD
Ehretia dicksonii,²ÚÃ«ºñ¿ÇÊ÷,3,5,6,7,Boraginaceae,Ehretia,WD
Ehretia longiflora,³¤»¨ºñ¿ÇÊ÷,4,4,6,7,Boraginaceae,Ehretia,WD
Elaeagnus courtoisii,Ã«Ä¾°ëÏÄ,2,3,4,5,Elaeagnaceae,Elaeagnus,WD
Elaeagnus difficilis,°Í¶«ºúÍÇ×Ó,3,3,4,5,Elaeagnaceae,Elaeagnus,WD
Elaeagnus glabra,ÂûºúÍÇ×Ó,10,11,2,2,Elaeagnaceae,Elaeagnus,WD
Elaeagnus grijsii,¶àÃ«ÑòÄÌ×Ó,1,2,4,5,Elaeagnaceae,Elaeagnus,WD
Elaeagnus henryi,ÒË²ıºúÍÇ×Ó,10,11,4,4,Elaeagnaceae,Elaeagnus,WD
Elaeagnus lanceolata,ÅûÕëÒ¶ºúÍÇ×Ó,8,10,4,5,Elaeagnaceae,Elaeagnus,WD
Elaeagnus oldhamii,¸£½¨ºúÍÇ×Ó,11,12,2,3,Elaeagnaceae,Elaeagnus,WD
Elaeagnus pungens,ºúÍÇ×Ó,10,11,2,6,Elaeagnaceae,Elaeagnus,WD
Elaeocarpus chinensis,ÖĞ»ª¶ÅÓ¢,5,6,8,9,Elaeocarpaceae,Elaeocarpus,WD
Elaeocarpus decipiens,¶ÅÓ¢,7,7,12,2,Elaeocarpaceae,Elaeocarpus,WD
Elaeocarpus glabripetalus,Íº°ê¶ÅÓ¢,7,7,8,10,Elaeocarpaceae,Elaeocarpus,WD
Elaeocarpus japonicus,ÈÕ±¾¶ÅÓ¢,4,5,5,7,Elaeocarpaceae,Elaeocarpus,WD
Elaeocarpus lanceaefolius,ÅûÕëÒ¶¶ÅÓ¢,6,7,NA,NA,Elaeocarpaceae,Elaeocarpus,WD
Elaeocarpus lanceaefolius,¾îÃ«¶ÅÓ¢,4,5,NA,NA,Elaeocarpaceae,Elaeocarpus,WD
Elaeocarpus sylvestris,É½¶ÅÓ¢,6,6,10,10,Elaeocarpaceae,Elaeocarpus,WD
Elatine triandra,ÈıÈï¹µ·±ÂÆ,6,9,6,9,Elatinaceae,Elatine,CB
Elatostema cuspidatum,Öè¼âÂ¥Ìİ²İ,5,8,NA,NA,Urticaceae,Elatostema,CB
Elatostema cyrtandrifolium,Èñ³İÂ¥Ìİ²İ,4,9,NA,NA,Urticaceae,Elatostema,CB
Elatostema involucratum,Â¥Ìİ²İ,5,10,NA,NA,Urticaceae,Elatostema,CB
Elatostema lineolatum,ÏÁÒ¶Â¥Ìİ²İ,3,3,NA,NA,Urticaceae,Elatostema,WD
Elatostema macintyrei,¶àĞòÂ¥Ìİ²İ,10,10,11,12,Urticaceae,Elatostema,WD
Elatostema obtusum,¶ÛÒ¶Â¥Ìİ²İ,8,8,NA,NA,Urticaceae,Elatostema,CB
Elatostema obtusum var. trilobulatum,Èı³İ¶ÛÒ¶Â¥Ìİ²İ,6,9,NA,NA,Urticaceae,Elatostema,CB
Elatostema sinense,¶ÔÒ¶Â¥Ìİ²İ,6,9,NA,NA,Urticaceae,Elatostema,CB
Elatostema sinense var. longecornutum,½Ç°úÂ¥Ìİ²İ,9,9,NA,NA,Urticaceae,Elatostema,CB
Elatostema stewardii,Â®É½Â¥Ìİ²İ,7,7,7,7,Urticaceae,Elatostema,CB
Eleocharis acutangula,ÈñÀâİ©Üù,7,8,7,8,Cyperaceae,Eleocharis,CB
Eleocharis congesta,ÃÜ»¨İ©Üù,5,11,5,11,Cyperaceae,Eleocharis,CB
Eleocharis dulcis,İ©Üù,9,10,9,10,Cyperaceae,Eleocharis,CB
Eleocharis geniculata,ºÚ×Ñİ©Üù,9,10,9,10,Cyperaceae,Eleocharis,CB
Eleocharis palustris,ÕÓÔóİ©Üù,6,7,6,7,Cyperaceae,Eleocharis,CB
Eleocharis pellucida,Í¸Ã÷ÁÛİ©Üù,3,11,3,11,Cyperaceae,Eleocharis,CB
Eleocharis pellucida var. japonica,µ¾Ìïİ©Üù,3,10,3,10,Cyperaceae,Eleocharis,CB
Eleocharis plantagineiformis,Ò°İ©Üù,5,10,5,10,Cyperaceae,Eleocharis,CB
Eleocharis retroflexa,±´¿ÇÒ¶İ©Üù,9,10,9,10,Cyperaceae,Eleocharis,CB
Eleocharis tetraquetra,ÁúÊ¦²İ,9,11,9,11,Cyperaceae,Eleocharis,CB
Eleusine coracana,·_,5,9,5,9,Poaceae,Eleusine,CB
Eleusine indica,Å£½î²İ,6,10,6,10,Poaceae,Eleusine,CB
Eleutherococcus leucorrhizus,ÌÙÎå¼Ó,6,8,8,11,Araliaceae,Eleutherococcus,WD
Eleutherococcus nodiflorus,Ï¸ÖùÎå¼Ó,4,7,6,10,Araliaceae,Eleutherococcus,WD
Eleutherococcus setosus,¸ÕÃ«°×º{,7,10,10,11,Araliaceae,NA,NA
Eleutherococcus trifoliatus,¸ÕÃ«°×º{,8,11,9,12,Araliaceae,Eleutherococcus,WD
Elsholtzia argyi,×Ï»¨ÏãŞ¸,9,11,9,11,Lamiaceae,Elsholtzia,CB
Elsholtzia splendens,º£ÖŞÏãŞ¸,9,11,9,11,Lamiaceae,Elsholtzia,CB
Elymus ciliaris,ÏËÃ«Åû¼î²İ,5,7,5,7,Poaceae,Elymus,CB
Elymus ciliaris var. hackelianus,ÈÕ±¾ÏËÃ«²İ,5,7,5,7,Poaceae,Elymus,CB
Elymus kamoji,¿ÂÃÏÅû¼î²İ,5,7,5,7,Poaceae,Elymus,CB
Embelia laeta,ËáÌÙ×Ó,12,3,4,6,Myrsinaceae,Embelia,WD
Embelia parviflora,µ±¹éÌÙ,12,5,5,8,Myrsinaceae,Embelia,WD
Embelia ribes,°×»¨ËáÌÙ×Ó,2,6,5,11,Myrsinaceae,Embelia,WD
Embelia rudis,ÍøÂöËáÌÙ×Ó,10,12,1,7,Myrsinaceae,Embelia,WD
Embelia undulata,Æ½Ò¶ËáÌÙ×Ó,4,8,11,1,Myrsinaceae,Embelia,WD
Embelia vestita,ÃÜ³İËáÌÙ×Ó,10,11,10,2,Myrsinaceae,Embelia,WD
Emilia prenanthoidea,Ğ¡Ò»µãºì,4,11,4,11,Asteraceae,Emilia,CB
Emmenopterys henryi,Ïã¹ûÊ÷,8,9,10,11,Rubiaceae,Emmenopterys,WD
Endospermum chinense,»ÆÍ©,6,8,9,11,Euphorbiaceae,Endospermum,WD
Engelhardia roxburghiana,»Æè½,2,8,1,12,Juglandaceae,NA,NA
Engelhardtia roxburghiana,»Æè½,5,6,8,9,Juglandaceae,Engelhardtia,WD
Enkianthus chinensis,µÆÁıµõÖÓ»¨,5,6,8,10,Ericaceae,Enkianthus,WD
Enkianthus quinqueflorus,µõÖÓ»¨,3,4,8,9,Ericaceae,Enkianthus,WD
Enkianthus serrulatus,³İÔµµõÖÓ»¨,2,3,10,11,Ericaceae,Enkianthus,WD
Entada phaseoloides,˜}ÌÙ×Ó,3,6,8,11,Fabaceae,Entada,WD
Eomecon chionantha,ÑªË®²İ,5,7,6,10,Papaveraceae,Eomecon,CB
Epigeneium fargesii,µ¥Ò¶ºñ´½À¼,4,5,NA,NA,Orchidaceae,Epigeneium,CB
Epilobium amurense subsp. cephalostigma,¹â»¬ÁøÒ¶²Ë,6,9,8,10,Onagraceae,Epilobium,CB
Epilobium brevifolium subsp. trichoneurum,ÏÙ¾¥ÁøÒ¶²Ë,7,9,9,10,Onagraceae,Epilobium,CB
Epilobium hirsutum,ÁøÒ¶²Ë,10,10,7,9,Onagraceae,Epilobium,CB
Epilobium pyrricholophum,³¤×ÑÁøÒ¶²Ë,7,9,8,11,Onagraceae,Epilobium,CB
Epimedium sagittatum,ÈıÖ¦¾ÅÒ¶²İ,3,4,4,6,Berberidaceae,Epimedium,CB
Epirixanthes elongata,¼ÄÉúÁÛÒ¶²İ,8,8,8,8,Polygalaceae,Epirixanthes,CB
Eragrostis atrovirens,Êó¸¾²İ,6,11,6,11,Poaceae,Eragrostis,CB
Eragrostis autumnalis,Çï»­Ã¼²İ,7,11,7,11,Poaceae,Eragrostis,CB
Eragrostis brownii,³¤»­Ã¼²İ,3,5,3,5,Poaceae,Eragrostis,CB
Eragrostis cilianensis,´ó»­Ã¼²İ,7,10,7,10,Poaceae,Eragrostis,CB
Eragrostis cumingii,ÖéÑ¿»­Ã¼²İ,9,10,9,10,Poaceae,Eragrostis,CB
Eragrostis cylindrica,¶ÌËë»­Ã¼²İ,4,10,4,10,Poaceae,Eragrostis,CB
Eragrostis elongata,Ë«Ò©»­Ã¼²İ,3,8,3,8,Poaceae,Eragrostis,CB
Eragrostis ferruginea,Öª·ç²İ,8,12,8,12,Poaceae,Eragrostis,CB
Eragrostis japonica,ÂÒ²İ,6,11,6,11,Poaceae,Eragrostis,CB
Eragrostis minor,Ğ¡»­Ã¼²İ,6,9,6,9,Poaceae,Eragrostis,CB
Eragrostis multicaulis,¶à¸Ñ»­Ã¼²İ,8,8,8,8,Poaceae,Eragrostis,CB
Eragrostis nevinii,»ªÄÏ»­Ã¼²İ,4,10,4,10,Poaceae,Eragrostis,CB
Eragrostis nutans,Ï¸Ò¶»­Ã¼²İ,NA,NA,NA,NA,Poaceae,Eragrostis,CB
Eragrostis perennans,ËŞ¸ù»­Ã¼²İ,9,11,9,11,Poaceae,Eragrostis,CB
Eragrostis perlaxa,ÊèËë»­Ã¼²İ,7,8,7,8,Poaceae,Eragrostis,CB
Eragrostis pilosa,»­Ã¼²İ,7,11,7,11,Poaceae,Eragrostis,CB
Eragrostis pilosissima,¶àÃ«Öª·ç²İ,8,8,8,8,Poaceae,Eragrostis,CB
Eragrostis tenella,öêÓã²İ,4,8,4,8,Poaceae,Eragrostis,CB
Eragrostis unioloides,Å£Ê­²İ,8,10,8,10,Poaceae,Eragrostis,CB
Eremochloa ciliaris,òÚò¼²İ,7,10,7,10,Poaceae,Eremochloa,CB
Eremochloa ophiuroides,¼Ù¼ó²İ,6,10,6,10,Poaceae,Eremochloa,CB
Eria corneri,°ëÖùÃ«À¼,8,9,10,12,Orchidaceae,Eria,CB
Eria reptans,¸ßÉ½Ã«À¼,NA,NA,NA,NA,Orchidaceae,Eria,CB
Eriachne pallescens,ğÑğ³²İ,5,10,5,10,Poaceae,Eriachne,CB
Eriobotrya cavaleriei,´ó»¨èÁèË,4,5,7,8,Rosaceae,Eriobotrya,WD
Eriobotrya fragrans,Ïã»¨èÁèË,4,5,8,9,Rosaceae,Eriobotrya,WD
Eriobotrya japonica,èÁèË,10,12,4,5,Rosaceae,Eriobotrya,WD
Eriocaulon alpestre,¸ßÉ½¹È¾«²İ,8,11,8,11,Eriocaulaceae,Eriocaulon,CB
Eriocaulon australe,Ã«¹È¾«²İ,6,11,6,11,Eriocaulaceae,Eriocaulon,CB
Eriocaulon buergerianum,¹È¾«²İ,7,12,7,12,Eriocaulaceae,Eriocaulon,CB
Eriocaulon cinereum,°×Ò©¹È¾«²İ,6,8,9,10,Eriocaulaceae,Eriocaulon,CB
Eriocaulon decemflorum,³¤°ú¹È¾«²İ,8,9,9,10,Eriocaulaceae,Eriocaulon,CB
Eriocaulon echinulatum,¼â°ú¹È¾«²İ,9,11,9,12,Eriocaulaceae,Eriocaulon,CB
Eriocaulon faberi,½­ÄÏ¹È¾«²İ,9,11,9,11,Eriocaulaceae,Eriocaulon,CB
Eriocaulon luzulifolium,Ğ¡¹È¾«²İ,7,10,7,10,Eriocaulaceae,Eriocaulon,CB
Eriocaulon nantoense,ÄÏÍ¶¹È¾«²İ,11,12,11,12,Eriocaulaceae,Eriocaulon,CB
Eriocaulon nepalense,Äá²´¶û¹È¾«²İ,4,10,4,10,Eriocaulaceae,Eriocaulon,CB
Eriocaulon sexangulare,»ªÄÏ¹È¾«²İ,1,12,1,12,Eriocaulaceae,Eriocaulon,CB
Eriocaulon truncatum,·ÆÂÉ±ö¹È¾«²İ,1,12,1,12,Eriocaulaceae,Eriocaulon,CB
Eriochloa procera,¸ßÒ°Êò,8,10,8,10,Poaceae,Eriochloa,CB
Eriochloa villosa,Ò°Êò,7,10,7,10,Poaceae,Eriochloa,CB
Eriosema chinense,¼¦Í·Êí,6,9,6,9,Fabaceae,Eriosema,CB
Erodium cicutarium,ÇÛÒ¶ ½Å£¶ùÃç,2,2,3,3,Geraniaceae,Erodium,CB
Erythrodes blumei,Ç¯´½À¼,4,5,NA,NA,Orchidaceae,Erythrodes,CB
Erythrophleum fordii,¸ñÄ¾,5,6,8,10,Fabaceae,Erythrophleum,WD
Erythroxylum sinense,¶«·½¹Å¿Â,8,5,5,10,Erythroxylaceae,Erythroxylum,WD
Euchresta japonica,ºú¶¹Á«,NA,NA,NA,NA,Fabaceae,Euchresta,WD
Eucommia ulmoides,¶ÅÖÙ,3,5,7,9,Eucommiaceae,Eucommia,WD
Eulalia leschenaultiana,¹¨ÊÏ½ğÃ©,9,11,9,11,Poaceae,Eulalia,CB
Eulalia quadrinervis,ËÄÂö½ğÃ©,8,10,8,10,Poaceae,Eulalia,CB
Eulalia speciosa,½ğÃ©,8,11,8,11,Poaceae,Eulalia,CB
Eulophia zollingeri,ÎŞÒ¶ÃÀ¹ÚÀ¼,4,6,NA,NA,Orchidaceae,Eulophia,CB
Euonymus acanthocarpus,´Ì¹ûÎÀÃ¬,5,8,9,9,Celastraceae,Euonymus,WD
Euonymus alatus,ÎÀÃ¬,4,7,7,11,Celastraceae,Euonymus,WD
Euonymus carnosus,Èâ»¨ÎÀÃ¬,6,6,9,9,Celastraceae,Euonymus,WD
Euonymus centidens,°Ù³İÎÀÃ¬,5,5,9,9,Celastraceae,Euonymus,WD
Euonymus cornutus,½Ç³áÎÀÃ¬,4,7,8,11,Celastraceae,NA,NA
Euonymus dielsianus,ÁÑ¹ûÎÀÃ¬,6,7,10,11,Celastraceae,Euonymus,WD
Euonymus dielsianus,¼¬´ÌÎÀÃ¬,4,7,9,1,Celastraceae,Euonymus,WD
Euonymus euscaphis,Ñ»´»ÎÀÃ¬,4,4,10,10,Celastraceae,Euonymus,WD
Euonymus fortunei,·ö·¼ÌÙ,6,6,9,12,Celastraceae,Euonymus,WD
Euonymus grandiflorus,´ó»¨ÎÀÃ¬,6,7,9,10,Celastraceae,Euonymus,WD
Euonymus hamiltonianus,Î÷ÄÏÎÀÃ¬,4,7,8,8,Celastraceae,Euonymus,WD
Euonymus hukuangensis,ºş¹ãÎÀÃ¬,4,6,8,11,Celastraceae,Euonymus,WD
Euonymus laxiflorus,Êè»¨ÎÀÃ¬,5,5,8,8,Celastraceae,Euonymus,WD
Euonymus lushanensis,Â®É½´Ì¹ûÎÀÃ¬,5,8,10,11,Celastraceae,Euonymus,WD
Euonymus myrianthus,´ó¹ûÎÀÃ¬,4,4,10,10,Celastraceae,Euonymus,WD
Euonymus nitidus,ÖĞ»ªÎÀÃ¬,3,5,6,10,Celastraceae,Euonymus,WD
Euonymus oxyphyllus,´¹Ë¿ÎÀÃ¬,4,6,8,11,Celastraceae,Euonymus,WD
Euonymus vagans,ÓÎÌÙÎÀÃ¬,5,7,8,11,Celastraceae,Euonymus,WD
Eupatorium fortunei,ÅåÀ¼,7,11,7,11,Asteraceae,Eupatorium,CB
Eupatorium japonicum,°×Í·ÆÅ,6,11,6,11,Asteraceae,Eupatorium,CB
Eupatorium japonicum var. tripartitum,°×Í·ÆÅÈıÁÑÒ¶±äÖÖ,NA,NA,NA,NA,Asteraceae,Eupatorium,CB
Eupatorium lindleyanum,ÁÖÔóÀ¼,5,12,5,12,Asteraceae,Eupatorium,CB
Eupatorium shimadai,Ã«¹ûÔóÀ¼,5,6,5,6,Asteraceae,Eupatorium,CB
Euphorbia bifida,Ï¸³İ´óêª,4,10,4,10,Euphorbiaceae,Euphorbia,CB
Euphorbia heyneana,Ğ¡Ò¶µØ½õ,6,12,6,12,Euphorbiaceae,Euphorbia,CB
Euphorbia hylonoma,ºş±±´óêª,4,7,NA,NA,Euphorbiaceae,Euphorbia,CB
Euphorbia indica,ÄÏÑÇ´óêª,9,12,9,12,Euphorbiaceae,Euphorbia,CB
Euphorbia pekinensis,´óêª,5,6,7,7,Euphorbiaceae,Euphorbia,CB
Euphorbia sieboldiana,¹³ÏÙ´óêª,4,9,4,9,Euphorbiaceae,Euphorbia,CB
Euphorbia thymifolia,Ç§¸ù²İ,3,11,3,11,Euphorbiaceae,Euphorbia,CB
Eurya acutisepala,¼âİàÃ«èÚ,10,11,6,8,Theaceae,Eurya,WD
Eurya alata,³áèÚ,10,11,6,8,Theaceae,Eurya,WD
Eurya amplexifolia,´©ĞÄèÚ,11,12,7,8,Theaceae,Eurya,WD
Eurya brevistyla,¶ÌÖùèÚ,10,11,6,8,Theaceae,Eurya,WD
Eurya chinensis,Ã×Ëé»¨,5,6,8,9,Theaceae,Eurya,WD
Eurya distichophylla,¶şÁĞÒ¶èÚ,10,11,6,7,Theaceae,Eurya,WD
Eurya emarginata,±õèÚ,5,6,8,9,Theaceae,Eurya,WD
Eurya glandulosa,ÏÙèÚ,9,10,7,8,Theaceae,Eurya,WD
Eurya glandulosa var. dasyclados,´ÖÖ¦ÏÙèÚ,NA,NA,NA,NA,Theaceae,Eurya,WD
Eurya groffii,¸ÚèÚ,9,11,4,6,Theaceae,Eurya,WD
Eurya hebeclados,Î¢Ã«èÚ,12,1,8,10,Theaceae,Eurya,WD
Eurya japonica,èÚÄ¾,11,12,7,9,Theaceae,Eurya,WD
Eurya leptophylla,±¡Ò¶èÚ,2,3,6,9,Theaceae,Eurya,WD
Eurya loquaiana,Ï¸Ö¦èÚ,3,12,7,9,Theaceae,Eurya,WD
Eurya loquaiana var. aureopunctata,½ğÒ¶Ï¸Ö¦èÚ,NA,NA,NA,NA,Theaceae,Eurya,WD
Eurya macartneyi,ºÚèÚ,11,1,6,8,Theaceae,Eurya,WD
Eurya metcalfiana,´Ô»¯èÚ,11,12,7,9,Theaceae,Eurya,WD
Eurya muricata,¸ñÒ©èÚ,9,11,6,8,Theaceae,Eurya,WD
Eurya nitida,Ï¸³İÒ¶èÚ,10,11,5,8,Theaceae,Eurya,WD
Eurya rubiginosa var. attenuata,Õ­»ùºìºÖèÚ,10,11,5,8,Theaceae,Eurya,WD
Eurya saxicola,ÑÒèÚ,2,4,7,9,Theaceae,Eurya,WD
Eurya weissiae,µ¥¶úèÚ,11,1,7,9,Theaceae,Eurya,WD
Euryale ferox,ÜÍÊµ,7,8,8,10,Nymphaeaceae,Euryale,CB
Eurycorymbus cavaleriei,É¡»¨Ä¾,5,6,10,10,Sapindaceae,Eurycorymbus,WD
Euscaphis japonica,Ò°Ñ»´»,4,6,9,11,Staphyleaceae,Euscaphis,WD
Eustachys tenera,ÕæËë²İ,6,11,6,11,Poaceae,Eustachys,CB
Eustigma oblongifolium,ĞãÖù»¨,3,4,8,10,Hamamelidaceae,Eustigma,WD
Evodia lepta,Èıèâ¿à,4,6,7,10,Rutaceae,Evodia,WD
Evolvulus alsinoides,ÍÁ¶¡¹ğ,4,10,1,12,Convolvulaceae,Evolvulus,CB
Evolvulus alsinoides var. decumbens,ÒøË¿²İ,5,1,6,10,Convolvulaceae,Evolvulus,CB
Exbucklandia populnea,ÂíÌãºÉ,5,7,8,10,Hamamelidaceae,Exbucklandia,WD
Exbucklandia tonkinensis,´ó¹ûÂíÌãºÉ,5,7,8,9,Hamamelidaceae,Exbucklandia,WD
Excoecaria agallocha,º£Æá,6,8,9,2,Euphorbiaceae,Excoecaria,WD
Exochorda racemosa,°×¾éÃ·,5,5,6,7,Rosaceae,Exochorda,WD
