scientific name,Chinese name,first flowering month,last flowering month,first fruiting month,last fruiting month,woodiness
Dysosma pleiantha,六角莲,4,6,7,9,CB
Dysosma versipellis,八角莲,3,6,5,9,CB
Echinochloa colona,光头稗,6,11,6,11,CB
Echinochloa crusgalli var. mitis,无芒稗,NA,NA,NA,NA,CB
Echinochloa crusgalli var. praticola,细叶旱稗,NA,NA,NA,NA,CB
Echinochloa crusgalli var. zelayensis,西来稗,NA,NA,NA,NA,CB
Echinochloa oryzoides,水田稗,7,10,7,10,CB
Edgeworthia chrysantha,结香,2,3,3,8,WD
Ehretia acuminata,厚壳树,NA,NA,NA,NA,WD
Ehretia dicksonii,糙毛厚壳树,3,5,6,7,WD
Ehretia longiflora,长花厚壳树,4,4,6,7,WD
Ehretia macrophylla var. glabrescens,光叶糙毛厚壳树,NA,NA,NA,NA,WD
Elaeagnus argyi,佘山羊奶子,1,3,4,5,WD
Elaeagnus bockii,长叶胡颓子,10,11,4,4,WD
Elaeagnus difficilis,巴东胡颓子,11,3,4,5,WD
Elaeagnus glabra,蔓胡颓子,9,11,4,5,WD
Elaeagnus gonyanthes,角花胡颓子,10,11,2,3,WD
Elaeagnus guizhouensis,贵州羊奶子,4,4,NA,NA,WD
Elaeagnus henryi,宜昌胡颓子,10,11,4,4,WD
Elaeagnus lanceolata,披针叶胡颓子,8,10,4,5,WD
Elaeagnus magna,银果牛奶子,4,5,6,6,WD
Elaeagnus multiflora,木半夏,4,5,6,7,WD
Elaeagnus multiflora var. siphonantha,长萼木半夏,NA,NA,NA,NA,WD
Elaeagnus obtusa,钝叶胡颓子,NA,NA,NA,NA,WD
Elaeagnus pungens,胡颓子,9,12,4,6,WD
Elaeagnus stellipila,星毛羊奶子,3,4,7,8,WD
Elaeagnus tutcheri,香港胡颓子,11,12,3,3,WD
Elaeagnus umbellata,牛奶子,4,5,7,8,WD
Elaeocarpus chinensis,中华杜英,5,6,6,9,WD
Elaeocarpus decipiens,杜英,6,7,11,1,WD
Elaeocarpus glabripetalus,秃瓣杜英,7,7,NA,NA,WD
Elaeocarpus glabripetalus var. alatus,棱枝杜英,NA,NA,NA,NA,WD
Elaeocarpus japonicus,日本杜英,4,5,5,7,WD
Elaeocarpus japonicus var. lantsangensis,澜沧杜英,NA,NA,NA,NA,WD
Elaeocarpus lanceaefolius,披针叶杜英,6,7,NA,NA,WD
Elaeocarpus petiolatus,长柄杜英,8,9,9,12,WD
Elaeocarpus sylvestris,山杜英,4,7,5,8,WD
Elatostema atroviride,深绿楼梯草,8,10,NA,NA,CB
Elatostema balansae,华南楼梯草,4,6,5,7,CB
Elatostema brachyodontum,短齿楼梯草,7,7,8,8,CB
Elatostema cuspidatum,骤尖楼梯草,5,6,7,7,CB
Elatostema cyrtandrifolium,锐齿楼梯草,4,9,6,10,CB
Elatostema ficoides,梨序楼梯草,8,9,9,10,CB
Elatostema ficoides var. puberulum,毛茎梨序楼梯草,8,8,NA,NA,CB
Elatostema ichangense,宜昌楼梯草,8,9,9,10,CB
Elatostema involucratum,楼梯草,6,7,8,9,CB
Elatostema lineolatum,狭叶楼梯草,1,5,NA,NA,WD
Elatostema macintyrei,多序楼梯草,5,5,6,7,WD
Elatostema myrtillus,瘤茎楼梯草,5,6,7,7,CB
Elatostema nanchuanense,南川楼梯草,6,6,NA,NA,CB
Elatostema nasutum,托叶楼梯草,7,10,9,10,CB
Elatostema nasutum var. puberulum,短毛楼梯草,5,7,NA,NA,CB
Elatostema oblongifolium,长圆楼梯草,4,5,NA,NA,CB
Elatostema obtusum,钝叶楼梯草,5,5,7,7,CB
Elatostema obtusum var. trilobulatum,三齿钝叶楼梯草,6,9,NA,NA,CB
Elatostema pseudoficoides,多脉楼梯草,8,9,NA,NA,CB
Elatostema pycnodontum,密齿楼梯草,9,9,10,10,CB
Elatostema retrohirtum,曲毛楼梯草,6,8,NA,NA,CB
Elatostema rupestre,石生楼梯草,5,5,NA,NA,CB
Elatostema sinense,对叶楼梯草,6,9,8,10,CB
Elatostema sinense var. longecornutum,角苞楼梯草,9,9,NA,NA,CB
Elatostema sinense var. xinningense,新宁楼梯草,9,10,NA,NA,CB
Elatostema stewardii,庐山楼梯草,7,7,8,8,CB
Elatostema sublineare,条叶楼梯草,3,5,NA,NA,CB
Elatostema subtrichotomum,歧序楼梯草,4,4,NA,NA,CB
Elatostema trichocarpum,疣果楼梯草,5,5,7,7,CB
Elatostema yungshunense,永顺楼梯草,8,8,NA,NA,CB
Eleocharis atropurpurea,紫果蔺,6,10,6,10,CB
Eleocharis congesta,密花荸荠,5,8,5,8,CB
Eleocharis dulcis,荸荠,5,10,5,10,CB
Eleocharis equisetina,木贼状荸荠,NA,NA,NA,NA,CB
Eleocharis pellucida,透明鳞荸荠,3,11,3,11,CB
Eleocharis pellucida var. japonica,稻田荸荠,3,10,3,10,CB
Eleocharis tetraquetra,龙师草,9,11,9,11,CB
Eleusine coracana,穇,5,9,5,9,CB
Eleutherococcus henryi,糙叶五加,7,9,9,10,WD
Eleutherococcus leucorrhizus,藤五加,6,8,8,11,WD
Eleutherococcus leucorrhizus var. fulvescens,糙叶藤五加,NA,NA,NA,NA,WD
Eleutherococcus leucorrhizus var. scaberulus,狭叶藤五加,NA,NA,NA,NA,WD
Eleutherococcus nodiflorus,细柱五加,4,7,6,10,WD
Eleutherococcus setulosus,细刺五加,7,7,9,9,WD
Eleutherococcus trifoliatus,刚毛白簕,8,11,9,12,WD
Elsholtzia argyi,紫花香薷,9,11,9,11,CB
Elsholtzia cyprianii,野草香,NA,NA,NA,NA,CB
Elsholtzia hunanensis,湖南香薷,NA,NA,NA,NA,CB
Elsholtzia kachinensis,水香薷,NA,NA,NA,NA,CB
Elsholtzia splendens,海洲香薷,NA,NA,NA,NA,CB
Elymus ciliaris,纤毛披碱草,5,7,5,7,CB
Elymus ciliaris var. hackelianus,日本纤毛草,5,7,5,7,CB
Elymus kamoji,柯孟披碱草,5,7,5,7,CB
Embelia laeta,酸藤子,NA,NA,NA,NA,WD
Embelia parviflora,当归藤,12,5,5,7,WD
Embelia ribes,白花酸藤子,1,7,5,12,WD
Embelia rudis,网脉酸藤子,NA,NA,NA,NA,WD
Embelia scandens,瘤皮孔酸藤子,11,1,3,5,WD
Embelia undulata,平叶酸藤子,4,8,11,1,WD
Embelia vestita,密齿酸藤子,10,11,10,2,WD
Emilia prenanthoidea,小一点红,5,10,5,10,CB
Emmenopterys henryi,香果树,6,8,8,11,WD
Engelhardtia roxburghiana,黄杞,5,6,9,10,WD
Enkianthus chinensis,灯笼吊钟花,5,5,6,10,WD
Enkianthus chinensis,毛叶吊钟花,4,5,6,10,WD
Enkianthus quinqueflorus,吊钟花,3,5,5,7,WD
Enkianthus serotinus,晚花吊钟花,4,6,7,9,WD
Enkianthus serrulatus,齿缘吊钟花,4,4,5,7,WD
Eomecon chionantha,血水草,3,6,6,8,CB
Epaltes australis,球菊,3,6,NA,NA,CB
Epigeneium fargesii,单叶厚唇兰,4,5,NA,NA,CB
Epilobium amurense,毛脉柳叶菜,NA,NA,NA,NA,CB
Epilobium amurense subsp. cephalostigma,光滑柳叶菜,6,9,8,10,CB
Epilobium brevifolium,短叶柳叶菜,6,7,8,9,CB
Epilobium brevifolium subsp. trichoneurum,腺茎柳叶菜,7,9,9,10,CB
Epilobium hirsutum,柳叶菜,6,8,7,9,CB
Epilobium kermodei,锐齿柳叶菜,5,8,7,9,CB
Epilobium parviflorum,小花柳叶菜,6,9,7,10,CB
Epilobium platystigmatosum,阔柱柳叶菜,8,10,9,11,CB
Epilobium pyrricholophum,长籽柳叶菜,7,9,8,11,CB
Epimedium acuminatum,粗毛淫羊藿,4,5,5,8,CB
Epimedium davidii,宝兴淫羊藿,3,4,4,7,CB
Epimedium epsteinii,紫距淫羊霍,4,4,NA,NA,CB
Epimedium hunanense,湖南淫羊藿,3,4,4,6,CB
Epimedium koreanum,朝鲜淫羊藿,3,4,4,6,CB
Epimedium leptorrhizum,黔岭淫羊霍,4,4,4,6,CB
Epimedium lishihchenii,时珍淫羊藿,4,5,NA,NA,CB
Epimedium lobophyllum,裂叶淫羊藿,4,7,7,9,CB
Epimedium myrianthum,天平山淫羊藿,4,4,4,5,CB
Epimedium sagittatum,三枝九叶草,2,3,3,5,CB
Epimedium sutchuenense,四川淫羊藿,3,4,5,6,CB
Epimedium truncatum,偏斜淫羊藿,4,5,5,6,CB
Epipactis helleborine,火烧兰,7,7,9,9,CB
Epipactis mairei,大叶火烧兰,6,7,9,9,CB
Eragrostis cilianensis,大画眉草,7,10,7,10,CB
Eragrostis cumingii,珠芽画眉草,9,10,9,10,CB
Eragrostis ferruginea,知风草,8,12,8,12,CB
Eragrostis japonica,乱草,6,11,6,11,CB
Eragrostis multicaulis,多秆画眉草,8,8,8,8,CB
Eragrostis nevinii,华南画眉草,4,10,4,10,CB
Eragrostis nigra,黑穗画眉草,4,9,4,9,CB
Eragrostis perennans,宿根画眉草,6,11,6,11,CB
Eragrostis pilosa,画眉草,8,11,8,11,CB
Eragrostis pilosissima,多毛知风草,8,8,8,8,CB
Eragrostis tenella,鲫鱼草,4,8,4,8,CB
Eragrostis unioloides,牛虱草,8,10,8,10,CB
Eremochloa ophiuroides,假俭草,6,10,6,10,CB
Eria reptans,高山毛兰,NA,NA,NA,NA,CB
Eria szetschuanica,马齿毛兰,5,6,NA,NA,CB
Erigeron acer,飞蓬,7,9,NA,NA,CB
Erigeron breviscapus,短葶飞蓬,3,10,NA,NA,CB
Eriobotrya cavaleriei,大花枇杷,3,4,7,8,WD
Eriobotrya fragrans,香花枇杷,4,5,8,9,WD
Eriobotrya japonica,枇杷,9,10,次年4,次年4,WD
Eriocaulon australe,毛谷精草,6,11,6,11,CB
Eriocaulon brownianum,云南谷精草,8,12,8,12,CB
Eriocaulon buergerianum,谷精草,7,12,7,12,CB
Eriocaulon cinereum,白药谷精草,6,8,9,10,CB
Eriocaulon decemflorum,长苞谷精草,8,9,9,10,CB
Eriocaulon luzulifolium,小谷精草,7,10,7,10,CB
Eriocaulon mangshanense,莽山谷精草,7,9,7,9,CB
Eriocaulon miquelianum,四国谷精草,8,12,8,12,CB
Eriocaulon nepalense,尼泊尔谷精草,4,10,4,10,CB
Eriocaulon sexangulare,华南谷精草,8,3,8,3,CB
Eriocaulon truncatum,菲律宾谷精草,5,12,5,12,CB
Eriochloa villosa,野黍,7,10,7,10,CB
Eriophorum comosum,丛毛羊胡子草,5,11,5,11,CB
Eriosema chinense,鸡头薯,5,6,7,10,CB
Erodium stephanianum,牻牛儿苗,6,8,8,9,CB
Erysimum macilentum,波齿糖芥,3,7,3,7,CB
Erythroxylum sinense,东方古柯,8,5,5,10,WD
Euchresta japonica,胡豆莲,7,7,10,11,WD
Euchresta tubulosa,管萼山豆根,5,6,7,9,WD
Eucommia ulmoides,杜仲,3,5,6,11,WD
Eulalia phaeothrix,棕茅,8,11,8,11,CB
Eulalia speciosa,金茅,8,11,8,11,CB
Euonymus acanthocarpus,刺果卫矛,5,8,8,11,WD
Euonymus actinocarpus,星刺卫矛,1,4,6,1,WD
Euonymus aculeatus,软刺卫矛,5,5,7,8,WD
Euonymus alatus,卫矛,4,7,7,11,WD
Euonymus carnosus,肉花卫矛,5,8,8,11,WD
Euonymus centidens,百齿卫矛,6,6,9,10,WD
Euonymus clivicolus,岩坡卫矛,NA,NA,NA,NA,WD
Euonymus dielsianus,裂果卫矛,6,7,10,11,WD
Euonymus distichus,双歧卫矛,6,7,9,9,WD
Euonymus echinatus,棘刺卫矛,4,7,9,1,WD
Euonymus euscaphis,鸦椿卫矛,4,6,7,10,WD
Euonymus fortunei,扶芳藤,4,7,9,12,WD
Euonymus frigidus,冷地卫矛,6,7,8,11,WD
Euonymus gibber,流苏卫矛,6,8,8,10,WD
Euonymus grandiflorus,大花卫矛,6,7,9,10,WD
Euonymus hamiltonianus,西南卫矛,4,7,8,11,WD
Euonymus hukuangensis,湖广卫矛,4,6,8,11,WD
Euonymus laxiflorus,疏花卫矛,3,6,7,11,WD
Euonymus maackii,白杜,4,7,8,11,WD
Euonymus myrianthus,大果卫矛,4,7,8,11,WD
Euonymus nitidus,中华卫矛,3,5,6,10,WD
Euonymus oxyphyllus,垂丝卫矛,4,6,8,11,WD
Euonymus sanguineus,石枣子,4,6,7,10,WD
Euonymus theifolius,茶叶卫矛,5,5,8,10,WD
Euonymus tsoi,长叶卫矛,4,7,8,12,WD
Euonymus vaganoides,拟游藤卫矛,NA,NA,9,11,WD
Euonymus vagans,游藤卫矛,5,7,8,11,WD
Euonymus venosus,曲脉卫矛,5,7,8,9,WD
Euonymus wilsonii,长刺卫矛,4,5,7,9,WD
Eupatorium chinese,多须公,NA,NA,NA,NA,CB
Eupatorium fortunei,佩兰,7,11,7,11,CB
Eupatorium heterophyllum,异叶泽兰,4,10,4,10,CB
Eupatorium japonicum,白头婆,6,11,6,11,CB
Eupatorium japonicum var. tripartitum,白头婆三裂叶变种,NA,NA,NA,NA,CB
Eupatorium lindleyanum,林泽兰,5,12,5,12,CB
Euphorbia hylonoma,湖北大戟,4,7,6,9,CB
Euphorbia indica,南亚大戟,NA,NA,NA,NA,CB
Euphorbia pekinensis,大戟,5,8,6,9,CB
Euphorbia pilosa,毛大戟,6,8,6,8,CB
Euphorbia sieboldiana,钩腺大戟,4,9,4,9,CB
Euphorbia thymifolia,千根草,6,11,6,11,CB
Euptelea pleiosperma,领春木,4,5,7,8,WD
Eurya acuminatissima,尖叶毛柃,9,10,次年7,次年8,WD
Eurya acuminoides,川黔尖叶柃,9,11,5,6,WD
Eurya acutisepala,尖萼毛柃,10,11,次年6,次年7,WD
Eurya alata,翅柃,10,11,次年6,次年8,WD
Eurya brevistyla,短柱柃,10,11,次年6,次年8,WD
Eurya chinensis,米碎花,11,12,次年6,次年7,WD
Eurya chinensis var. glabra,光枝米碎花,NA,NA,NA,NA,WD
Eurya ciliata,华南毛柃,10,12,次年6,次年7,WD
Eurya distichophylla,二列叶柃,10,12,次年6,次年7,WD
Eurya glandulosa,腺柃,10,11,4,6,WD
Eurya hebeclados,微毛柃,12,1,8,10,WD
Eurya hupehensis,鄂柃,11,12,NA,NA,WD
Eurya impressinervis,凹脉柃,11,12,次年3,次年4,WD
Eurya japonica,柃木,2,3,9,10,WD
Eurya kueichowensis,贵州毛柃,9,10,4,7,WD
Eurya lanciformis,披针叶柃,NA,NA,10,11,WD
Eurya loquaiana,细枝柃,10,12,次年7,次年9,WD
Eurya loquaiana var. aureopunctata,金叶细枝柃,NA,NA,NA,NA,WD
Eurya macartneyi,黑柃,11,1,6,8,WD
Eurya megatrichocarpa,大果毛柃,11,12,7,8,WD
Eurya metcalfiana,丛化柃,11,12,次年7,次年8,WD
Eurya muricata,格药柃,9,10,次年6,次年8,WD
Eurya muricata var. huana,毛枝格药柃,11,12,7,9,WD
Eurya obtusifolia,钝叶柃,2,3,8,10,WD
Eurya obtusifolia var. aurea,金叶柃,11,2,7,9,WD
Eurya patentipila,长毛柃,10,12,6,7,WD
Eurya pyracanthifolia,火棘叶柃,11,12,7,8,WD
Eurya quinquelocularis,大叶五室柃,11,12,6,7,WD
Eurya rubiginosa,红杨柃,10,11,4,5,WD
Eurya rubiginosa var. attenuata,窄基红褐柃,10,11,5,8,WD
Eurya saxicola,岩柃,9,10,6,8,WD
Eurya semiserrulata,半齿柃,10,11,6,7,WD
Eurya stenophylla,窄叶柃,11,12,次年6,次年7,WD
Eurya tetragonoclada,四角柃,11,12,次年5,次年7,WD
Eurya trichocarpa,毛果柃,10,11,7,8,WD
Eurya weissiae,单耳柃,9,11,12,1,WD
Euryale ferox,芡实,7,8,8,9,CB
Eurycorymbus cavaleriei,伞花木,5,6,10,10,WD
Euscaphis japonica,野鸦椿,5,6,8,9,WD
Eustigma oblongifolium,秀柱花,4,6,7,9,WD
Eutrema yunnanense,云南山萮菜,3,4,5,7,CB
Evodia daniellii,臭檀吴萸,NA,NA,NA,NA,WD
Evolvulus alsinoides,土丁桂,5,9,1,12,CB
Evolvulus alsinoides var. decumbens,银丝草,5,1,6,10,CB
Exbucklandia populnea,马蹄荷,5,7,8,10,WD
Exbucklandia tonkinensis,大果马蹄荷,5,7,8,9,WD
Exochorda giraldii,红柄白鹃梅,5,5,7,8,WD
Fagopyrum dibotrys,金荞麦,4,10,5,11,CB
Fagopyrum gracilipes,细柄野荞麦,6,9,8,10,CB
Fagopyrum tataricum,苦荞麦,5,9,6,10,CB
Fagus engleriana,米心水青冈,4,5,8,10,WD
Fagus hayatae,台湾水青冈,4,5,7,8,WD
Fagus longipetiolata,水青冈,4,5,7,9,WD
Fagus lucida,光叶水青冈,5,6,8,9,WD
Fallopia cynanchoides,牛皮消蓼,8,10,8,10,CB
Fallopia cynanchoides var. glabriuscula,光叶牛皮消蓼,7,8,8,9,CB
Fallopia forbesii,华蔓首乌,NA,NA,NA,NA,CB
Fallopia multiflora,何首乌,8,9,9,10,CB
Fallopia multiflora var. ciliinervis,毛脉蓼,6,9,7,10,CB
Farfugium japonicum,大吴风草,8,3,8,3,CB
Fargesia nitida,华西箭竹,NA,NA,NA,NA,WD
Fargesia spathacea,箭竹,4,4,5,5,WD
Fargesia ungulata,鸡爪箭竹,NA,NA,NA,NA,WD
Fatoua pilosa,细齿水蛇麻,6,11,NA,NA,CB
Fatoua villosa,水蛇麻,5,10,5,次年10,CB
Festuca leptopogon,弱序羊茅,6,8,5,7,CB
Festuca parvigluma,小颖羊茅,4,7,4,7,CB
Ficus abelii,石榕树,5,10,5,10,WD
Ficus chartacea,纸叶榕,5,7,5,7,WD
Ficus chartacea var. torulosa,无柄纸叶榕,NA,NA,NA,NA,WD
Ficus daimingshanensis,大明山榕,NA,NA,NA,NA,WD
Ficus erecta,矮小天仙果,4,8,4,8,WD
Ficus formosana,台湾榕,5,10,5,10,WD
Ficus gasparriniana,冠毛榕,5,7,7,9,WD
Ficus gasparriniana var. esquirolii,长叶冠毛榕,NA,NA,NA,NA,WD
Ficus gasparriniana var. laceratifolia,菱叶冠毛榕,NA,NA,NA,NA,WD
Ficus guizhouensis,贵州榕,4,5,6,7,WD
Ficus henryi,尖叶榕,5,10,5,10,WD
Ficus heteromorpha,异叶榕,4,5,5,8,WD
Ficus hirta,粗叶榕,NA,NA,9,11,WD
Ficus laevis,光叶榕,4,6,4,6,WD
Ficus langkokensis,青藤公,5,11,5,11,WD
Ficus microcarpa,榕树,5,6,NA,NA,WD
Ficus nervosa,九丁榕,1,12,1,12,WD
Ficus oligodon,苹果榕,9,4,5,6,WD
Ficus pandurata,琴叶榕,6,11,6,11,WD
Ficus pubigera,褐叶榕,4,8,6,8,WD
Ficus pumila,薜苈,5,10,5,10,WD
Ficus pyriformis,船梨榕,12,6,NA,NA,WD
Ficus racemosa,聚果榕,5,7,NA,NA,WD
Ficus sarmentosa,葡茎榕,5,7,NA,NA,WD
Ficus sarmentosa var. duclouxii,大果爬藤榕,NA,NA,NA,NA,WD
Ficus sarmentosa var. henryi,珍珠莲,NA,NA,NA,NA,WD
Ficus sarmentosa var. impressa,爬藤榕,4,5,6,7,WD
Ficus sarmentosa var. lacrymans,尾尖爬藤榕,4,5,6,7,WD
Ficus sarmentosa var. luducca,长柄爬藤榕,NA,NA,NA,NA,WD
Ficus sarmentosa var. nipponica,白背爬藤榕,NA,NA,NA,NA,WD
Ficus stenophylla,竹叶榕,5,8,5,8,WD
Ficus subpisocarpa,笔管榕,4,6,NA,NA,WD
Ficus tikoua,地果,5,7,5,7,WD
Ficus trivia,楔叶榕,9,4,5,8,WD
Ficus tsiangii,岩木瓜,5,8,5,8,WD
Ficus variolosa,变叶榕,4,8,4,8,WD
Ficus virens,黄葛树,4,8,4,8,WD
Fimbristylis aestivalis,夏飘拂草,5,8,NA,NA,CB
Fimbristylis bisumbellata,复序飘拂草,7,9,7,9,CB
Fimbristylis complanata,扁鞘飘拂草,6,10,6,10,CB
Fimbristylis dichotoma,两歧飘拂草,7,10,7,10,CB
Fimbristylis dichotoma f. annua,线叶两歧飘拂草,NA,NA,NA,NA,CB
Fimbristylis diphylloides,拟二叶飘拂草,6,9,6,9,CB
Fimbristylis eragrostis,知风飘拂草,6,9,6,9,CB
Fimbristylis fusca,暗褐飘拂草,6,9,6,9,CB
Fimbristylis henryi,宜昌飘拂草,8,11,8,11,CB
Fimbristylis hookeriana,金色飘拂草,8,10,8,10,CB
Fimbristylis miliacea,水虱草,NA,NA,NA,NA,CB
Fimbristylis ovata,独穗飘拂草,6,9,6,9,CB
Fimbristylis quinquangularis,五稜秆飘拂草,8,10,8,10,CB
Fimbristylis rigidula,结壮飘拂草,4,6.15,4,6.15,CB
Fimbristylis stauntoni,烟台飘拂草,7,10,7,10,CB
Fimbristylis thomsonii,西南飘拂草,5,6,5,6,CB
Firmiana simplex,梧桐,6,6,NA,NA,WD
Fissistigma chloroneurum,阔叶瓜馥木,3,11,7,12,WD
Fissistigma oldhamii,瓜馥木,4,6,11,11,WD
Fissistigma retusum,凹叶瓜馥木,5,11,6,12,WD
Fissistigma uonicum,香港瓜馥木,3,6,6,12,WD
Fissistigma wallichii,贵州瓜馥木,3,11,7,12,WD
Flemingia macrophylla,大叶千斤拔,6,9,10,12,WD
Flemingia prostrata,千斤拔,3,6,5,10,WD
Flemingia strobilifera,球穗千斤拔,3,8,9,2,WD
Floscopa scandens,聚花草,7,11,7,11,CB
Flueggea suffruticosa,一叶萩,3,8,6,11,WD
Flueggea virosa,白饭树,3,8,7,12,WD
Fordiophyton breviscapum,短葶无距花,8,8,9,10,CB
Fordiophyton faberi,异药花,8,9,6,6,CB
Fordiophyton fordii,肥肉草,NA,NA,NA,NA,CB
Fordiophyton fordii var. pilosum,毛柄肥肉草,NA,NA,NA,NA,CB
Fordiophyton multiflorum,多花肥肉草,NA,NA,NA,NA,CB
Forsythia giraldiana,秦连翘,3,5,6,10,WD
Forsythia viridissima,金钟花,3,4,8,11,WD
Fortunella hindsii,山橘,NA,NA,NA,NA,WD
Fortunella margarita,金橘,NA,NA,NA,NA,WD
Fortunella venosa,金豆,NA,NA,NA,NA,WD
Fragaria gracilis,纤细草莓,4,7,6,8,CB
Fragaria nilgerrensis,黄毛草莓,4,7,6,8,CB
Fragaria nilgerrensis var. mairei,粉叶黄毛草莓,NA,NA,NA,NA,CB
Fragaria orientalis,东方草莓,5,7,7,9,CB
Fraxinus chinensis,白蜡树,4,5,7,9,WD
Fraxinus chinensis subsp. rhynchophylla,花曲柳,4,5,9,10,WD
Fraxinus depauperata,疏花梣,5,5,7,9,WD
Fraxinus floribunda,多花梣,2,4,7,10,WD
Fraxinus griffithii,光蜡树,5,7,7,11,WD
Fraxinus insularis,苦枥木,4,5,7,9,WD
Fraxinus paxiana,秦岭梣,5,7,9,10,WD
Fritillaria thunbergii,浙贝母,3,4,5,6,CB
Fuirena ciliaris,毛芙兰草,7,12,7,12,CB
Gahnia tristis,黑莎草,3,12,3,12,CB
Galactia tenuiflora,乳豆,8,9,10,11,CB
Galeobdolon chinense,小野芝麻,NA,NA,NA,NA,CB
Galeobdolon tuberiferum,块根小野芝麻,NA,NA,NA,NA,CB
Galeola lindleyana,毛萼山珊瑚,5,8,9,10,CB
Galeola matsudai,直立山珊瑚,NA,NA,NA,NA,WD
Galium aparine var. echinospermum,拉拉藤,NA,NA,NA,NA,CB
Galium aparine var. tenerum,猪殃殃,NA,NA,NA,NA,CB
Galium asperifolium var. sikkimense,小叶葎,6,9,7,10,CB
Galium asperuloides,车叶葎,4,8,5,9,CB
Galium asperuloides subsp. hoffmeisteri,六叶葎,NA,NA,NA,NA,CB
Galium bungei,四叶葎,4,9,5,1,CB
Galium bungei var. trachyspermum,阔叶四叶葎,4,5,4,7,CB
Galium comari,线梗拉拉藤,7,10,7,10,CB
Galium trifidum,小叶猪殃殃,NA,NA,NA,NA,CB
Gamblea ciliata,萸叶五加,5,9,6,8,WD
Gamblea ciliata var. evodiaefolia,吴茱萸五加,NA,NA,NA,NA,WD
Garcinia multiflora,木竹子,6,8,11,12,WD
Garcinia oblongifolia,岭南山竹子,4,5,10,12,WD
Gardenia jasminoides,栀子,3,7,5,2,WD
Gardenia jasminoides var. fortuniana,白蟾,NA,NA,NA,NA,WD
Gardneria lanceolata,柳叶蓬莱葛,6,8,9,12,WD
Gardneria multiflora,蓬莱葛,3,7,7,11,WD
Garnotia patula,耳稃草,8,12,8,12,CB
Gastrochilus rantabunensis,合欢盆距兰,NA,NA,NA,NA,CB
Gastrodia elata,天麻,5,7,5,7,CB
Gaultheria leucocarpa var. crenulata,毛滇白珠,NA,NA,NA,NA,WD
Gaultheria leucocarpa var. cumingiana,白珠树,NA,NA,NA,NA,WD
Gaultheria leucocarpa var. yunnanensis,滇白珠,NA,NA,NA,NA,WD
Gelidocalamus longiinternodus,箭把竹,NA,NA,NA,NA,WD
Gelidocalamus multifolius,多叶短枝竹,11,11,NA,NA,WD
Gelidocalamus stellatus,井岗短枝竹,NA,NA,NA,NA,WD
Gelsemium elegans,钩吻,5,11,7,3,WD
Gentiana davidii,五岭龙胆,8,11,8,11,CB
Gentiana loureirii,华南龙胆,NA,NA,NA,NA,CB
Gentiana manshurica,条叶龙胆,8,11,8,11,CB
Gentiana panthaica,流苏龙胆,5,8,5,8,CB
Gentiana rhodantha,红花龙胆,10,2,10,2,CB
Gentiana rubicunda,深红龙胆,3,10,3,10,CB
Gentiana rubicunda var. samolifolia,小繁缕叶龙胆,NA,NA,NA,NA,CB
Gentiana scabra,龙胆,5,11,5,11,CB
Gentiana squarrosa,鳞叶龙胆,4,9,4,9,CB
Gentiana yokusai,灰绿龙胆,3,9,3,9,CB
Geranium franchetii,灰岩紫地榆,6,8,9,10,CB
Geranium nepalense,尼泊尔老鹳草,4,9,5,10,CB
Geranium rosthornii,湖北老鹳草,6,7,8,9,CB
Geranium sibiricum,鼠掌老鹳草,6,7,8,9,CB
Geranium thunbergii,中日老鹳草,4,9,5,10,CB
Geranium wilfordii,老鹳草,6,8,8,9,CB
Gerbera anandria,大丁草,NA,NA,NA,NA,CB
Gerbera piloselloides,毛大丁草,NA,NA,NA,NA,CB
Geum aleppicum,路边青,6,7,8,9,CB
Geum japonicum var. chinense,柔毛路边青,5,10,5,10,CB
Girardinia diversifolia,大蝎子草,6,7,8,9,CB
Girardinia diversifolia subsp. triloba,红火麻,6,8,8,10,CB
Gleadovia ruborum,藨寄生,4,8,8,10,CB
Glechoma biondiana var. angustituba,白透骨消狭萼变种,NA,NA,NA,NA,CB
Glechoma hederacea,欧活血丹,5,5,NA,NA,CB
Glechoma longituba,活血丹,NA,NA,NA,NA,CB
Gleditsia fera,华南皂荚,4,5,6,12,WD
Gleditsia japonica,山皂荚,4,6,6,11,WD
Gleditsia japonica var. delavayi,滇皂夹,NA,NA,NA,NA,WD
Gleditsia japonica var. velutina,绒毛皂荚,5,6,10,11,WD
Gleditsia sinensis,皂荚,3,5,5,12,WD
Globba racemosa,舞花姜,6,9,NA,NA,CB
Glochidion coccineum,红算盘子,4,10,8,12,WD
Glochidion daltonii,革叶算盘子,3,5,4,10,WD
Glochidion ellipticum,四裂算盘子,5,8,7,11,WD
Glochidion eriocarpum,毛果算盘子,1,12,1,12,WD
Glochidion philippicum,甜叶算盘子,4,8,7,12,WD
Glochidion puberum,算盘子,4,8,7,11,WD
Glochidion triandrum,里白算盘子,3,7,7,12,WD
Glochidion wilsonii,湖北算盘子,4,7,6,9,WD
Glochidion wrightii,白背算盘子,5,9,7,11,WD
Glyceria leptolepis,假鼠妇草,6,9,6,9,CB
Glycine max,大豆,5,7,8,10,CB
Glycine soja,野大豆,7,8,9,10,CB
Glyptopetalum longipedicellatum,长梗沟瓣,NA,NA,NA,NA,WD
Gmelina chinensis,石梓,4,5,8,8,WD
