sentific name,chinese name,first flowerin month,last flowering month,first fruiting month,last fruiting month,genus name,family name,woodiness
Chrysosplenium axillare,³¤¹£½ğÑü,7,8,7,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium biondianum,ÇØÁë½ğÑü,5,7,5,7,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium giraldianum,ÏËÏ¸½ğÑü,6,9,6,9,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium griffithii,ÉöÒ¶½ğÑü,5,9,5,9,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium lanuginosum,ÃàÃ«½ğÑü,4,6,4,6,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium lanuginosum var. gracile,Ï¸Èõ½ğÑü,6,6,NA,NA,NA,Saxifragaceae,CB
Chrysosplenium microspermum,Î¢×Ó½ğÑü,4,9,4,9,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium nudicaule,Âã¾¥½ğÑü,6,8,6,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium pilosum,Ã«½ğÑü,4,6,4,6,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium pilosum var. valdepilosum,ÈáÃ«½ğÑü,4,7,4,7,NA,Saxifragaceae,CB
Chrysosplenium qinlingense,ÉÂ¸Ê½ğÑü,7,8,7,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium sinicum,ÖĞ»ª½ğÑü,4,8,4,8,Chrysosplenium,Saxifragaceae,CB
Chrysosplenium uniflorum,µ¥»¨½ğÑü,7,8,7,8,Chrysosplenium,Saxifragaceae,CB
Cicerbita auriculiformis,±§¾¥ÑÒ²Î,7,8,7,8,NA,Asteraceae,CB
Cicuta virosa,¶¾ÇÛ,7,8,7,8,Cicuta,Apiaceae,CB
Cimicifuga dahurica,ĞË°²ÉıÂé,7,8,8,9,NA,Ranunculaceae,CB
Cimicifuga foetida,ÉıÂé,6,9,8,10,NA,Ranunculaceae,CB
Cimicifuga japonica,Ğ¡ÉıÂé,8,9,10,10,NA,Ranunculaceae,CB
Cinnamomum camphora,ÕÁ,4,5,8,11,NA,Lauraceae,WD
Cinnamomum longepaniculatum,ÓÍÕÁ,5,6,7,9,NA,Lauraceae,WD
Cinnamomum septentrionale,ÒøÄ¾,5,6,7,9,NA,Lauraceae,WD
Circaea alpina,¸ßÉ½Â¶Öé²İ,7,8,7,8,NA,Onagraceae,CB
Circaea alpina subsp. imaicola,¸ßÔ­Â¶Öé²İ,7,9,8,11,NA,Onagraceae,CB
Circaea alpina subsp. micrantha,¸ßº®Â¶Öé²İ,6,9,7,11,NA,Onagraceae,CB
Circaea canadensis subsp. quadrisulcata,Ë®Öé²İ,6,8,7,9,NA,Onagraceae,CB
Circaea cordata,Â¶Öé²İ,6,7,7,9,NA,Onagraceae,CB
Circaea erubescens,¹ÈŞ¤,6,9,7,9,NA,Onagraceae,CB
Circaea glabrescens,Íº¹£Â¶Öé²İ,7,8,8,9,NA,Onagraceae,CB
Circaea mollis,ÄÏ·½Â¶Öé²İ,7,9,8,10,NA,Onagraceae,CB
Circaeaster agrestis,ĞÇÒ¶²İ,4,6,8,9,Circaeaster,Circaeasteraceae,CB
Cirsium arvense,Ë¿Â·¼»,6,9,6,9,Cirsium,Asteraceae,CB
Cirsium arvense var. integrifolium,´Ì¶ù²Ë,5,9,5,9,NA,Asteraceae,NA
Cirsium fargesii,µÈ°ú¼»,7,7,NA,NA,Cirsium,Asteraceae,CB
Cirsium handelii,ÂæÆï,5,9,5,9,Cirsium,Asteraceae,CB
Cirsium hupehense,ºş±±¼»,8,11,8,11,Cirsium,Asteraceae,CB
Cirsium lanatum,²Ø¼»,6,9,6,9,Cirsium,Asteraceae,CB
Cirsium leo,¿ı¼»,5,9,5,9,NA,Asteraceae,CB
Cirsium lineare,ÏßÒ¶¼»,9,10,9,10,Cirsium,Asteraceae,CB
Cirsium monocephalum,Âí´Ì¼»,7,8,8,9,Cirsium,Asteraceae,CB
Cirsium pendulum,ÑÌ¹Ü¼»,6,9,6,9,Cirsium,Asteraceae,CB
Cirsium setosum,´Ì¶ù²Ë,5,9,5,9,Cirsium,Asteraceae,CB
Cirsium shansiense,Å£¿Ú´Ì,5,11,5,11,Cirsium,Asteraceae,CB
Cirsium souliei,¿û»¨´ó¼»,7,9,7,9,Cirsium,Asteraceae,CB
Cirsium tianmushanicum,º¼¼»,10,10,10,10,Cirsium,Asteraceae,CB
Cistanche deserticola,ÈâÜÊÈØ,5,6,6,8,Cistanche,Orobanchaceae,CB
Cistanche salsa,ÑÎÉúÈâÜÊÈØ,5,6,7,8,Cistanche,Orobanchaceae,CB
Cistanche sinensis,É³ÜÊÈØ,5,6,6,8,Cistanche,Orobanchaceae,CB
Citrus ichangensis,ÒË²ı³È,5,6,10,11,NA,Rutaceae,WD
Citrus junos,Ïã³È,4,5,10,11,NA,Rutaceae,WD
Citrus maxima,èÖ,4,5,9,12,NA,Rutaceae,WD
Citrus sinensis,Ìğ³È,3,5,10,12,NA,Rutaceae,WD
Cladrastis delavayi,Ğ¡»¨Ïã»±,6,8,8,10,NA,Fabaceae,WD
Cleistogenes caespitosa,´ÔÉúÒş×Ó²İ,7,10,7,10,Cleistogenes,Poaceae,CB
Cleistogenes festucacea,±¡ÇÊÒş×Ó²İ,8,10,8,10,Cleistogenes,Poaceae,CB
Cleistogenes hackelii,³¯ÑôÒş×Ó²İ,7,11,7,11,Cleistogenes,Poaceae,CB
Cleistogenes hackelii var. nakaii,¿íÒ¶Òş×Ó²İ,7,10,7,10,NA,Poaceae,CB
Cleistogenes hancei,±±¾©Òş×Ó²İ,7,11,7,11,Cleistogenes,Poaceae,CB
Cleistogenes mucronata,Ğ¡¼âÒş×Ó²İ,7,9,7,9,Cleistogenes,Poaceae,CB
Cleistogenes polyphylla,¶àÒ¶Òş×Ó²İ,7,10,7,10,Cleistogenes,Poaceae,CB
Cleistogenes songorica,ÎŞÃ¢Òş×Ó²İ,7,9,7,9,Cleistogenes,Poaceae,CB
Cleistogenes squarrosa,²ÚÒş×Ó²İ,7,9,7,9,Cleistogenes,Poaceae,CB
Clematis aethusifolia,ÇÛÒ¶ÌúÏßÁ«,7,8,9,9,Clematis,Ranunculaceae,CB
Clematis akebioides,¸Ê´¨ÌúÏßÁ«,7,9,9,10,Clematis,Ranunculaceae,CB
Clematis apiifolia,Å®Î®,5,9,6,10,Clematis,Ranunculaceae,WD
Clematis apiifolia var. argentilucida,¶Û³İÌúÏßÁ«,5,7,6,8,NA,Ranunculaceae,WD
Clematis armandii,Ğ¡Ä¾Í¨,3,4,4,7,Clematis,Ranunculaceae,WD
Clematis austrogansuensis,¸ÊÄÏÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,
Clematis brevicaudata,¶ÌÎ²ÌúÏßÁ«,7,9,9,10,Clematis,Ranunculaceae,WD
Clematis chinensis,ÍşÁéÏÉ,6,9,8,11,Clematis,Ranunculaceae,WD
Clematis dasyandra,Ã«»¨ÌúÏßÁ«,9,9,NA,NA,Clematis,Ranunculaceae,WD
Clematis florida,ÌúÏßÁ«,1,2,3,4,Clematis,Ranunculaceae,CB
Clematis fruticosa,¹àÄ¾ÌúÏßÁ«,7,8,10,10,Clematis,Ranunculaceae,WD
Clematis fruticosa var. canescens,»ÒÒ¶ÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis fruticosa var. lobata,Ç³ÁÑÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis glabrifolia,¹âÒ¶ÌúÏßÁ«,5,5,NA,NA,NA,Ranunculaceae,WD
Clematis glauca,·ÛÂÌÌúÏßÁ«,6,7,8,10,Clematis,Ranunculaceae,CB
Clematis gouriana,Ğ¡ËòÒÂÌÙ,9,10,11,12,Clematis,Ranunculaceae,WD
Clematis gracilifolia,±¡Ò¶ÌúÏßÁ«,5,6,6,10,Clematis,Ranunculaceae,WD
Clematis grandidentata,´Ö³İÌúÏßÁ«,5,8,7,8,NA,Ranunculaceae,WD
Clematis gratopsis,½ğ·ğÌúÏßÁ«,8,10,10,12,Clematis,Ranunculaceae,WD
Clematis hastata,êª×´ÌúÏßÁ«,4,4,NA,NA,NA,Ranunculaceae,WD
Clematis hexapetala,ÃŞÍÅÌúÏßÁ«,6,8,7,10,Clematis,Ranunculaceae,CB
Clematis intricata,»Æ»¨ÌúÏßÁ«,6,7,7,8,Clematis,Ranunculaceae,WD
Clematis lasiandra,Ã«ÈïÌúÏßÁ«,8,9,10,11,NA,Ranunculaceae,CB
Clematis macropetala,³¤°êÌúÏßÁ«,7,7,8,8,Clematis,Ranunculaceae,WD
Clematis montana,ĞåÇòÌÙ,4,9,7,9,Clematis,Ranunculaceae,WD
Clematis montana var. grandiflora,´ó»¨ĞåÇòÌÙ,4,8,7,8,NA,Ranunculaceae,WD
Clematis montana var. longipes,µ¥»¨ĞåÇòÌÙ,4,8,7,8,NA,Ranunculaceae,WD
Clematis montana var. sterilis,Ğ¡Ò¶ĞåÇòÌÙ,4,6,8,9,NA,Ranunculaceae,WD
Clematis nannophylla,Ğ¡Ò¶ÌúÏßÁ«,7,9,8,9,Clematis,Ranunculaceae,WD
Clematis nannophylla var. foliosa,¶àÒ¶ÌúÏßÁ«,9,9,NA,NA,NA,Ranunculaceae,WD
Clematis obscura,ÇØÁëÌúÏßÁ«,4,6,8,10,Clematis,Ranunculaceae,WD
Clematis orientalis,¶«·½ÌúÏßÁ«,5,7,8,9,Clematis,Ranunculaceae,CB
Clematis otophora,¿í±úÌúÏßÁ«,7,8,9,10,NA,Ranunculaceae,CB
Clematis peterae,¶ÛİàÌúÏßÁ«,5,6,7,8,Clematis,Ranunculaceae,WD
Clematis peterae var. trichocarpa,Ã«¹ûÌúÏßÁ«,6,9,8,11,NA,Ranunculaceae,WD
Clematis pogonandra,ĞëÈïÌúÏßÁ«,7,8,9,9,Clematis,Ranunculaceae,CB
Clematis potaninii,ÃÀ»¨ÌúÏßÁ«,6,7,8,9,Clematis,Ranunculaceae,WD
Clematis puberula var. ganpiniana,Ñî×ÓÌúÏßÁ«,7,9,9,10,NA,Ranunculaceae,WD
Clematis puberula var. tenuisepala,Ã«¹ûÑî×ÓÌúÏßÁ«,NA,NA,NA,NA,NA,Ranunculaceae,WD
Clematis shensiensis,ÉÂÎ÷ÌúÏßÁ«,6,6,8,9,Clematis,Ranunculaceae,WD
Clematis sibirica,Î÷²®ÀûÑÇÌúÏßÁ«,5,7,7,8,NA,Ranunculaceae,WD
Clematis tangutica,¸ÊÇàÌúÏßÁ«,7,7,9,10,Clematis,Ranunculaceae,WD
Clematis tangutica var. pubescens,Ã«İà¸ÊÇàÌúÏßÁ«,6,9,9,9,NA,Ranunculaceae,WD
Clematis tomentella,»ÒÒ¶ÌúÏßÁ«,7,8,9,9,NA,Ranunculaceae,WD
Clematis uncinata,Öù¹ûÌúÏßÁ«,6,7,7,9,Clematis,Ranunculaceae,WD
Clematis uncinata var. coriacea,ÖåÒ¶ÌúÏßÁ«,6,7,8,9,NA,Ranunculaceae,WD
Clematis urophylla,Î²Ò¶ÌúÏßÁ«,11,12,3,4,Clematis,Ranunculaceae,WD
Clematoclethra scandens,ÌÙÉ½Áø,6,7,7,9,Clematoclethra,Actinidiaceae,WD
Clematoclethra scandens subsp. actinidioides,â¨ºïÌÒÌÙÉ½Áø,5,7,7,8,NA,Actinidiaceae,WD
Clematoclethra scandens subsp. hemsleyi,·±»¨ÌÙÉ½Áø,6,7,7,8,NA,Actinidiaceae,WD
Clerodendrum bungei,³ôÄµµ¤,7,8,9,10,Clerodendrum,Verbenaceae,WD
Clerodendrum trichotomum,º£Öİ³£É½,6,11,6,11,NA,Verbenaceae,WD
Clinopodium gracile,Ï¸·çÂÖ²Ë,6,8,8,10,Clinopodium,Lamiaceae,CB
Clinopodium polycephalum,µÆÁı²İ,7,8,9,9,Clinopodium,Lamiaceae,CB
Clinopodium repens,ÙéÙë·çÂÖ²Ë,6,9,7,10,NA,Lamiaceae,CB
Clinopodium urticifolium,ÂéÒ¶·çÂÖ²Ë,6,8,8,10,NA,Lamiaceae,CB
Clintonia udensis,Æß½î¹½,6,6,7,8,Clintonia,Liliaceae,CB
Cnidium salinum,¼îÉß´²,7,8,8,9,Cnidium,Apiaceae,CB
Cocculus orbiculatus,Ä¾·À¼º,NA,NA,NA,NA,NA,Menispermaceae,WD
Cocculus orbiculatus var. mollis,Ã«Ä¾·À¼º,NA,NA,NA,NA,NA,Menispermaceae,WD
Codonopsis canescens,»ÒÃ«µ³²Î,7,10,7,10,Codonopsis,Campanulaceae,CB
Codonopsis deltoidea,Èı½ÇÒ¶µ³²Î,7,10,7,10,Codonopsis,Campanulaceae,CB
Codonopsis nervosa,Âö»¨µ³²Î,7,10,NA,NA,Codonopsis,Campanulaceae,CB
Codonopsis nervosa subsp. macrantha,´ó»¨µ³²Î,NA,NA,NA,NA,NA,Campanulaceae,CB
Codonopsis pilosula,µ³²Î,7,8,9,10,NA,Campanulaceae,CB
Codonopsis tangshen,´¨µ³²Î,7,10,7,10,Codonopsis,Campanulaceae,CB
Codonopsis tsinglingensis,ÇØÁëµ³²Î,7,10,7,10,NA,Campanulaceae,CB
Codonopsis tsinlingensis,ÇØÁëµ³²Î,7,10,7,10,NA,Campanulaceae,NA
Codonopsis viridiflora,ÂÌ»¨µ³²Î,7,10,7,10,Codonopsis,Campanulaceae,CB
Coeloglossum viride,°¼ÉàÀ¼,6,8,9,10,NA,Orchidaceae,CB
Coelonema draboides,Ñ¨Ë¿Üù,6,7,7,8,NA,Brassicaceae,CB
Coluria longifolia,ÎŞÎ²¹û,6,7,8,10,Coluria,Rosaceae,CB
Comanthosphace ningpoensis,ÃàËëËÕ,8,10,NA,NA,NA,Lamiaceae,CB
Comarum salesovianum,Î÷±±ÕÓÎ¯Áê²Ë,6,8,8,10,Comarum,Rosaceae,CB
Comastoma falcatum,Á­İàºíÃ«»¨,7,9,7,9,Comastoma,Gentianaceae,CB
Comastoma henryi,¶õÎ÷ºíÃ«»¨,8,9,8,9,Comastoma,Gentianaceae,CB
Comastoma pedunculatum,³¤¹£ºíÃ«»¨,7,10,7,10,Comastoma,Gentianaceae,CB
Comastoma polycladum,Öå±ßºíÃ«»¨,8,9,8,9,Comastoma,Gentianaceae,CB
Comastoma pulmonarium,ºíÃ«»¨,7,11,7,11,Comastoma,Gentianaceae,CB
Comastoma tenellum,ÈáÈõºíÃ«»¨,6,6,6,6,Comastoma,Gentianaceae,CB
Commelina benghalensis,·¹°ü²İ,6,11,6,11,NA,Commelinaceae,CB
Commelina communis,Ñ¼õÅ²İ,NA,NA,NA,NA,NA,Commelinaceae,CB
Convallaria majalis,ÁåÀ¼,5,6,7,9,NA,Liliaceae,CB
Convolvulus ammannii,Òø»ÒĞı»¨,6,8,7,8,NA,Convolvulaceae,CB
Convolvulus gortschakovii,Ó¥×¦²ñ,5,6,NA,NA,Convolvulus,Convolvulaceae,WD
Convolvulus tragacanthoides,´ÌĞı»¨,5,7,NA,NA,Convolvulus,Convolvulaceae,WD
Conyza bonariensis,ÏãË¿²İ,5,10,NA,NA,NA,Asteraceae,CB
Conyza canadensis,Ğ¡Åî²İ,5,9,NA,NA,NA,Asteraceae,CB
Corallodiscus conchifolius,Ğ¡Ê¯»¨,6,9,7,9,NA,Gesneriaceae,CB
Corallodiscus lanuginosus,Éºº÷ÜÄÌ¦,4,10,6,12,Corallodiscus,Gesneriaceae,CB
Corallorhiza trifida,Éºº÷À¼,6,8,6,8,Corallorhiza,Orchidaceae,CB
Corchoropsis crenata,ÌïÂé,4,6,9,11,NA,Tiliaceae,CB
Corchoropsis crenata var. hupehensis,¹â¹ûÌïÂé,NA,NA,9,´ÎÄê2,NA,Tiliaceae,CB
Corethrodendron lignosum var. laeve,ËşÂäÉ½Öñ×Ó,NA,NA,NA,NA,NA,Fabaceae,WD
Coriaria nepalensis,ÂíÉ£,2,3,3,4,NA,Coriariaceae,WD
Corispermum chinganicum,ĞË°²³æÊµ,6,8,6,8,Corispermum,Chenopodiaceae,CB
Corispermum declinatum,Éş³æÊµ,6,9,6,9,Corispermum,Chenopodiaceae,CB
Corispermum dutreuilii,´Öà¹³æÊµ,7,8,7,8,NA,Chenopodiaceae,CB
Corispermum heptapotamicum,ÖĞÑÇ³æÊµ,7,9,7,9,Corispermum,Chenopodiaceae,CB
Corispermum mongolicum,ÃÉ¹Å³æÊµ,7,9,7,9,Corispermum,Chenopodiaceae,CB
Corispermum patelliforme,µú¹û³æÊµ,8,9,8,9,Corispermum,Chenopodiaceae,CB
Corispermum puberulum,ÈíÃ«³æÊµ,7,9,7,9,Corispermum,Chenopodiaceae,CB
Corispermum stauntonii,»ª³æÊµ,7,9,7,9,Corispermum,Chenopodiaceae,CB
Corispermum tibeticum,²Ø³æÊµ,7,9,7,9,Corispermum,Chenopodiaceae,CB
Corispermum tylocarpum,Ã«¹ûÉş³æÊµ,6,9,6,9,NA,Chenopodiaceae,CB
Cornulaca alaschanica,°¢À­ÉÆµ¥´ÌÅî,NA,NA,NA,NA,NA,Chenopodiaceae,CB
Cornus alba,ºìÈğÄ¾,6,7,8,10,NA,Cornaceae,WD
Cornus bretschneideri,É³—…,6,7,8,9,NA,Cornaceae,WD
Cornus bretschneideri var. crispa,¾íÃ«É³—…,NA,NA,NA,NA,NA,Cornaceae,WD
Cornus chinensis,´¨¶õÉ½ÜïİÇ,4,4,9,9,NA,Cornaceae,WD
Cornus elliptica,¼âÒ¶ËÄÕÕ»¨,6,7,10,11,NA,Cornaceae,WD
Cornus hemsleyi,ºìé£×Ó,6,7,8,9,Cornus,Cornaceae,WD
Cornus kousa,,NA,NA,NA,NA,NA,Cornaceae,NA
Cornus kousa subsp. chinensis,ËÄÕÕ»¨,5,7,9,10,NA,Cornaceae,WD
Cornus macrophylla,—…Ä¾,6,7,9,10,NA,Cornaceae,WD
Cornus officinalis,É½ÜïİÇ,3,4,9,10,NA,Cornaceae,WD
Cornus quinquenervis,Ğ¡—…Ä¾,6,7,10,11,NA,Cornaceae,WD
Cornus schindleri subsp. poliophylla,»ÒÒ¶—…Ä¾,6,6,10,10,NA,Cornaceae,WD
Cornus ulotricha,¾íÃ«—…Ä¾,5,6,7,8,Cornus,Cornaceae,WD
Cornus walteri,Ã«—…,5,6,8,10,Cornus,Cornaceae,WD
Cornus wilsoniana,¹âÆ¤—…Ä¾,5,5,9,11,Cornus,Cornaceae,WD
Cortusa matthioli,¼Ù±¨´º,5,7,7,8,Cortusa,Primulaceae,CB
Corydalis acuminata,´¨¶«×ÏİÀ,4,8,4,8,Corydalis,Papaveraceae,CB
Corydalis adunca,»ÒÂÌ»ÆİÀ,5,9,6,10,NA,Papaveraceae,CB
Corydalis adunca subsp. scaphopetala,ÖãÖ¦»ÒÂÌ»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis amphipogon,ÎÄÏØ×ÏİÀ,5,5,5,5,NA,Papaveraceae,CB
Corydalis brevipedunculata,¶ÌÖá³ô»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis cheilanthifolia,µØ°ØÖ¦,5,6,5,7,NA,Papaveraceae,CB
Corydalis chingii,¸ÊËà×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis conspersa,°ß»¨»ÆİÀ,7,9,7,9,NA,Papaveraceae,CB
Corydalis curviflora,Çú»¨×ÏİÀ,5,8,5,8,Corydalis,Papaveraceae,CB
Corydalis curviflora subsp. pseudosmithii,Á÷ËÕÇú»¨×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis cytisiflora,½ğÈ¸»¨»ÆİÀ,5,7,5,7,Corydalis,Papaveraceae,CB
Corydalis dasyptera,µüÁÑ»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis davidii,ÄÏ»ÆİÀ,4,10,4,10,Corydalis,Papaveraceae,CB
Corydalis edulis,×ÏİÀ,4,4,6,6,NA,Papaveraceae,CB
Corydalis fargesii,±±Áë»ÆİÀ,7,9,7,9,Corydalis,Papaveraceae,CB
Corydalis foliaceobracteata,Ò¶°ú×ÏİÀ,4,7,4,7,NA,Papaveraceae,CB
Corydalis giraldii,Ğ¡»¨¿í°ê»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis hebephylla,Ã«±»»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis hemsleyana,°Í¶«×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis impatiens,Èü±±×ÏİÀ,6,10,6,10,Corydalis,Papaveraceae,CB
Corydalis incisa,¿ÌÒ¶×ÏİÀ,4,9,4,9,NA,Papaveraceae,CB
Corydalis jingyuanensis,ãşÔ´×ÏİÀ,6,6,6,6,NA,Papaveraceae,CB
Corydalis laucheana,ËÉÅË»ÆİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis linarioides,ÌõÁÑ»ÆİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis livida,ºì»¨×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis melanochlora,°µÂÌ×ÏİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis microflora,Ò¶×´°ú×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,NA
Corydalis mucronifera,¼âÍ»»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis ochotensis,»Æ×ÏİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis ophiocarpa,Éß¹û»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis potaninii,°ëÂã¾¥»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis praecipitorum,ÇÍ±Ú×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis pseudofargesii,¼Ù±±Áë»ÆİÀ,7,9,7,9,Corydalis,Papaveraceae,CB
Corydalis pseudoimpatiens,¼Ù±±×ÏİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis racemosa,Ğ¡»¨»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis raddeana,Ğ¡»Æ×ÏİÀ,6,10,6,10,Corydalis,Papaveraceae,CB
Corydalis rheinbabeniana,ÉÈ°ú»ÆİÀ,6,9,6,9,NA,Papaveraceae,CB
Corydalis scaberula,´Ö²Ú»ÆİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis shensiana,ÉÂÎ÷×ÏİÀ,6,8,6,8,Corydalis,Papaveraceae,CB
Corydalis sibirica,±±×ÏİÀ,6,9,6,9,Corydalis,Papaveraceae,CB
Corydalis sigmantha,¸ÊÄÏ×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis straminea,²İ»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis stricta,Ö±¾¥»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis taipaishanica,Ì«°××ÏİÀ,4,6,NA,NA,Corydalis,Papaveraceae,CB
Corydalis temulifolia,´óÒ¶×ÏİÀ,3,6,3,6,Corydalis,Papaveraceae,CB
Corydalis ternatifolia,ÉñÅ©¼Ü×ÏİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis tianzhuensis,Ìì×£»ÆİÀ,NA,NA,NA,NA,NA,Papaveraceae,CB
Corydalis trachycarpa,²Ú¹û×ÏİÀ,4,9,4,9,Corydalis,Papaveraceae,CB
Corydalis turtschaninovii,³İ°êÑÓºúË÷,NA,NA,NA,NA,NA,Papaveraceae,CB
Corylopsis microcarpa,Ğ¡¹ûÀ¯°ê»¨,3,5,6,8,NA,Hamamelidaceae,WD
Corylopsis platypetala,À«À¯°ê»¨,4,7,7,9,NA,Hamamelidaceae,WD
Corylus chinensis,»ªé»,9,10,9,10,NA,Betulaceae,WD
Corylus fargesii,ÅûÕëÒ¶é»,5,7,7,8,NA,Betulaceae,WD
Corylus ferox var. thibetica,²Ø´Ìé»,NA,NA,NA,NA,NA,Betulaceae,WD
Corylus heterophylla,é»,3,4,9,10,NA,Betulaceae,WD
Corylus heterophylla var. sutchuenensis,´¨é»,NA,NA,NA,NA,NA,Betulaceae,WD
Corylus mandshurica,Ã«é»,5,7,7,9,NA,Betulaceae,WD
Cosmos bipinnata,ÇïÓ¢,6,8,9,10,NA,Asteraceae,CB
Cotinus coggygria,»ÆèÓ,4.25,5,7,7,NA,Anacardiaceae,WD
Cotinus coggygria var. cinerea,ºìÒ¶,2,3,3,8,NA,Anacardiaceae,WD
Cotinus coggygria var. glaucophylla,·Û±³»ÆèÓ,4.25,5,7,7,NA,Anacardiaceae,WD
Cotinus coggygria var. pubescens,Ã«»ÆèÓ(±äÖÖ),5,5,NA,NA,NA,Anacardiaceae,WD
Cotinus szechuanensis,ËÄ´¨»ÆèÓ,5,5,10,10,NA,Anacardiaceae,WD
Cotoneaster acuminatus,¼âÒ¶–Õ×Ó,5,6,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster acutifolius,»Ò–Õ×Ó,5,6,9,9,Cotoneaster,Rosaceae,WD
Cotoneaster acutifolius var. villosulus,ÃÜÃ«»Ò–Õ×Ó,NA,NA,NA,NA,NA,Rosaceae,WD
Cotoneaster adpressus,ÙéÙë–Õ×Ó,5,6,8,9,Cotoneaster,Rosaceae,WD
Cotoneaster ambiguus,´¨¿µ–Õ×Ó,5,6,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster apiculatus,Ï¸¼â–Õ×Ó,6,6,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster bullatus,ÅİÒ¶–Õ×Ó,5,6,8,9,NA,Rosaceae,WD
Cotoneaster dammeri,°«Éú–Õ×Ó,5,6,9,10,NA,Rosaceae,WD
Cotoneaster dammeri var. radicans,³¤±ú°«Éú–Õ×Ó,NA,NA,NA,NA,NA,Rosaceae,WD
Cotoneaster dielsianus,Ä¾Öã–Õ×Ó,6,7,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster divaricatus,É¢Éú–Õ×Ó,4,6,9,10,NA,Rosaceae,WD
Cotoneaster foveolatus,ÂéºË–Õ×Ó,6,6,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster glabratus,¹âÒ¶–Õ×Ó,6,7,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster gracilis,Ï¸Èõ–Õ×Ó,5,6,8,9,Cotoneaster,Rosaceae,WD
Cotoneaster hebephyllus,¶ÛÒ¶–Õ×Ó,5,6,8,9,Cotoneaster,Rosaceae,WD
Cotoneaster horizontalis,Æ½Ö¦–Õ×Ó,5,6,9,9,NA,Rosaceae,WD
Cotoneaster horizontalis var. perpusillus,Ğ¡Ò¶Æ½Ö¦–Õ×Ó,NA,NA,NA,NA,NA,Rosaceae,WD
Cotoneaster integerrimus,È«Ôµ–Õ×Ó,5,6,8,9,Cotoneaster,Rosaceae,WD
Cotoneaster melanocarpus,ºÚ¹û–Õ×Ó,5,6,8,9,Cotoneaster,Rosaceae,WD
Cotoneaster microphyllus var. glacialis,ÎŞÃ«Ğ¡Ò¶–Õ×Ó,NA,NA,NA,NA,NA,Rosaceae,WD
Cotoneaster mongolicus,ÃÉ¹Å–Õ×Ó,NA,NA,9,9,NA,Rosaceae,WD
Cotoneaster moupinensis,±¦ĞË–Õ×Ó,6,7,9,10,Cotoneaster,Rosaceae,WD
Cotoneaster multiflorus,Ë®–Õ×Ó,5,5,9,9,NA,Rosaceae,WD
Cotoneaster multiflorus var. calocarpus,´ó¹ûË®–Õ×Ó,NA,NA,NA,NA,NA,Rosaceae,WD
